"TOA5","CR1000_Chambers","CR1000","72154","CR1000.Std.28","CPU:22JUL2021.CR1","60880","TcrafatData"
"TIMESTAMP","RECORD","TcRafat_Avg(1)","TcRafat_Avg(2)","TcRafat_Avg(3)","TcRafat_Avg(4)","TcRafat_Avg(5)","TcRafat_Avg(6)"
"TS","RN","","","","","",""
"","","Avg","Avg","Avg","Avg","Avg","Avg"
"2022-01-11 17:01:00",57596,10.71979,10.56781,11.28452,10.71002,"NAN",20.9659
"2022-01-11 17:02:00",57597,10.62586,10.56931,11.11216,10.51671,"NAN",20.95893
"2022-01-11 17:03:00",57598,10.46397,10.50815,11.07881,10.48265,"NAN",20.95316
"2022-01-11 17:04:00",57599,10.70174,10.48879,10.82193,10.2955,"NAN",20.94524
"2022-01-11 17:05:00",57600,10.78633,10.49843,10.81312,10.3342,"NAN",20.94754
"2022-01-11 17:06:00",57601,10.58255,10.56382,11.03973,10.6317,"NAN",20.97283
"2022-01-11 17:07:00",57602,10.87838,11.01696,10.93792,10.62736,"NAN",20.96984
"2022-01-11 17:08:00",57603,11.00628,11.07413,11.13352,10.87629,"NAN",20.97301
"2022-01-11 17:09:00",57604,11.00908,11.0616,10.96544,10.80228,"NAN",20.96753
"2022-01-11 17:10:00",57605,10.98902,11.02968,10.69374,10.42144,"NAN",20.95197
"2022-01-11 17:11:00",57606,10.96147,10.9917,10.5911,10.14311,"NAN",20.96682
"2022-01-11 17:12:00",57607,10.91919,11.01259,10.61895,10.14711,"NAN",20.97293
"2022-01-11 17:13:00",57608,10.90325,10.95966,10.43542,10.03041,"NAN",20.95685
"2022-01-11 17:14:00",57609,10.86832,10.94053,10.4591,9.992647,"NAN",20.93436
"2022-01-11 17:15:00",57610,10.53944,10.52389,10.39874,9.807734,"NAN",20.96892
"2022-01-11 17:16:00",57611,10.15418,10.26202,10.66419,10.08525,"NAN",20.96603
"2022-01-11 17:17:00",57612,10.0139,10.15904,10.56356,10.08162,"NAN",20.92516
"2022-01-11 17:18:00",57613,9.803955,9.974151,10.43538,9.955441,"NAN",20.92365
"2022-01-11 17:19:00",57614,9.916667,9.982439,10.3674,9.916058,"NAN",20.92201
"2022-01-11 17:20:00",57615,9.781467,9.913247,10.32636,9.776394,"NAN",20.90618
"2022-01-11 17:21:00",57616,9.722375,9.865928,10.39134,9.812238,"NAN",20.89504
"2022-01-11 17:22:00",57617,9.812385,9.9284,10.39215,9.880877,"NAN",20.90235
"2022-01-11 17:23:00",57618,9.812819,9.853591,10.12395,9.62466,"NAN",20.89498
"2022-01-11 17:24:00",57619,9.542208,9.682511,10.19141,9.649566,"NAN",20.90199
"2022-01-11 17:25:00",57620,9.559255,9.546988,10.11046,9.575684,"NAN",20.91629
"2022-01-11 17:26:00",57621,9.291224,9.290213,10.16733,9.634899,"NAN",20.90531
"2022-01-11 17:27:00",57622,9.559253,9.272121,10.36358,10.20877,"NAN",20.92136
"2022-01-11 17:28:00",57623,9.730091,9.391852,10.40114,10.34991,"NAN",20.9124
"2022-01-11 17:29:00",57624,9.693247,9.441362,10.38596,10.37994,"NAN",20.8879
"2022-01-11 17:30:00",57625,9.751574,9.381315,10.39407,10.34587,"NAN",20.91411
"2022-01-11 17:31:00",57626,9.892658,9.71089,10.36868,10.34192,"NAN",20.91888
"2022-01-11 17:32:00",57627,10.07391,10.08742,10.34541,10.31057,"NAN",20.92887
"2022-01-11 17:33:00",57628,9.876303,9.889318,10.32858,10.28926,"NAN",20.93815
"2022-01-11 17:34:00",57629,9.831314,9.679403,10.28069,10.26882,"NAN",20.93487
"2022-01-11 17:35:00",57630,9.814024,9.63478,10.22543,9.939546,"NAN",20.96557
"2022-01-11 17:36:00",57631,9.73564,9.585401,10.05819,9.658734,"NAN",20.9215
"2022-01-11 17:37:00",57632,9.957735,9.903926,10.08484,9.633126,"NAN",20.90965
"2022-01-11 17:38:00",57633,10.00716,9.916387,9.994889,9.590605,"NAN",20.93181
"2022-01-11 17:39:00",57634,9.95383,9.813928,9.98444,9.640451,"NAN",20.94064
"2022-01-11 17:40:00",57635,10.0435,9.882154,9.953629,9.504953,"NAN",20.95032
"2022-01-11 17:41:00",57636,9.893693,9.775329,9.836792,9.500443,"NAN",20.93399
"2022-01-11 17:42:00",57637,9.850493,9.775073,9.819981,9.442222,"NAN",20.94229
"2022-01-11 17:43:00",57638,9.784479,9.616069,9.693804,9.258341,"NAN",20.94143
"2022-01-11 17:44:00",57639,9.613795,9.558913,9.514172,9.082922,"NAN",20.92569
"2022-01-11 17:45:00",57640,9.389676,9.280919,9.4678,8.991664,"NAN",20.93471
"2022-01-11 17:46:00",57641,9.523953,9.377579,9.46878,9.024964,"NAN",20.92795
"2022-01-11 17:47:00",57642,9.667407,9.481108,9.482471,9.08216,"NAN",20.92807
"2022-01-11 17:48:00",57643,9.658875,9.456949,9.402714,9.017015,"NAN",20.91508
"2022-01-11 17:49:00",57644,9.602582,9.476089,9.456288,8.95644,"NAN",20.93589
"2022-01-11 17:50:00",57645,9.622008,9.616533,9.386036,9.006701,"NAN",20.9282
"2022-01-11 17:51:00",57646,9.789919,9.621226,9.339403,8.832452,"NAN",20.93078
"2022-01-11 17:52:00",57647,9.716892,9.482285,9.443202,8.952459,"NAN",20.92041
"2022-01-11 17:53:00",57648,9.661625,9.562506,9.302096,8.939084,"NAN",20.90015
"2022-01-11 17:54:00",57649,9.734982,9.527369,9.479326,9.119697,"NAN",20.90455
"2022-01-11 17:55:00",57650,9.637326,9.617445,9.488505,9.149027,"NAN",20.91766
"2022-01-11 17:56:00",57651,9.497134,9.465236,9.354352,9.086542,"NAN",20.93681
"2022-01-11 17:57:00",57652,9.615372,9.551488,9.199722,8.856135,"NAN",20.91036
"2022-01-11 17:58:00",57653,9.184951,9.109793,9.236125,8.75308,"NAN",20.91724
"2022-01-11 17:59:00",57654,8.973738,8.786696,9.165026,8.812283,"NAN",20.92099
"2022-01-11 18:00:00",57655,9.069563,8.715552,9.04382,8.749511,"NAN",20.90891
