"TOA5","CR1000_Chambers","CR1000","72154","CR1000.Std.28","CPU:22JUL2021.CR1","60880","TcrafatData"
"TIMESTAMP","RECORD","TcRafat_Avg(1)","TcRafat_Avg(2)","TcRafat_Avg(3)","TcRafat_Avg(4)","TcRafat_Avg(5)","TcRafat_Avg(6)"
"TS","RN","","","","","",""
"","","Avg","Avg","Avg","Avg","Avg","Avg"
"2022-01-10 00:01:00",55136,7.480342,7.748942,8.176948,7.958945,"NAN",20.83981
"2022-01-10 00:02:00",55137,7.632885,7.868963,8.142756,7.977332,"NAN",20.84097
"2022-01-10 00:03:00",55138,7.362123,7.573142,8.062222,7.850665,"NAN",20.84427
"2022-01-10 00:04:00",55139,7.299965,7.592151,7.857865,7.625617,"NAN",20.84082
"2022-01-10 00:05:00",55140,7.347989,7.661967,8.011979,7.742142,"NAN",20.83675
"2022-01-10 00:06:00",55141,7.451132,7.685419,8.059277,7.845716,"NAN",20.84258
"2022-01-10 00:07:00",55142,7.513955,7.678279,7.849568,7.594331,"NAN",20.85639
"2022-01-10 00:08:00",55143,7.540527,7.676023,7.676294,7.308775,"NAN",20.84788
"2022-01-10 00:09:00",55144,7.532484,7.631348,7.612839,7.326707,"NAN",20.84281
"2022-01-10 00:10:00",55145,7.528722,7.636004,7.657123,7.197199,"NAN",20.84759
"2022-01-10 00:11:00",55146,7.511611,7.62871,7.840287,7.536633,"NAN",20.83799
"2022-01-10 00:12:00",55147,7.498648,7.590985,7.61868,7.299711,"NAN",20.83872
"2022-01-10 00:13:00",55148,7.474876,7.572852,7.648259,7.377306,"NAN",20.83543
"2022-01-10 00:14:00",55149,7.457116,7.539715,7.328068,7.116634,"NAN",20.83957
"2022-01-10 00:15:00",55150,7.130689,7.30734,7.387595,7.049521,"NAN",20.83489
"2022-01-10 00:16:00",55151,7.071152,7.31927,7.653636,7.403716,"NAN",20.83139
"2022-01-10 00:17:00",55152,7.256267,7.416945,7.376035,7.167089,"NAN",20.82844
"2022-01-10 00:18:00",55153,6.723033,6.941913,6.848691,6.607058,"NAN",20.83693
"2022-01-10 00:19:00",55154,6.932357,7.211953,6.396745,6.131261,"NAN",20.83726
"2022-01-10 00:20:00",55155,6.681995,6.796061,6.326147,5.965398,"NAN",20.84525
"2022-01-10 00:21:00",55156,6.615469,6.531944,6.318262,6.008325,"NAN",20.85242
"2022-01-10 00:22:00",55157,6.499675,6.479334,6.217495,5.798197,"NAN",20.84677
"2022-01-10 00:23:00",55158,6.277184,6.234019,6.204595,5.751961,"NAN",20.84219
"2022-01-10 00:24:00",55159,6.261597,6.192777,6.193745,5.712973,"NAN",20.84069
"2022-01-10 00:25:00",55160,6.245816,6.232251,6.277931,5.867626,"NAN",20.82528
"2022-01-10 00:26:00",55161,6.260602,6.290917,6.167358,5.844083,"NAN",20.83129
"2022-01-10 00:27:00",55162,6.499924,6.657765,6.51052,6.378831,"NAN",20.81643
"2022-01-10 00:28:00",55163,6.358529,6.395271,6.585421,6.501582,"NAN",20.82142
"2022-01-10 00:29:00",55164,6.388461,6.519143,6.573228,6.501969,"NAN",20.80871
"2022-01-10 00:30:00",55165,6.466735,6.636603,6.581967,6.491081,"NAN",20.8071
"2022-01-10 00:31:00",55166,6.599507,6.742601,6.54964,6.491607,"NAN",20.8058
"2022-01-10 00:32:00",55167,6.793565,7.014639,6.55358,6.494108,"NAN",20.80265
"2022-01-10 00:33:00",55168,7.142731,7.246397,6.54193,6.491019,"NAN",20.80615
"2022-01-10 00:34:00",55169,6.76509,6.997769,6.53345,6.446103,"NAN",20.7989
"2022-01-10 00:35:00",55170,6.955698,7.137833,6.359067,6.101113,"NAN",20.78886
"2022-01-10 00:36:00",55171,6.703464,6.902938,6.255741,5.845199,"NAN",20.81825
"2022-01-10 00:37:00",55172,6.64537,6.896674,6.019925,5.778636,"NAN",20.80235
"2022-01-10 00:38:00",55173,6.781741,7.073069,6.005514,5.618813,"NAN",20.80417
"2022-01-10 00:39:00",55174,6.926355,7.080316,6.123454,5.753573,"NAN",20.80631
"2022-01-10 00:40:00",55175,6.876765,7.099082,5.971595,5.628199,"NAN",20.82301
"2022-01-10 00:41:00",55176,6.666871,6.741686,5.761471,5.561719,"NAN",20.78003
"2022-01-10 00:42:00",55177,6.459188,6.564565,5.584467,5.200522,"NAN",20.80117
"2022-01-10 00:43:00",55178,6.60791,6.645579,5.910314,5.406053,"NAN",20.81106
"2022-01-10 00:44:00",55179,6.549246,6.647434,5.900756,5.516719,"NAN",20.79395
"2022-01-10 00:45:00",55180,6.443047,6.628987,5.949614,5.557034,"NAN",20.7855
"2022-01-10 00:46:00",55181,6.605402,6.775444,6.003951,5.639647,"NAN",20.77594
"2022-01-10 00:47:00",55182,6.528116,6.662261,5.955402,5.556198,"NAN",20.77635
"2022-01-10 00:48:00",55183,6.359664,6.578216,5.932387,5.548914,"NAN",20.78752
"2022-01-10 00:49:00",55184,6.519508,6.751132,5.959678,5.536163,"NAN",20.77515
"2022-01-10 00:50:00",55185,6.723802,6.90362,6.045431,5.655046,"NAN",20.79115
"2022-01-10 00:51:00",55186,6.632461,6.797206,6.034541,5.649837,"NAN",20.78488
"2022-01-10 00:52:00",55187,6.417168,6.656072,6.000268,5.574189,"NAN",20.78445
"2022-01-10 00:53:00",55188,6.254845,6.481901,5.815041,5.444926,"NAN",20.77016
"2022-01-10 00:54:00",55189,6.188011,6.381736,5.799203,5.45012,"NAN",20.764
"2022-01-10 00:55:00",55190,6.135227,6.224737,5.545442,5.200375,"NAN",20.76837
"2022-01-10 00:56:00",55191,5.960414,6.079107,5.392511,5.033628,"NAN",20.76453
"2022-01-10 00:57:00",55192,5.958769,5.976119,5.2349,4.899865,"NAN",20.76742
"2022-01-10 00:58:00",55193,5.88887,5.873128,5.103041,4.717376,"NAN",20.77599
"2022-01-10 00:59:00",55194,5.838556,5.843218,5.026836,4.635602,"NAN",20.78996
"2022-01-10 01:00:00",55195,5.501005,5.541367,4.92016,4.489985,"NAN",20.77112
