"TOA5","CR1000_Chambers","CR1000","72154","CR1000.Std.28","CPU:22JUL2021.CR1","60880","TcrafatData"
"TIMESTAMP","RECORD","TcRafat_Avg(1)","TcRafat_Avg(2)","TcRafat_Avg(3)","TcRafat_Avg(4)","TcRafat_Avg(5)","TcRafat_Avg(6)"
"TS","RN","","","","","",""
"","","Avg","Avg","Avg","Avg","Avg","Avg"
"2022-01-11 20:01:00",57776,8.083362,7.831228,6.554493,6.291502,"NAN",20.90585
"2022-01-11 20:02:00",57777,8.167473,7.937648,6.581032,6.350328,"NAN",20.91269
"2022-01-11 20:03:00",57778,7.871058,7.627295,6.74069,6.426951,"NAN",20.90988
"2022-01-11 20:04:00",57779,7.801283,7.633123,6.774222,6.407884,"NAN",20.90866
"2022-01-11 20:05:00",57780,7.624622,7.330225,6.703643,6.399662,"NAN",20.90433
"2022-01-11 20:06:00",57781,7.64557,7.300578,7.103873,6.59836,"NAN",20.87358
"2022-01-11 20:07:00",57782,7.688331,7.52243,7.165884,6.795927,"NAN",20.86142
"2022-01-11 20:08:00",57783,7.679204,7.532396,7.142612,6.743011,"NAN",20.86701
"2022-01-11 20:09:00",57784,7.682032,7.565353,7.041384,6.726243,"NAN",20.85926
"2022-01-11 20:10:00",57785,7.677585,7.549134,6.927632,6.76831,"NAN",20.88712
"2022-01-11 20:11:00",57786,7.662222,7.549012,6.86938,6.741495,"NAN",20.89477
"2022-01-11 20:12:00",57787,7.654597,7.530964,6.734454,6.600364,"NAN",20.88861
"2022-01-11 20:13:00",57788,7.666114,7.533754,6.578244,6.395178,"NAN",20.89151
"2022-01-11 20:14:00",57789,7.65236,7.531194,6.504045,6.321584,"NAN",20.88888
"2022-01-11 20:15:00",57790,7.479087,7.263525,6.382833,6.219993,"NAN",20.88148
"2022-01-11 20:16:00",57791,7.431285,7.200569,6.305886,6.073455,"NAN",20.87968
"2022-01-11 20:17:00",57792,7.347001,7.143031,6.295043,6.06879,"NAN",20.87929
"2022-01-11 20:18:00",57793,7.483162,7.278582,6.188776,5.949979,"NAN",20.88999
"2022-01-11 20:19:00",57794,7.32304,7.119626,6.229149,5.8782,"NAN",20.86819
"2022-01-11 20:20:00",57795,7.324501,7.014754,6.445144,6.006188,"NAN",20.86133
"2022-01-11 20:21:00",57796,7.342746,7.00686,6.68838,6.305447,"NAN",20.81866
"2022-01-11 20:22:00",57797,7.257576,6.875104,6.892149,6.467421,"NAN",20.79747
"2022-01-11 20:23:00",57798,7.435069,7.119455,6.971001,6.593392,"NAN",20.80516
"2022-01-11 20:24:00",57799,7.622009,7.209407,6.700995,6.506371,"NAN",20.8143
"2022-01-11 20:25:00",57800,7.631208,7.330935,6.594148,6.413575,"NAN",20.8183
"2022-01-11 20:26:00",57801,7.435694,7.201297,6.646713,6.438963,"NAN",20.83738
"2022-01-11 20:27:00",57802,7.503935,7.20179,6.603644,6.577471,"NAN",20.83515
"2022-01-11 20:28:00",57803,7.287973,6.941436,6.588667,6.563598,"NAN",20.83558
"2022-01-11 20:29:00",57804,7.165956,6.736936,6.617937,6.551882,"NAN",20.82763
"2022-01-11 20:30:00",57805,7.554811,7.123029,6.624744,6.583892,"NAN",20.8204
"2022-01-11 20:31:00",57806,7.482614,7.125883,6.587589,6.572883,"NAN",20.77108
"2022-01-11 20:32:00",57807,7.596268,7.203812,6.609895,6.573013,"NAN",20.79494
"2022-01-11 20:33:00",57808,7.623554,7.321798,6.61035,6.583131,"NAN",20.79217
"2022-01-11 20:34:00",57809,7.548312,7.247141,6.625329,6.585872,"NAN",20.81774
"2022-01-11 20:35:00",57810,7.538703,7.207675,6.59353,6.414648,"NAN",20.83551
"2022-01-11 20:36:00",57811,7.458893,7.175258,6.545248,6.385873,"NAN",20.81552
"2022-01-11 20:37:00",57812,7.261337,7.013899,6.51781,6.322662,"NAN",20.83093
"2022-01-11 20:38:00",57813,7.191278,6.906032,6.469986,6.294124,"NAN",20.81249
"2022-01-11 20:39:00",57814,7.279575,6.98445,6.224319,6.096842,"NAN",20.8115
"2022-01-11 20:40:00",57815,7.316835,7.156528,5.863139,5.703993,"NAN",20.82487
"2022-01-11 20:41:00",57816,6.962513,6.835267,5.679462,5.501369,"NAN",20.84743
"2022-01-11 20:42:00",57817,6.756222,6.689804,5.481814,5.29635,"NAN",20.78782
"2022-01-11 20:43:00",57818,6.655785,6.528098,5.478033,5.228359,"NAN",20.8059
"2022-01-11 20:44:00",57819,6.578419,6.440258,5.407743,5.161108,"NAN",20.79103
"2022-01-11 20:45:00",57820,6.44553,6.358031,5.238287,5.029647,"NAN",20.80054
"2022-01-11 20:46:00",57821,6.433577,6.324926,5.174049,4.971708,"NAN",20.76483
"2022-01-11 20:47:00",57822,6.38688,6.208427,5.135015,4.904971,"NAN",20.80822
"2022-01-11 20:48:00",57823,6.298774,6.050763,5.111948,4.882234,"NAN",20.8341
"2022-01-11 20:49:00",57824,6.207906,5.998415,5.151428,4.897831,"NAN",20.81875
"2022-01-11 20:50:00",57825,6.186311,5.985112,5.238226,4.985612,"NAN",20.82748
"2022-01-11 20:51:00",57826,6.392438,6.113112,5.413023,5.188186,"NAN",20.83562
"2022-01-11 20:52:00",57827,6.546506,6.253382,5.407083,5.23508,"NAN",20.83988
"2022-01-11 20:53:00",57828,6.603395,6.296526,5.340253,5.207819,"NAN",20.84454
"2022-01-11 20:54:00",57829,6.641515,6.37863,5.237366,5.151047,"NAN",20.8404
"2022-01-11 20:55:00",57830,6.710479,6.495319,5.203751,5.088082,"NAN",20.83014
"2022-01-11 20:56:00",57831,6.629317,6.421765,5.261887,5.100764,"NAN",20.83884
"2022-01-11 20:57:00",57832,6.745397,6.483565,5.245083,5.055826,"NAN",20.83012
"2022-01-11 20:58:00",57833,6.916649,6.689001,5.240585,5.039645,"NAN",20.83416
"2022-01-11 20:59:00",57834,6.820581,6.540568,5.254499,5.057511,"NAN",20.83373
"2022-01-11 21:00:00",57835,6.75698,6.542368,5.223387,5.014563,"NAN",20.81421
