"TOA5","CR1000_Chambers","CR1000","72154","CR1000.Std.28","CPU:22JUL2021.CR1","60880","TcrafatData"
"TIMESTAMP","RECORD","TcRafat_Avg(1)","TcRafat_Avg(2)","TcRafat_Avg(3)","TcRafat_Avg(4)","TcRafat_Avg(5)","TcRafat_Avg(6)"
"TS","RN","","","","","",""
"","","Avg","Avg","Avg","Avg","Avg","Avg"
"2022-01-14 11:01:00",61556,8.08057,8.016688,7.976277,7.772591,"NAN",20.59014
"2022-01-14 11:02:00",61557,8.16133,8.02669,8.103699,7.896186,"NAN",20.59925
"2022-01-14 11:03:00",61558,8.258998,7.996089,8.092204,8.04315,"NAN",20.60602
"2022-01-14 11:04:00",61559,8.10384,7.98458,8.07498,7.983685,"NAN",20.62156
"2022-01-14 11:05:00",61560,8.187629,7.863078,8.050772,8.404386,"NAN",20.61712
"2022-01-14 11:06:00",61561,8.084608,7.971469,7.929812,8.071367,"NAN",20.59923
"2022-01-14 11:07:00",61562,8.497823,8.434986,8.178028,8.137124,"NAN",20.64852
"2022-01-14 11:08:00",61563,8.616213,8.4553,8.089965,8.067899,"NAN",20.6467
"2022-01-14 11:09:00",61564,8.675535,8.488214,8.105856,7.942861,"NAN",20.633
"2022-01-14 11:10:00",61565,8.718597,8.532983,8.08338,8.001627,"NAN",20.64212
"2022-01-14 11:11:00",61566,8.724814,8.618855,7.905094,7.872848,"NAN",20.60564
"2022-01-14 11:12:00",61567,8.741171,8.598163,8.022039,8.059628,"NAN",20.61244
"2022-01-14 11:13:00",61568,8.742886,8.651342,8.029071,7.680457,"NAN",20.64317
"2022-01-14 11:14:00",61569,8.693649,8.56892,8.042505,7.798058,"NAN",20.62618
"2022-01-14 11:15:00",61570,8.183511,7.857874,8.096914,8.460077,"NAN",20.61832
"2022-01-14 11:16:00",61571,7.971856,7.925669,7.995797,8.048982,"NAN",20.60163
"2022-01-14 11:17:00",61572,7.953057,7.725162,7.860863,8.396215,"NAN",20.56901
"2022-01-14 11:18:00",61573,7.942419,7.909734,8.335782,8.182364,"NAN",20.63805
"2022-01-14 11:19:00",61574,7.96895,7.926041,8.093508,8.091228,"NAN",20.60861
"2022-01-14 11:20:00",61575,8.040893,7.926676,7.895557,8.084118,"NAN",20.56368
"2022-01-14 11:21:00",61576,8.06685,7.837934,7.927722,8.409907,"NAN",20.56976
"2022-01-14 11:22:00",61577,8.042539,7.705532,7.714403,8.245072,"NAN",20.53695
"2022-01-14 11:23:00",61578,8.002131,7.978106,7.767632,8.086138,"NAN",20.53382
"2022-01-14 11:24:00",61579,7.956441,7.957038,7.99776,7.933689,"NAN",20.56162
"2022-01-14 11:25:00",61580,8.026818,7.9073,8.022944,8.210285,"NAN",20.56887
"2022-01-14 11:26:00",61581,8.135366,8.176702,8.128615,7.914496,"NAN",20.57898
"2022-01-14 11:27:00",61582,8.1868,8.100073,8.37309,8.42074,"NAN",20.56605
"2022-01-14 11:28:00",61583,8.128262,8.083947,8.582048,8.583453,"NAN",20.57601
"2022-01-14 11:29:00",61584,8.129792,8.07348,8.594687,8.788392,"NAN",20.58505
"2022-01-14 11:30:00",61585,8.116608,8.1303,8.724996,8.478463,"NAN",20.60028
"2022-01-14 11:31:00",61586,8.212174,8.080153,8.513762,8.707159,"NAN",20.55105
"2022-01-14 11:32:00",61587,8.135739,8.052046,8.88304,8.867732,"NAN",20.59413
"2022-01-14 11:33:00",61588,8.280046,8.24654,9.086194,8.917861,"NAN",20.602
"2022-01-14 11:34:00",61589,8.163908,8.059636,8.86835,8.985086,"NAN",20.59435
"2022-01-14 11:35:00",61590,8.168772,8.127615,8.046366,8.300673,"NAN",20.57937
"2022-01-14 11:36:00",61591,8.124385,8.015439,8.076945,8.025495,"NAN",20.5906
"2022-01-14 11:37:00",61592,8.060245,8.121449,8.254572,7.916509,"NAN",20.6228
"2022-01-14 11:38:00",61593,8.077557,8.072,8.129649,8.088264,"NAN",20.60109
"2022-01-14 11:39:00",61594,8.099751,8.146117,8.24832,8.009142,"NAN",20.62415
"2022-01-14 11:40:00",61595,8.118273,8.129186,8.072987,8.048273,"NAN",20.6119
"2022-01-14 11:41:00",61596,8.132635,8.058743,7.947758,8.202745,"NAN",20.59772
"2022-01-14 11:42:00",61597,8.129404,8.087493,8.095232,8.029874,"NAN",20.59576
"2022-01-14 11:43:00",61598,8.062545,8.07163,8.099631,8.046858,"NAN",20.57876
"2022-01-14 11:44:00",61599,8.122072,8.054879,8.034615,8.188478,"NAN",20.58887
"2022-01-14 11:45:00",61600,8.057734,8.062377,8.032423,7.895937,"NAN",20.56639
"2022-01-14 11:46:00",61601,8.081752,7.962007,7.956995,8.215773,"NAN",20.54427
"2022-01-14 11:47:00",61602,8.053493,7.927207,7.896827,8.192675,"NAN",20.54581
"2022-01-14 11:48:00",61603,8.024958,7.827681,7.810414,8.332418,"NAN",20.53406
"2022-01-14 11:49:00",61604,7.969945,7.789034,7.696325,8.017246,"NAN",20.52076
"2022-01-14 11:50:00",61605,7.902857,7.876477,8.089598,7.844024,"NAN",20.56197
"2022-01-14 11:51:00",61606,7.972375,7.796584,7.857087,7.934279,"NAN",20.5233
"2022-01-14 11:52:00",61607,7.977955,7.939051,8.408085,8.509263,"NAN",20.6075
"2022-01-14 11:53:00",61608,7.99346,8.008749,8.043257,7.868678,"NAN",20.52729
"2022-01-14 11:54:00",61609,8.131275,7.971084,7.994723,8.200927,"NAN",20.53357
"2022-01-14 11:55:00",61610,8.145831,7.63203,7.545516,8.336727,"NAN",20.53952
"2022-01-14 11:56:00",61611,8.177319,7.962333,8.223207,8.459592,"NAN",20.55633
"2022-01-14 11:57:00",61612,8.218626,8.178294,8.196856,7.71171,"NAN",20.50589
"2022-01-14 11:58:00",61613,8.175039,7.93498,8.035501,8.279556,"NAN",20.54153
"2022-01-14 11:59:00",61614,8.137197,8.021902,7.72618,7.742196,"NAN",20.46481
"2022-01-14 12:00:00",61615,8.249129,7.920911,7.968635,8.221153,"NAN",20.57018
