"TOA5","CR1000_Chambers","CR1000","72154","CR1000.Std.28","CPU:22JUL2021.CR1","60880","TcrafatData"
"TIMESTAMP","RECORD","TcRafat_Avg(1)","TcRafat_Avg(2)","TcRafat_Avg(3)","TcRafat_Avg(4)","TcRafat_Avg(5)","TcRafat_Avg(6)"
"TS","RN","","","","","",""
"","","Avg","Avg","Avg","Avg","Avg","Avg"
"2022-01-11 07:01:00",56996,4.195583,3.80726,3.355444,3.174738,"NAN",20.42771
"2022-01-11 07:02:00",56997,4.339956,4.020504,3.231714,3.068016,"NAN",20.43579
"2022-01-11 07:03:00",56998,4.264865,4.00021,3.136297,2.933955,"NAN",20.44102
"2022-01-11 07:04:00",56999,4.048636,3.891189,2.83166,2.628212,"NAN",20.4574
"2022-01-11 07:05:00",57000,3.77027,3.663277,2.522591,2.323175,"NAN",20.43377
"2022-01-11 07:06:00",57001,3.678183,3.579944,2.452667,2.215899,"NAN",20.44848
"2022-01-11 07:07:00",57002,3.870684,3.755825,2.402412,2.158233,"NAN",20.43312
"2022-01-11 07:08:00",57003,3.921994,3.789165,2.409555,2.201148,"NAN",20.44748
"2022-01-11 07:09:00",57004,3.94105,3.79823,2.470681,2.20882,"NAN",20.44921
"2022-01-11 07:10:00",57005,3.947609,3.796928,2.512781,2.311622,"NAN",20.43231
"2022-01-11 07:11:00",57006,3.984376,3.821618,2.590018,2.359855,"NAN",20.45498
"2022-01-11 07:12:00",57007,4.007771,3.846899,2.631084,2.400968,"NAN",20.45568
"2022-01-11 07:13:00",57008,4.052598,3.873792,2.598339,2.429923,"NAN",20.45994
"2022-01-11 07:14:00",57009,4.107819,3.908543,2.69326,2.417744,"NAN",20.46637
"2022-01-11 07:15:00",57010,4.448192,4.093783,2.892182,2.639695,"NAN",20.4668
"2022-01-11 07:16:00",57011,4.545701,4.125478,2.949706,2.64755,"NAN",20.44887
"2022-01-11 07:17:00",57012,4.437459,4.09689,3.046734,2.7552,"NAN",20.46253
"2022-01-11 07:18:00",57013,4.650866,4.182642,3.199474,2.93225,"NAN",20.45363
"2022-01-11 07:19:00",57014,4.664006,4.248414,3.35617,3.056319,"NAN",20.44874
"2022-01-11 07:20:00",57015,4.720788,4.367457,3.490193,3.177281,"NAN",20.44452
"2022-01-11 07:21:00",57016,4.923934,4.47618,3.662971,3.381895,"NAN",20.45431
"2022-01-11 07:22:00",57017,5.112065,4.57881,3.801406,3.56761,"NAN",20.41545
"2022-01-11 07:23:00",57018,5.293067,4.825998,3.728298,3.608199,"NAN",20.43183
"2022-01-11 07:24:00",57019,4.915656,4.675772,3.717659,3.527299,"NAN",20.42658
"2022-01-11 07:25:00",57020,5.046844,4.781509,3.56105,3.424635,"NAN",20.43493
"2022-01-11 07:26:00",57021,4.963151,4.763237,3.469691,3.281183,"NAN",20.44122
"2022-01-11 07:27:00",57022,5.053521,4.803993,3.555829,3.450558,"NAN",20.42797
"2022-01-11 07:28:00",57023,5.094172,4.856839,3.659654,3.544513,"NAN",20.42528
"2022-01-11 07:29:00",57024,5.181348,4.856372,3.825023,3.651729,"NAN",20.42718
"2022-01-11 07:30:00",57025,5.521675,5.093509,3.906011,3.758176,"NAN",20.4227
"2022-01-11 07:31:00",57026,5.658269,5.294176,3.937126,3.816761,"NAN",20.43475
"2022-01-11 07:32:00",57027,6.057836,5.512791,3.979418,3.889928,"NAN",20.42772
"2022-01-11 07:33:00",57028,6.202148,5.686037,4.070643,3.973045,"NAN",20.40933
"2022-01-11 07:34:00",57029,6.023476,5.636706,4.160136,4.063221,"NAN",20.41695
"2022-01-11 07:35:00",57030,6.317605,5.807775,4.721565,4.474825,"NAN",20.41668
"2022-01-11 07:36:00",57031,6.749234,6.135955,5.29104,4.881614,"NAN",20.41459
"2022-01-11 07:37:00",57032,7.032948,6.499331,5.826479,5.251245,"NAN",20.41756
"2022-01-11 07:38:00",57033,7.277396,6.761161,6.068365,5.597223,"NAN",20.41105
"2022-01-11 07:39:00",57034,7.467429,6.957226,6.233265,5.718133,"NAN",20.41406
"2022-01-11 07:40:00",57035,7.298678,6.854239,6.970387,6.05495,"NAN",20.41009
"2022-01-11 07:41:00",57036,7.529997,7.060153,7.308543,6.364267,"NAN",20.40919
"2022-01-11 07:42:00",57037,7.709985,7.253255,6.970079,6.228475,"NAN",20.4139
"2022-01-11 07:43:00",57038,7.914123,7.472119,6.637945,6.039016,"NAN",20.4138
"2022-01-11 07:44:00",57039,7.901632,7.513501,6.748621,6.07863,"NAN",20.39637
"2022-01-11 07:45:00",57040,7.715347,7.395917,6.659286,6.08181,"NAN",20.40472
"2022-01-11 07:46:00",57041,7.644213,7.344902,6.513352,5.976402,"NAN",20.41239
"2022-01-11 07:47:00",57042,7.522054,7.195411,6.355744,5.88857,"NAN",20.41113
"2022-01-11 07:48:00",57043,7.810643,7.381601,6.277,5.885534,"NAN",20.39447
"2022-01-11 07:49:00",57044,7.745584,7.426736,6.27297,5.851676,"NAN",20.40407
"2022-01-11 07:50:00",57045,7.814111,7.465909,6.400284,5.949301,"NAN",20.4088
"2022-01-11 07:51:00",57046,7.780811,7.462877,6.555768,6.195484,"NAN",20.40713
"2022-01-11 07:52:00",57047,7.438269,7.208623,6.65897,6.311268,"NAN",20.4042
"2022-01-11 07:53:00",57048,7.371406,7.172938,6.648879,6.338159,"NAN",20.3986
"2022-01-11 07:54:00",57049,7.281046,7.077112,6.590682,6.298573,"NAN",20.40128
"2022-01-11 07:55:00",57050,7.617976,7.299302,6.573851,6.261634,"NAN",20.41241
"2022-01-11 07:56:00",57051,7.53827,7.302014,6.720717,6.316879,"NAN",20.40492
"2022-01-11 07:57:00",57052,7.733731,7.434823,6.998302,6.546298,"NAN",20.40307
"2022-01-11 07:58:00",57053,7.757836,7.495245,7.457553,6.958764,"NAN",20.40487
"2022-01-11 07:59:00",57054,8.028714,7.806315,7.606964,7.243203,"NAN",20.39404
"2022-01-11 08:00:00",57055,8.25402,8.04458,7.680767,7.279379,"NAN",20.39492
