"TOA5","CR1000_Chambers","CR1000","72154","CR1000.Std.28","CPU:22JUL2021.CR1","60880","TcrafatData"
"TIMESTAMP","RECORD","TcRafat_Avg(1)","TcRafat_Avg(2)","TcRafat_Avg(3)","TcRafat_Avg(4)","TcRafat_Avg(5)","TcRafat_Avg(6)"
"TS","RN","","","","","",""
"","","Avg","Avg","Avg","Avg","Avg","Avg"
"2022-01-11 05:01:00",56876,2.4015,2.34832,1.174499,1.046013,"NAN",20.44799
"2022-01-11 05:02:00",56877,2.480011,2.360297,1.198986,1.073548,"NAN",20.43734
"2022-01-11 05:03:00",56878,2.547742,2.401012,1.233866,1.088306,"NAN",20.42466
"2022-01-11 05:04:00",56879,2.514384,2.398629,1.280339,1.151441,"NAN",20.42876
"2022-01-11 05:05:00",56880,2.546545,2.419984,1.278605,1.148419,"NAN",20.42079
"2022-01-11 05:06:00",56881,2.48807,2.366951,1.308149,1.160057,"NAN",20.42566
"2022-01-11 05:07:00",56882,2.472341,2.400329,1.326321,1.217239,"NAN",20.43349
"2022-01-11 05:08:00",56883,2.473729,2.42264,1.370008,1.183345,"NAN",20.44951
"2022-01-11 05:09:00",56884,2.492689,2.421177,1.38808,1.241023,"NAN",20.45965
"2022-01-11 05:10:00",56885,2.484061,2.434626,1.384544,1.233835,"NAN",20.45717
"2022-01-11 05:11:00",56886,2.479896,2.417141,1.390394,1.21997,"NAN",20.46905
"2022-01-11 05:12:00",56887,2.486302,2.389199,1.398189,1.25485,"NAN",20.48852
"2022-01-11 05:13:00",56888,2.477999,2.407011,1.314074,1.185299,"NAN",20.45602
"2022-01-11 05:14:00",56889,2.461368,2.404256,1.289777,1.141917,"NAN",20.45717
"2022-01-11 05:15:00",56890,2.295433,2.210299,1.270351,1.106275,"NAN",20.46072
"2022-01-11 05:16:00",56891,2.269276,2.162923,1.237935,1.060053,"NAN",20.45514
"2022-01-11 05:17:00",56892,2.211799,2.140544,1.212152,1.042861,"NAN",20.46351
"2022-01-11 05:18:00",56893,2.058136,1.980799,1.146073,0.982136,"NAN",20.44651
"2022-01-11 05:19:00",56894,2.020296,1.893566,1.156935,0.993695,"NAN",20.43649
"2022-01-11 05:20:00",56895,2.094105,1.959011,1.209284,1.121955,"NAN",20.43229
"2022-01-11 05:21:00",56896,1.918951,1.796251,1.263502,1.187276,"NAN",20.43752
"2022-01-11 05:22:00",56897,1.693766,1.610041,1.250225,1.106306,"NAN",20.43392
"2022-01-11 05:23:00",56898,1.737165,1.591156,1.163202,0.9704028,"NAN",20.44403
"2022-01-11 05:24:00",56899,1.659382,1.438272,1.222739,1.014413,"NAN",20.45794
"2022-01-11 05:25:00",56900,1.573171,1.411533,1.382611,1.146211,"NAN",20.45959
"2022-01-11 05:26:00",56901,1.644678,1.468108,1.498237,1.169937,"NAN",20.47428
"2022-01-11 05:27:00",56902,1.911217,1.59874,1.382803,1.265629,"NAN",20.46108
"2022-01-11 05:28:00",56903,1.997609,1.68471,1.382686,1.282875,"NAN",20.44031
"2022-01-11 05:29:00",56904,2.071791,1.765412,1.409986,1.304664,"NAN",20.45749
"2022-01-11 05:30:00",56905,2.31042,1.999381,1.440471,1.328799,"NAN",20.4459
"2022-01-11 05:31:00",56906,2.58137,2.186513,1.4422,1.384147,"NAN",20.4515
"2022-01-11 05:32:00",56907,2.725735,2.432729,1.504234,1.418664,"NAN",20.44632
"2022-01-11 05:33:00",56908,2.851935,2.477745,1.516226,1.427493,"NAN",20.44872
"2022-01-11 05:34:00",56909,2.758127,2.490097,1.536055,1.445354,"NAN",20.44002
"2022-01-11 05:35:00",56910,2.568434,2.40887,1.593941,1.431148,"NAN",20.44524
"2022-01-11 05:36:00",56911,2.413727,2.351479,1.593748,1.337313,"NAN",20.44884
"2022-01-11 05:37:00",56912,2.282308,2.20687,1.596244,1.282824,"NAN",20.44307
"2022-01-11 05:38:00",56913,2.356966,2.130723,1.612434,1.311885,"NAN",20.4259
"2022-01-11 05:39:00",56914,2.670578,2.452206,1.634845,1.365807,"NAN",20.42876
"2022-01-11 05:40:00",56915,2.639839,2.396582,1.701267,1.359416,"NAN",20.4238
"2022-01-11 05:41:00",56916,2.731063,2.520864,1.715829,1.445255,"NAN",20.43137
"2022-01-11 05:42:00",56917,2.678322,2.454621,1.894704,1.506608,"NAN",20.42138
"2022-01-11 05:43:00",56918,2.79863,2.525264,2.036725,1.659519,"NAN",20.42315
"2022-01-11 05:44:00",56919,2.728642,2.395477,2.076462,1.696361,"NAN",20.41173
"2022-01-11 05:45:00",56920,2.797763,2.54202,2.219575,1.807423,"NAN",20.41333
"2022-01-11 05:46:00",56921,2.945915,2.574215,2.219871,1.741671,"NAN",20.40069
"2022-01-11 05:47:00",56922,3.104823,2.78159,2.259624,1.769099,"NAN",20.39773
"2022-01-11 05:48:00",56923,3.184919,2.978244,2.269311,1.789117,"NAN",20.40548
"2022-01-11 05:49:00",56924,3.180235,3.017609,2.295359,1.882601,"NAN",20.4013
"2022-01-11 05:50:00",56925,3.02772,2.799539,2.111184,1.761894,"NAN",20.39254
"2022-01-11 05:51:00",56926,2.931151,2.811449,1.917078,1.588862,"NAN",20.38824
"2022-01-11 05:52:00",56927,3.203757,2.900323,2.182914,1.823058,"NAN",20.38915
"2022-01-11 05:53:00",56928,3.230153,2.963198,2.23019,1.981813,"NAN",20.38846
"2022-01-11 05:54:00",56929,3.156234,3.02512,2.09404,1.951616,"NAN",20.39303
"2022-01-11 05:55:00",56930,3.01299,2.951395,1.775643,1.623205,"NAN",20.39891
"2022-01-11 05:56:00",56931,2.75294,2.680063,1.653714,1.454167,"NAN",20.39681
"2022-01-11 05:57:00",56932,2.713344,2.579831,1.633679,1.453692,"NAN",20.39795
"2022-01-11 05:58:00",56933,2.631916,2.50068,1.586973,1.361547,"NAN",20.40016
"2022-01-11 05:59:00",56934,2.571945,2.410672,1.583827,1.342073,"NAN",20.41039
"2022-01-11 06:00:00",56935,2.296867,2.193211,1.572664,1.35733,"NAN",20.39779
