timestamp,RECORD,par_Avg(1),par_Avg(2),par_Avg(3),par_Avg(4),par_Avg(5),par_Avg(6),par_Avg(7),par_Avg(8),par_Avg(9),par_Avg(10),par_Avg(11),par_Avg(12),par_Avg(13),par_Avg(14),par_Avg(15),par_Avg(16),par_Avg(17),par_Avg(18),par_Avg(19),par_Avg(20),par_Avg(21),par_Avg(22),par_Avg(23),par_Avg(24),par_Avg(25),par_Avg(26),par_Avg(27),par_Avg(28),par_Avg(29),par_Avg(30),par_Avg(31),par_Avg(32)
2022-01-12 00:00:00,58070,158.0115,0.0,-0.2055656,-17.61012,0.3426094,-0.6166969,0.4796531,18.1583,0.3426094,13.97846,28.23101,0.2055656,1.507481,11.5802,26.79206,0.06852188,14.59516,27.34023,44.95035,54.54342,65.78101,79.2113,92.43601,102.7143,117.4465,124.8469,137.5919,145.1293,155.2021,163.7673,176.1012,182.4052
2022-01-12 00:03:00,58073,155.8182,-0.06852165,0.2055649,4.248342,0.2740866,0.06852165,-0.1370433,6.852165,0.1370433,15.14328,32.61631,-0.5481732,0.6166948,15.75998,33.43856,0.2740866,14.04694,25.96971,43.85386,55.57106,68.38461,80.92406,95.10805,105.1122,120.3925,126.9706,140.1953,147.7327,159.3128,167.1243,179.3897,185.3511
2022-01-12 00:04:00,58074,161.0944,-0.2055649,0.0,8.428163,0.1370433,0.2055649,-0.4111299,12.47094,-0.1370433,9.593031,23.36588,-0.06852165,0.9593031,16.51372,30.6977,0.2055649,10.41529,26.79197,37.75543,53.85802,61.66948,80.10181,89.21519,104.7011,114.7738,127.4503,135.4673,148.4864,155.0645,169.1114,177.4025,189.805
2022-01-12 00:05:00,58075,163.9036,-0.1370431,-0.2740863,1.850082,-0.06852157,0.0,0.2055647,12.26536,-0.1370431,11.85423,23.70846,0.7537372,0.4111294,18.4323,31.58844,-0.479651,11.92275,25.4215,41.24998,49.81518,61.80645,74.55147,88.94099,98.12289,113.9514,120.735,134.8504,142.4563,154.5161,162.9443,174.7985,182.1303
2022-01-12 00:06:00,58076,159.3126,-0.1370431,-0.06852157,-4.248337,0.1370431,-0.2740863,-0.2740863,7.811459,-0.7537372,13.43023,30.69766,-0.2055647,0.4111294,10.20971,28.29941,-0.8907804,11.37458,23.8455,39.53695,54.13204,65.50661,80.17023,92.09299,104.2898,116.7607,127.5186,137.5913,149.24,157.394,169.5224,177.7449,188.2973
2022-01-12 00:07:00,58077,162.396,0.0685215,-0.2055645,2.946424,0.0685215,-0.2055645,-0.411129,26.10669,-0.3426075,19.46011,31.10876,0.3426075,-1.37043,14.73212,27.61416,0.0,13.36169,30.83467,40.22212,53.2412,61.87492,79.3479,90.37986,104.7009,117.7199,128.5463,139.7153,150.6788,159.7921,171.2352,181.9246,190.6953
2022-01-12 00:08:00,58078,168.0832,-0.0685215,0.2055645,2.261209,-0.0685215,-0.548172,-0.6166935,10.27822,-0.137043,12.12831,29.12164,-0.2055645,-1.438951,11.37457,28.84755,-0.137043,10.00414,21.65279,41.45551,50.29478,62.90274,75.03104,88.87238,98.39687,113.6772,120.8034,133.754,141.7025,152.1862,161.2996,172.8797,180.4171
2022-01-12 00:09:00,58079,158.4216,-0.1370429,0.06852145,5.481716,-0.06852145,0.1370429,-0.06852145,13.29316,0.4796501,11.78569,28.09379,-0.5481716,-0.2055643,7.194752,24.18807,0.2740858,19.8027,31.99952,45.15563,58.10619,69.68631,82.77391,95.99855,106.4138,121.1459,128.8888,141.5653,149.7879,161.0939,169.6591,181.7189,188.0914
2022-01-12 00:10:00,58080,163.8348,0.0,-0.3426072,-15.82845,-0.3426072,-0.1370429,-0.616693,13.84133,0.7537359,12.67647,26.10667,0.06852145,0.616693,20.96756,34.46629,0.1370429,13.77281,30.01239,42.62034,55.15976,64.27312,80.78679,91.13352,104.3582,116.0068,126.8332,136.5632,147.3211,154.4473,166.4386,175.0038,185.145
2022-01-12 00:11:00,58081,158.8326,0.0,0.1370428,-3.220506,-0.2055642,-0.0685214,0.0685214,13.29315,-0.1370428,19.32304,30.62907,0.2740856,1.027821,17.95261,29.60125,0.4796498,9.661518,26.99743,37.27564,52.55592,59.81918,78.25144,87.29626,102.371,112.2381,124.709,132.5204,145.6765,152.3916,165.8903,173.1536,184.9393
2022-01-12 00:12:00,58082,158.627,0.342607,-0.2055642,-16.37662,0.0685214,0.2055642,0.4111284,14.59506,0.0,15.07471,28.23082,-0.4111284,-0.1370428,10.41525,25.42144,0.2055642,10.5523,24.25658,41.31841,50.63732,62.08039,75.8532,89.35191,99.35603,113.9511,120.8718,133.8908,141.2911,152.6657,161.0938,174.2499,180.3483
2022-01-12 00:13:00,58083,159.3122,0.2740855,0.2055641,3.837196,0.1370427,-0.2740855,-0.2740855,18.56929,-0.06852137,8.633692,24.73621,-0.06852137,-0.1370427,17.54147,33.0273,-0.5481709,12.47089,26.17516,41.38691,51.18546,60.84697,76.94949,87.70735,101.5487,112.4436,124.1607,132.4518,144.6486,150.4729,163.4235,170.2071,181.5816
2022-01-12 00:14:00,58084,155.8861,0.2055641,-0.2055641,-1.096342,-0.3426068,0.06852137,-0.1370427,17.54147,0.8222564,18.15816,30.90314,0.1370427,-0.6852137,16.23956,31.99948,0.3426068,17.40443,28.77897,46.45749,56.39309,69.2751,81.88303,95.51878,106.1396,120.0494,129.2313,139.9206,150.884,159.2437,170.9608,179.1149,189.3931
2022-01-12 00:15:00,58085,162.7382,0.0,-0.2740853,-14.66357,-0.06852134,-0.411128,-0.205564,10.34672,0.2740853,10.75785,23.57134,-0.411128,0.9592987,19.87119,33.84954,0.06852134,16.17104,28.5734,43.85365,51.18544,62.76554,75.51051,88.9407,98.46516,113.8825,120.529,134.1648,141.0169,152.6655,160.3399,173.1534,178.4981
2022-01-12 00:16:00,58086,155.2693,-0.2740853,0.0,-15.48582,0.3426067,-0.06852134,0.7537347,12.60793,0.2740853,12.95053,28.50488,0.1370427,1.370427,10.68933,27.81966,0.1370427,14.86913,25.76402,44.40182,52.96699,65.64344,77.90876,92.09267,101.7542,117.103,124.4347,137.1112,145.5393,156.7768,166.0957,177.4017,185.0076
2022-01-12 00:17:00,58087,163.0122,0.1370426,0.2055639,8.3596,0.06852131,-0.06852131,0.3426066,10.6208,-0.8222557,3.494587,15.00617,0.1370426,0.3426066,12.05975,24.66767,-0.8907771,11.64862,24.87324,43.09991,53.30958,65.02673,77.155,91.06483,99.76703,115.1843,122.242,135.0555,142.8669,153.1451,162.3955,171.5089,179.7314
2022-01-12 00:18:00,58088,156.9823,0.0,0.1370426,1.438948,0.1370426,-0.2740853,0.3426066,15.7599,-1.164862,14.25243,28.02522,0.4111279,-0.1370426,2.672331,15.48582,-0.8222557,17.06181,32.4791,41.72948,58.5172,64.54708,81.88297,89.62588,103.4672,112.7861,123.7495,131.7665,142.5243,149.3765,160.3399,168.905,176.9906
2022-01-12 00:19:00,58089,154.9952,-0.1370426,0.1370426,1.57599,0.0,-0.2740852,0.2055639,14.25243,0.0685213,11.99123,27.47704,-0.3426065,-1.507469,13.29313,27.61408,0.1370426,12.81348,27.47704,39.46827,54.33739,61.94325,78.66245,87.29613,101.343,110.5249,122.1735,130.0534,142.8669,148.9653,162.327,169.5217,180.8962
2022-01-12 00:20:00,58090,157.1193,-0.0685213,0.2740852,0.4111278,-0.2055639,-0.6166917,-0.2740852,8.97629,0.2055639,8.359598,23.98245,0.2740852,1.370426,14.25243,29.12155,-0.4796491,10.34672,23.77689,40.90722,48.65012,57.42085,73.79744,83.80155,97.36877,107.921,119.2956,127.7922,140.1946,146.2245,159.312,166.5068,177.7442
2022-01-12 00:21:00,58091,152.6654,-0.479649,0.06852128,-12.05975,0.2740851,-0.1370426,0.479649,16.23954,0.4111277,13.22461,28.36781,-0.3426064,0.4111277,5.618745,22.06385,0.479649,8.359596,19.93969,39.12565,49.47237,61.05246,73.11221,86.33681,95.58719,109.6341,116.5547,128.4774,135.9462,145.6763,155.1322,165.9585,174.0441
2022-01-12 00:22:00,58092,150.8839,0.1370426,0.06852128,5.139096,0.06852128,0.479649,0.2055638,10.20967,-0.8907767,11.71714,26.7233,0.4111277,0.2740851,10.75784,26.24365,-0.6166915,10.6208,24.53062,35.90515,51.25392,61.39507,76.26419,88.04985,100.3837,113.5398,123.0642,133.9591,144.3058,153.9673,164.2455,174.4552,182.7463
2022-01-12 00:23:00,58093,157.3248,0.06852128,0.0,-8.56516,-0.2055638,0.3426064,0.0,16.58215,0.1370426,14.11538,25.83252,0.4796489,-1.164862,12.95052,25.69548,-0.1370426,18.50074,35.90515,41.66093,57.21527,64.82113,83.18483,92.29816,107.4414,117.514,129.9849,137.9333,150.6098,157.3248,170.5495,178.1553,189.1187
2022-01-12 00:24:00,58094,164.6566,0.1370426,0.2055638,-2.67233,-0.06852128,-0.6166915,-0.2055638,10.9634,-0.2740851,16.17102,33.57542,-0.2740851,-1.781553,15.82841,33.36986,-0.4796489,13.15609,25.55844,41.66093,55.09111,66.60268,80.5125,92.84633,104.2894,117.0343,126.2847,136.9055,147.3893,156.3656,167.0549,176.3052,185.3501
2022-01-12 00:25:00,58095,159.586,0.0,0.0,-12.882,-0.2055638,0.1370425,-0.6166914,14.25242,0.4111276,14.25242,26.17513,0.06852127,-0.1370425,14.80059,27.40851,0.3426063,12.40235,29.3271,39.74234,53.30955,61.12097,78.38833,88.25539,102.8504,114.1564,125.668,135.3295,147.1837,155.0636,167.7401,176.6478,187.0631
2022-01-12 00:26:00,58096,162.8065,-0.2055638,-0.2055638,-13.97834,0.0,-0.2740851,-0.2740851,18.3637,1.233383,15.41729,31.04013,-0.6166914,0.5481701,13.63573,29.80675,0.1370425,13.08756,26.86034,42.96284,53.03546,65.50633,80.2384,94.42231,105.3857,120.94,129.6422,143.9632,152.3228,163.9029,172.5366,185.0074,191.3114
2022-01-12 00:27:00,58097,168.2197,0.1370425,-0.2055638,3.426063,-0.274085,0.2055638,0.4111276,11.9227,0.274085,11.51157,28.0252,0.4796488,0.9592977,9.730019,27.0659,0.06852126,13.90982,26.79181,42.5517,55.57074,68.11013,81.33474,95.65568,105.8653,121.4882,128.82,142.3872,149.7875,161.6417,169.2475,182.061,187.5427
2022-01-12 00:28:00,58098,163.2177,0.06852126,0.0,-8.291073,-0.06852126,0.06852126,0.2055638,13.49869,-0.7537339,14.25242,25.48991,0.2055638,-1.370425,16.85623,28.50484,-0.274085,11.37453,28.09372,37.41261,52.89841,60.02462,77.84015,87.43313,102.2337,113.1286,124.9143,134.1646,145.6762,153.2821,165.4103,174.7292,184.1852
2022-01-12 00:29:00,58099,159.5175,0.06852125,-0.06852125,3.28902,-0.274085,0.2055638,-0.6166913,19.87116,-0.4111275,13.08756,24.46209,-0.1370425,-0.6852126,13.70425,25.62695,-0.1370425,8.633678,25.76399,35.83662,51.39094,58.51715,76.46972,85.65157,100.1781,110.8674,122.7901,131.6978,143.8946,151.1579,163.6973,172.468,182.6777
2022-01-12 00:30:00,58100,158.01,-0.06852125,-0.3426063,3.700148,-0.06852125,0.3426063,-0.274085,12.882,0.8907763,12.05974,24.73617,0.1370425,-0.54817,19.93968,32.68464,0.1370425,10.0041,27.47702,37.61817,55.22813,62.69695,80.99212,90.24249,105.7968,116.212,129.0255,137.3851,150.6782,157.1192,170.6864,178.0182,189.5983
2022-01-12 00:31:00,58101,162.8065,-0.06852125,-0.06852125,-17.67848,-0.4111275,0.06852125,0.1370425,12.60791,0.1370425,11.99122,24.59913,-0.2055637,1.233382,22.33793,36.04218,0.4111275,11.71713,26.4492,41.86648,51.25389,61.66912,76.7438,89.35171,101.2744,115.0472,123.7494,136.0147,144.8539,155.2006,164.6566,176.5793,184.1166
2022-01-12 00:32:00,58102,161.7787,-0.06852125,-0.06852125,-6.235434,0.2055637,0.06852125,0.1370425,11.51157,0.274085,15.28024,31.79386,0.274085,1.301904,12.19678,29.12153,-0.06852125,16.51362,29.73822,47.4167,58.79123,71.19357,84.69226,98.80764,109.4284,124.9142,132.7942,146.4299,154.721,166.0955,175.1403,187.8853,195.1485
2022-01-12 00:33:00,58103,172.468,-0.2055637,0.0,-3.631626,0.274085,-0.1370425,0.3426062,8.428113,-0.4111275,5.4817,22.54349,-0.06852125,0.0,9.044805,26.24364,-0.7537337,11.58009,22.81758,43.37395,52.48727,64.95815,77.56605,91.54439,101.3429,116.212,124.1605,136.8369,145.5391,156.434,165.9585,177.1959,185.1444
2022-01-12 00:34:00,58104,162.2583,0.06852125,0.06852125,8.702198,-0.06852125,0.4796487,-0.06852125,11.78565,-0.8907762,11.10044,26.03807,0.4111275,-0.54817,13.70425,29.19005,0.0,16.23954,30.49195,44.12768,59.54496,69.3435,84.41817,96.06679,108.1265,121.0085,130.0533,141.4279,150.8153,161.299,170.3438,181.7183,188.4334
2022-01-12 00:35:00,58105,166.3696,0.0,0.2055637,5.4817,-0.274085,-0.4111275,0.0,12.67643,0.4111275,12.95052,28.57336,0.06852125,-1.575989,10.41523,26.31216,0.4111275,15.82841,31.17717,44.47029,60.98391,70.50836,87.09051,97.64278,111.7582,123.4753,135.398,144.991,157.3933,165.4103,178.2238,186.9945,198.369
2022-01-12 00:36:00,58106,171.4402,-0.2055637,0.0,-9.044805,-0.3426062,0.06852125,-0.4796487,15.28024,0.274085,13.97833,26.92885,-0.2055637,1.575989,17.26735,31.58829,0.0,11.9227,26.10659,44.8129,53.24101,64.95815,78.79943,92.70924,103.056,118.4732,125.8735,139.8519,147.1151,158.7637,166.4381,179.2516,184.7333
2022-01-12 00:37:00,58107,161.9157,0.0,0.0,-16.23954,0.1370425,0.1370425,0.6852125,17.19883,0.6852125,11.64861,27.13441,0.06852125,0.8907762,12.95052,29.53266,0.3426062,17.95257,30.629,48.99269,58.92827,71.26209,84.00705,98.25947,108.1265,123.4068,130.3274,143.9631,151.2949,162.9435,170.892,183.6369,189.2557
2022-01-12 00:38:00,58108,166.164,0.3426062,-0.1370425,3.357541,-0.2055637,0.2055637,0.06852125,14.38946,-0.6852125,15.62284,28.23075,0.0,0.6166912,10.82636,23.36575,-0.2055637,15.21172,32.95872,44.40177,60.36722,67.97308,86.06268,95.4501,110.5248,121.077,133.2053,142.5242,154.5839,161.6416,174.044,182.6776,192.9558
2022-01-12 00:39:00,58109,167.0548,0.1370425,-0.2055637,1.64451,0.0,-0.1370425,0.1370425,11.85418,-0.4796487,13.97833,28.3678,0.06852125,-0.54817,4.796487,21.03602,-0.274085,14.5265,27.27146,44.19621,57.90045,69.41203,82.08846,95.4501,104.906,119.9807,126.9014,140.6056,147.9374,159.9286,167.3289,180.0738,185.4185
2022-01-12 00:40:00,58110,163.1491,0.4111275,0.06852125,1.438946,-0.4796487,0.2055637,-0.3426062,11.37453,0.2055637,13.29312,27.27146,-0.2055637,-1.850074,17.19883,31.58829,0.1370425,13.2246,29.19005,42.07204,57.96898,67.01378,84.00705,94.01115,108.3321,119.9122,131.5608,141.0167,153.145,161.299,173.4958,182.198,192.1336
2022-01-12 00:41:00,58111,165.4103,0.0,-0.1370425,-12.05974,-0.2055637,0.1370425,-1.164861,19.32299,0.0,17.47292,29.19005,0.1370425,0.4111275,16.03397,28.64188,0.4111275,12.88199,29.80674,43.78508,56.94115,65.36927,82.5681,92.77777,106.8246,118.8844,130.0533,140.3315,151.569,159.9971,171.7828,181.7183,191.3113
2022-01-12 00:42:00,58112,167.1918,0.1370425,0.0,0.6166912,-0.274085,0.2055637,0.0,11.03192,0.1370425,10.27819,24.46209,0.1370425,0.06852125,12.88199,26.86033,0.06852125,10.82636,27.20293,40.70162,57.14672,65.1637,82.70515,92.02403,107.0302,117.8565,130.4644,138.687,151.9801,158.8322,172.468,180.0738,191.6539
2022-01-12 00:43:00,58113,166.7807,-0.06852125,-0.06852125,-4.590923,0.0,-0.1370425,-0.06852125,16.4451,-0.6166912,11.10044,28.98449,-0.274085,1.09634,12.60791,30.08083,-0.4111275,15.82841,29.73822,44.53881,60.16166,71.05653,87.29607,99.3558,112.9915,125.668,136.9055,146.6355,158.5582,166.3696,178.4978,186.5834,197.6153
2022-01-12 00:44:00,58114,171.029,0.06852125,-0.1370425,0.0,0.2055637,0.06852125,0.0,9.661496,-0.1370425,12.53939,25.1473,0.1370425,-1.164861,11.03192,23.91392,-0.06852125,19.04891,36.52182,45.90924,61.18947,68.3842,86.81642,95.86122,111.1415,121.2826,134.1646,142.3186,155.4747,161.7101,175.3459,182.9517,195.217
2022-01-12 00:45:00,58115,168.0141,0.0,0.06852125,-9.387411,-0.274085,0.0,-1.09634,12.60791,-0.6166912,10.27819,21.9268,0.06852125,-1.575989,16.85623,29.87526,0.2055637,12.2653,28.77892,45.36106,57.4208,66.05448,83.04775,93.94263,107.5784,119.7751,130.1904,141.0167,151.432,160.1342,171.6457,181.9239,191.1058
