timestamp,RECORD,FlowMeter(1),FlowMeter(2)
2021-04-02 00:00:00,2260848,6.843412,3.539696
2021-04-02 00:00:02,2260849,6.843412,3.621539
2021-04-02 00:00:04,2260850,6.857053,3.601078
2021-04-02 00:00:06,2260851,6.8325,3.526056
2021-04-02 00:00:08,2260852,6.83932,3.556746
2021-04-02 00:00:10,2260853,6.876149,3.65223
2021-04-02 00:00:12,2260854,6.869329,3.611308
2021-04-02 00:00:14,2260855,6.840684,3.556746
2021-04-02 00:00:16,2260856,6.895246,3.604488
2021-04-02 00:00:18,2260857,6.881606,3.638589
2021-04-02 00:00:20,2260858,6.870693,3.587437
2021-04-02 00:00:22,2260859,6.847505,3.635179
2021-04-02 00:00:24,2260860,7.48997,2.830393
2021-04-02 00:00:26,2260861,7.500882,2.850853
2021-04-02 00:00:32,2260864,7.578633,2.676938
2021-04-02 00:00:34,2260865,7.545896,2.905415
2021-04-02 00:00:36,2260866,7.596365,2.792881
2021-04-02 00:00:38,2260867,7.644107,2.922466
2021-04-02 00:00:40,2260868,7.603186,2.666708
2021-04-02 00:00:42,2260869,7.595001,2.75537
2021-04-02 00:00:44,2260870,7.614098,2.867904
2021-04-02 00:00:46,2260871,7.595001,2.881544
2021-04-02 00:00:48,2260872,7.648199,2.714449
2021-04-02 00:00:50,2260873,7.642743,2.683758
2021-04-02 00:00:52,2260874,7.615462,2.649657
2021-04-02 00:00:54,2260875,7.637287,2.820162
2021-04-02 00:00:56,2260876,7.626374,2.867904
2021-04-02 00:00:58,2260877,7.672752,2.895185
2021-04-02 00:01:00,2260878,7.674116,2.809932
2021-04-02 00:01:02,2260879,7.629102,2.881544
2021-04-02 00:01:04,2260880,7.612734,2.936106
2021-04-02 00:01:06,2260881,7.660475,2.871314
2021-04-02 00:01:08,2260882,7.653655,2.929286
2021-04-02 00:01:10,2260883,7.691848,2.854264
2021-04-02 00:01:12,2260884,7.672752,2.939516
2021-04-02 00:01:14,2260885,7.646551,2.854157
2021-04-02 00:01:16,2260886,7.647915,2.939407
2021-04-02 00:01:18,2260887,7.637003,2.908717
2021-04-02 00:01:20,2260888,7.637003,2.690478
2021-04-02 00:01:22,2260889,7.671103,2.710938
2021-04-02 00:01:24,2260890,7.626091,2.833698
2021-04-02 00:01:26,2260891,7.626091,2.905307
2021-04-02 00:01:28,2260892,7.613815,2.901897
2021-04-02 00:01:30,2260893,7.626091,2.803008
2021-04-02 00:01:32,2260894,7.621999,2.860977
2021-04-02 00:01:34,2260895,7.615179,2.826877
2021-04-02 00:01:36,2260896,7.657463,2.925767
2021-04-02 00:01:38,2260897,7.649279,2.925767
2021-04-02 00:01:40,2260898,7.645187,2.751858
2021-04-02 00:01:42,2260899,7.632911,2.693888
2021-04-02 00:01:44,2260900,7.632911,2.898487
2021-04-02 00:01:46,2260901,7.643823,2.724578
2021-04-02 00:01:48,2260902,7.627455,2.850747
2021-04-02 00:01:50,2260903,7.658826,2.912127
2021-04-02 00:01:52,2260904,7.676558,2.823468
2021-04-02 00:01:54,2260905,7.645187,2.898487
2021-04-02 00:01:56,2260906,7.662919,2.871207
2021-04-02 00:01:58,2260907,7.657463,2.918947
2021-04-02 00:02:00,2260908,7.658826,2.717758
2021-04-02 00:02:02,2260909,7.623363,2.670018
2021-04-02 00:02:04,2260910,7.626091,2.850747
2021-04-02 00:02:06,2260911,7.645187,2.843928
2021-04-02 00:02:08,2260912,7.672467,2.813237
2021-04-02 00:02:10,2260913,7.676558,2.830287
2021-04-02 00:02:12,2260914,7.692926,2.901897
2021-04-02 00:02:14,2260915,7.660191,2.676838
2021-04-02 00:02:16,2260916,7.665647,2.758678
2021-04-02 00:02:18,2260917,7.583807,2.710938
2021-04-02 00:02:20,2260918,7.608359,2.666608
2021-04-02 00:02:22,2260919,7.594719,2.854157
2021-04-02 00:02:24,2260920,7.586535,2.891667
2021-04-02 00:02:26,2260921,7.570167,2.803008
2021-04-02 00:02:28,2260922,7.611087,2.854157
2021-04-02 00:02:30,2260923,7.628819,2.898487
2021-04-02 00:02:32,2260924,7.611087,2.806417
2021-04-02 00:02:34,2260925,7.594719,2.656378
2021-04-02 00:02:36,2260926,7.596083,2.717758
2021-04-02 00:02:38,2260927,7.601539,2.864388
2021-04-02 00:02:40,2260928,7.606995,2.809828
2021-04-02 00:02:42,2260929,7.647915,2.881437
2021-04-02 00:02:44,2260930,7.609723,2.874617
2021-04-02 00:02:46,2260931,7.606995,2.843928
2021-04-02 00:02:48,2260932,7.627455,2.871207
2021-04-02 00:02:50,2260933,7.645187,2.949637
2021-04-02 00:02:52,2260934,7.680651,2.895077
2021-04-02 00:02:54,2260935,7.639731,2.932587
2021-04-02 00:02:56,2260936,7.650643,2.731398
2021-04-02 00:02:58,2260937,7.641095,2.901897
2021-04-02 00:03:00,2260938,7.621999,2.878027
2021-04-02 00:03:02,2260939,7.612451,2.905307
2021-04-02 00:03:04,2260940,7.615179,2.878027
2021-04-02 00:03:06,2260941,7.587674,2.874532
2021-04-02 00:03:08,2260942,7.608133,2.843843
2021-04-02 00:03:10,2260943,7.636776,2.809744
2021-04-02 00:03:12,2260944,7.610861,2.871122
2021-04-02 00:03:14,2260945,7.605405,2.867712
2021-04-02 00:03:16,2260946,7.617681,2.881351
2021-04-02 00:03:18,2260947,7.575398,2.898401
2021-04-02 00:03:20,2260948,7.587674,2.673349
2021-04-02 00:03:22,2260949,7.621772,2.717677
2021-04-02 00:03:24,2260950,7.57267,2.877942
2021-04-02 00:03:26,2260951,7.605405,2.888171
2021-04-02 00:03:28,2260952,7.550847,2.857482
2021-04-02 00:03:30,2260953,7.587674,2.710857
2021-04-02 00:03:32,2260954,7.606769,2.806334
2021-04-02 00:03:34,2260955,7.594493,2.700628
2021-04-02 00:03:36,2260956,7.591765,2.942729
2021-04-02 00:03:38,2260957,7.616317,2.894991
2021-04-02 00:03:40,2260958,7.563122,2.877942
2021-04-02 00:03:42,2260959,7.587674,2.690398
2021-04-02 00:03:44,2260960,7.586309,2.669939
2021-04-02 00:03:46,2260961,7.604041,2.898401
2021-04-02 00:03:48,2260962,7.567214,2.908631
2021-04-02 00:03:50,2260963,7.550847,2.833613
2021-04-02 00:03:52,2260964,7.564486,2.683578
2021-04-02 00:03:54,2260965,7.578126,2.826793
2021-04-02 00:03:56,2260966,7.561758,2.888171
2021-04-02 00:03:58,2260967,7.508564,2.734726
2021-04-02 00:04:00,2260968,7.557666,2.785875
2021-04-02 00:04:02,2260969,7.564486,2.881351
2021-04-02 00:04:04,2260970,7.545391,2.833613
2021-04-02 00:04:06,2260971,7.57267,2.690398
2021-04-02 00:04:08,2260972,7.582218,2.871122
2021-04-02 00:04:10,2260973,7.593129,2.901811
2021-04-02 00:04:12,2260974,7.595857,2.837023
2021-04-02 00:04:14,2260975,7.583582,2.898401
2021-04-02 00:04:16,2260976,7.571306,2.751776
2021-04-02 00:04:18,2260977,7.569942,2.785875
