timestamp,temp.air.ambient.c,par.ambient.umol_m2_s,h2o.irga.ambient.mmol_mol,co2.irga.ambient.umol_mol
2021-03-31 00:00:00,9.755182,-1.458821,11.37557,409.0329
2021-03-31 00:00:02,9.766955,-1.094116,11.37557,408.5964
2021-03-31 00:00:04,9.793796,-1.458821,11.38921,407.8872
2021-03-31 00:00:06,9.782084,-1.458821,11.40285,407.8872
2021-03-31 00:00:08,9.790663,-0.7294104,11.41649,408.2418
2021-03-31 00:00:10,9.739188,-1.458821,11.45741,408.16
2021-03-31 00:00:12,9.739188,-0.7294104,11.45741,407.4507
2021-03-31 00:00:14,9.740052,-1.094116,11.41649,407.8599
2021-03-31 00:00:16,9.741218,-1.458821,11.44377,408.1327
2021-03-31 00:00:18,9.719729,-1.458821,11.44377,407.1506
2021-03-31 00:00:20,9.729444,-1.823526,11.43013,407.6144
2021-03-31 00:00:22,9.75948,-1.094116,11.43013,407.6144
2021-03-31 00:00:28,9.77234,-1.094116,11.45741,409.142
2021-03-31 00:00:30,9.773505,-1.094116,11.49833,407.5052
2021-03-31 00:00:32,9.784113,-1.094116,11.53924,406.9597
2021-03-31 00:00:34,9.800106,-1.094116,11.53924,408.2145
2021-03-31 00:00:36,9.780919,-0.7294104,11.51196,407.5598
2021-03-31 00:00:38,9.816398,-1.458821,11.5256,408.2691
2021-03-31 00:00:40,9.806655,-0.7294104,11.5256,406.796
2021-03-31 00:00:42,9.763761,-0.7294104,11.51196,408.4873
2021-03-31 00:00:44,9.755182,-1.458821,11.47104,408.9511
2021-03-31 00:00:46,9.755182,-1.458821,11.45741,407.8599
2021-03-31 00:00:48,9.73689,-1.823526,11.43013,406.9597
2021-03-31 00:00:50,9.756347,-1.458821,11.40285,408.3782
2021-03-31 00:00:52,9.720863,-1.458821,11.38921,407.6144
2021-03-31 00:00:54,9.749797,-1.458821,11.40285,408.2691
2021-03-31 00:00:56,9.754048,-1.823526,11.40285,409.0875
2021-03-31 00:00:58,9.775687,-0.7294051,11.4154,408.3727
2021-03-31 00:01:00,9.775687,-1.45881,11.40176,407.3361
2021-03-31 00:01:02,9.789683,-1.094108,11.4154,408.5363
2021-03-31 00:01:04,9.747681,-1.094108,11.45631,408.4818
2021-03-31 00:01:06,9.763947,-1.094108,11.44267,408.0453
2021-03-31 00:01:08,9.821743,-1.094108,11.4154,407.7726
2021-03-31 00:01:10,9.817718,-1.094108,11.45631,408.5909
2021-03-31 00:01:12,9.762812,-1.094108,11.4154,408.7
2021-03-31 00:01:14,9.755367,-0.7294051,11.4154,407.7726
2021-03-31 00:01:16,9.763947,-2.188215,11.4154,408.0726
2021-03-31 00:01:18,9.765944,-1.823513,11.42904,408.7
2021-03-31 00:01:20,9.745653,-1.823513,11.40176,408.4272
2021-03-31 00:01:22,9.730522,-1.45881,11.4154,408.209
2021-03-31 00:01:24,9.728494,-1.45881,11.4154,408.4272
2021-03-31 00:01:26,9.737073,-0.3647026,11.38812,407.3907
2021-03-31 00:01:28,9.771391,-2.188215,11.40176,407.2816
2021-03-31 00:01:30,9.791982,-1.45881,11.4154,408.8363
2021-03-31 00:01:32,9.774524,-1.45881,11.4154,407.3361
2021-03-31 00:01:34,9.773418,-1.45881,11.4154,407.6089
2021-03-31 00:01:36,9.781105,-1.823513,11.4154,407.7453
2021-03-31 00:01:38,9.772526,-1.094108,11.4154,407.4452
2021-03-31 00:01:40,9.790847,-1.823513,11.4154,406.8451
2021-03-31 00:01:42,9.754232,-1.45881,11.40176,408.018
2021-03-31 00:01:44,9.745653,-1.45881,11.38812,406.8179
2021-03-31 00:01:46,9.737073,-2.188215,11.40176,407.3361
2021-03-31 00:01:48,9.728494,-1.45881,11.40176,408.4545
2021-03-31 00:01:50,9.782269,-1.823513,11.40176,407.9362
2021-03-31 00:01:52,9.739102,-1.823513,11.38812,408.0999
2021-03-31 00:01:54,9.77997,-0.7294051,11.38812,408.3181
2021-03-31 00:01:56,9.790847,-1.823513,11.40176,407.9908
2021-03-31 00:01:58,9.744488,-1.45881,11.42904,408.5636
2021-03-31 00:02:00,9.771391,-1.45881,11.42904,406.5724
2021-03-31 00:02:02,9.765944,-1.45881,11.4154,407.6089
2021-03-31 00:02:04,9.795962,-1.094108,11.40176,408.0453
2021-03-31 00:02:06,9.797128,-1.45881,11.42904,408.1271
2021-03-31 00:02:08,9.816314,-1.094108,11.42904,407.718
2021-03-31 00:02:10,9.781105,-1.094108,11.4154,407.6089
2021-03-31 00:02:12,9.771391,-1.094108,11.40176,407.4452
2021-03-31 00:02:14,9.77997,-1.094108,11.40176,408.5909
2021-03-31 00:02:16,9.805706,-0.7294051,11.4154,407.0361
2021-03-31 00:02:18,9.755367,-1.45881,11.40176,407.3361
2021-03-31 00:02:20,9.798263,-1.094108,11.38812,407.6635
