timestamp,temp.air.ambient.c,par.ambient.umol_m2_s,h2o.irga.ambient.mmol_mol,co2.irga.ambient.umol_mol
2021-03-14 00:00:00,7.259863,-1.458829,10.13514,408.4373
2021-03-14 00:00:02,7.261971,-1.458829,10.13514,407.3461
2021-03-14 00:00:04,7.253351,-1.458829,10.14878,407.7826
2021-03-14 00:00:06,7.22645,-1.458829,10.14878,407.8372
2021-03-14 00:00:08,7.209208,-1.458829,10.1897,408.8193
2021-03-14 00:00:10,7.261971,-1.094122,10.16242,408.0827
2021-03-14 00:00:12,7.21676,-1.458829,10.17606,408.0554
2021-03-14 00:00:14,7.227489,-1.458829,10.14878,408.3828
2021-03-14 00:00:16,7.243692,-1.458829,10.13514,408.2737
2021-03-14 00:00:22,7.271629,-1.458829,10.14878,408.1372
2021-03-14 00:00:24,7.222057,-1.823537,10.23063,407.8372
2021-03-14 00:00:26,7.263009,-1.823537,10.24427,408.1645
2021-03-14 00:00:28,7.22645,-2.188244,10.27155,407.2369
2021-03-14 00:00:30,7.260932,-2.188244,10.28519,408.3828
2021-03-14 00:00:32,7.242622,-1.823537,10.27155,408.1645
2021-03-14 00:00:34,7.253351,-1.094122,10.28519,408.8193
2021-03-14 00:00:36,7.268483,-1.094122,10.24427,408.9011
2021-03-14 00:00:38,7.241585,-1.823537,10.24427,407.7826
2021-03-14 00:00:40,7.243692,-1.458829,10.23063,408.0008
2021-03-14 00:00:42,7.254388,-1.823537,10.21699,408.5192
2021-03-14 00:00:44,7.209208,-2.188244,10.20335,408.9284
2021-03-14 00:00:46,7.235071,-1.823537,10.24427,408.5738
2021-03-14 00:00:48,7.22645,-1.823537,10.20335,408.8193
2021-03-14 00:00:50,7.260932,-1.458829,10.20335,408.4373
2021-03-14 00:00:52,7.243692,-1.823537,10.1897,408.4373
2021-03-14 00:00:54,7.242622,-1.458829,10.20335,408.9284
2021-03-14 00:00:56,7.295413,-1.458829,10.20335,408.4919
2021-03-14 00:00:58,7.284687,-1.458829,10.1897,408.9011
2021-03-14 00:01:00,7.243692,-2.188244,10.20335,408.2191
2021-03-14 00:01:02,7.234003,-1.458829,10.17606,407.9463
2021-03-14 00:01:04,7.22645,-1.823537,10.20335,409.2012
2021-03-14 00:01:06,7.225381,-2.188244,10.1897,408.4373
2021-03-14 00:01:08,7.259863,-1.823537,10.20335,408.3009
2021-03-14 00:01:10,7.251243,-1.823537,10.1897,409.2012
2021-03-14 00:01:12,7.278173,-1.458829,10.17606,409.6923
2021-03-14 00:01:14,7.297489,-1.823537,10.1897,408.4373
2021-03-14 00:01:16,7.286793,-1.823537,10.17606,408.3282
2021-03-14 00:01:18,7.243692,-1.823537,10.1897,409.0921
2021-03-14 00:01:20,7.234003,-1.458829,10.20335,408.7102
2021-03-14 00:01:22,7.243692,-1.823537,10.17606,408.4919
2021-03-14 00:01:24,7.234003,-1.823537,10.1897,408.2737
2021-03-14 00:01:26,7.227489,-1.823537,10.1897,408.9284
2021-03-14 00:01:28,7.199518,-2.188244,10.16242,409.2012
2021-03-14 00:01:30,7.278257,-1.823537,10.20291,407.9984
2021-03-14 00:01:32,7.27722,-1.823537,10.16199,409.7989
2021-03-14 00:01:34,7.279297,-1.823537,10.17563,410.0717
2021-03-14 00:01:36,7.226534,-1.823537,10.17563,409.9626
2021-03-14 00:01:38,7.216876,-2.552952,10.18927,410.5627
2021-03-14 00:01:40,7.215807,-1.45883,10.17563,409.7989
2021-03-14 00:01:42,7.203874,-1.823537,10.17563,409.908
2021-03-14 00:01:44,7.226534,-2.188244,10.17563,409.7443
2021-03-14 00:01:46,7.243776,-1.823537,10.16199,409.6898
2021-03-14 00:01:48,7.258911,-1.823537,10.17563,410.3445
2021-03-14 00:01:50,7.263106,-1.45883,10.17563,409.4715
2021-03-14 00:01:52,7.278257,-1.823537,10.17563,408.7622
2021-03-14 00:01:54,7.285841,-1.823537,10.14835,409.7989
2021-03-14 00:01:56,7.244816,-1.823537,10.20291,410.1808
2021-03-14 00:01:58,7.25029,-2.188244,10.16199,409.1987
2021-03-14 00:02:00,7.258911,-2.188244,10.18927,409.035
2021-03-14 00:02:02,7.215807,-1.823537,10.17563,410.1535
2021-03-14 00:02:04,7.297574,-2.188244,10.14835,409.9626
2021-03-14 00:02:06,7.286877,-1.823537,10.16199,410.1262
2021-03-14 00:02:08,7.286877,-1.45883,10.18927,409.3078
2021-03-14 00:02:10,7.262056,-1.823537,10.14835,409.3351
2021-03-14 00:02:12,7.305157,-1.45883,10.18927,408.6531
2021-03-14 00:02:14,7.261017,-1.823537,10.17563,409.2533
2021-03-14 00:02:16,7.261017,-2.188244,10.16199,409.3624
2021-03-14 00:02:18,7.270677,-2.188244,10.17563,409.3624
2021-03-14 00:02:20,7.271726,-2.188244,10.16199,408.4894
2021-03-14 00:02:22,7.29446,-2.188244,10.16199,410.0171
2021-03-14 00:02:24,7.321355,-2.188244,10.18927,409.1441
2021-03-14 00:02:26,7.276151,-1.45883,10.14835,408.7076
2021-03-14 00:02:28,7.304117,-1.823537,10.18927,409.035
