timestamp,temp.air.ambient.c,par.ambient.umol_m2_s,h2o.irga.ambient.mmol_mol,co2.irga.ambient.umol_mol
2021-03-13 00:00:00,6.469205,-2.552917,9.712519,414.3318
2021-03-13 00:00:02,6.478895,-2.91762,9.739801,414.7137
2021-03-13 00:00:04,6.469205,-1.823512,9.72616,414.3045
2021-03-13 00:00:06,6.487528,-2.188215,9.739801,415.1503
2021-03-13 00:00:08,6.505849,-1.823512,9.767084,414.741
2021-03-13 00:00:10,6.47672,-1.823512,9.72616,414.6046
2021-03-13 00:00:12,6.530691,-2.188215,9.712519,415.7505
2021-03-13 00:00:14,6.530691,-1.823512,9.72616,414.932
2021-03-13 00:00:16,6.485353,-1.823512,9.739801,414.932
2021-03-13 00:00:22,6.541498,-1.823512,9.794367,414.6592
2021-03-13 00:00:24,6.529634,-2.552917,9.84893,413.8953
2021-03-13 00:00:26,6.563071,-2.188216,9.876413,415.1243
2021-03-13 00:00:28,6.599738,-2.552918,9.862772,415.1516
2021-03-13 00:00:30,6.58142,-2.552918,9.849131,414.6605
2021-03-13 00:00:32,6.584281,-2.552918,9.821848,414.6059
2021-03-13 00:00:34,6.520998,-2.188216,9.808206,414.1148
2021-03-13 00:00:36,6.502645,-2.552918,9.794564,413.4873
2021-03-13 00:00:38,6.504512,-2.552918,9.794564,413.5692
2021-03-13 00:00:40,6.528543,-2.552918,9.753641,412.9144
2021-03-13 00:00:42,6.549037,-2.552918,9.739999,413.842
2021-03-13 00:00:44,6.510221,-2.552918,9.753641,413.4328
2021-03-13 00:00:46,6.545807,-2.188216,9.739999,412.4506
2021-03-13 00:00:48,6.538262,-2.188216,9.726357,414.224
2021-03-13 00:00:50,6.476747,-2.188216,9.712716,413.5692
2021-03-13 00:00:52,6.423889,-1.823513,9.712716,414.1421
2021-03-13 00:00:54,6.458424,-2.188216,9.685433,414.4695
2021-03-13 00:00:56,6.510221,-2.552918,9.699075,413.5146
2021-03-13 00:00:58,6.537175,-1.823513,9.685433,414.8515
2021-03-13 00:01:00,6.565991,-2.188216,9.685433,414.5241
2021-03-13 00:01:02,6.58142,-2.552918,9.699075,414.1694
2021-03-13 00:01:04,6.553382,-1.823513,9.739999,413.8966
2021-03-13 00:01:06,6.554439,-2.188216,9.726357,413.6783
2021-03-13 00:01:08,6.536118,-2.917621,9.726357,415.1516
2021-03-13 00:01:10,6.591107,-2.188216,9.726357,414.7696
2021-03-13 00:01:12,6.588965,-2.552918,9.739999,414.5514
2021-03-13 00:01:14,6.605171,-1.823513,9.753641,414.2785
2021-03-13 00:01:16,6.597596,-1.823513,9.753641,415.4244
2021-03-13 00:01:18,6.588965,-2.188216,9.780923,414.0876
2021-03-13 00:01:20,6.54475,-2.917621,9.767282,414.1148
2021-03-13 00:01:22,6.549754,-2.552918,9.767282,415.5335
2021-03-13 00:01:24,6.54475,-2.552918,9.767282,413.3236
2021-03-13 00:01:26,6.536118,-2.552918,9.780923,414.9333
2021-03-13 00:01:28,6.536118,-2.552918,9.767282,413.3509
2021-03-13 00:01:30,6.535002,-2.188216,9.767282,414.224
2021-03-13 00:01:32,6.579277,-1.823513,9.767282,414.4422
2021-03-13 00:01:34,6.5822,-2.188216,9.794564,413.9784
2021-03-13 00:01:36,6.579277,-1.823513,9.767282,413.7874
2021-03-13 00:01:38,6.570645,-2.552918,9.794564,413.7874
2021-03-13 00:01:40,6.577106,-2.552918,9.808206,414.3877
2021-03-13 00:01:42,6.629947,-2.552918,9.780923,414.1694
2021-03-13 00:01:44,6.578161,-2.552918,9.794564,414.2785
2021-03-13 00:01:46,6.604055,-2.188216,9.794564,413.9784
2021-03-13 00:01:48,6.638578,-2.188216,9.780923,414.2513
2021-03-13 00:01:50,6.656954,-2.188216,9.794564,413.1872
2021-03-13 00:01:52,6.637522,-2.552918,9.808206,414.7151
2021-03-13 00:01:54,6.643671,-2.188216,9.835489,414.2785
2021-03-13 00:01:56,6.603,-1.823513,9.808206,413.8966
2021-03-13 00:01:58,6.611631,-2.552918,9.821848,414.2785
2021-03-13 00:02:00,6.559843,-2.188216,9.821848,413.4055
2021-03-13 00:02:02,6.578161,-2.188216,9.849131,414.8242
2021-03-13 00:02:04,6.577106,-2.917621,9.835489,412.9962
2021-03-13 00:02:06,6.613801,-2.188216,9.849131,413.1327
2021-03-13 00:02:08,6.642616,-2.188216,9.849131,412.8598
2021-03-13 00:02:10,6.64075,-2.188216,9.862772,414.224
2021-03-13 00:02:12,6.638578,-2.552918,9.821848,413.3236
2021-03-13 00:02:14,6.674214,-2.552918,9.808206,413.8693
2021-03-13 00:02:16,6.621317,-2.917621,9.835489,413.6783
2021-03-13 00:02:18,6.630658,-2.552937,9.821339,413.2385
2021-03-13 00:02:20,6.611225,-2.552937,9.848619,413.6477
2021-03-13 00:02:22,6.637117,-2.552937,9.834979,413.4022
2021-03-13 00:02:24,6.646833,-2.552937,9.834979,413.7296
2021-03-13 00:02:26,6.591852,-2.552937,9.86226,413.8932
2021-03-13 00:02:28,6.671638,-2.188231,9.848619,413.9478
2021-03-13 00:02:30,6.620941,-2.188231,9.889542,413.7296
2021-03-13 00:02:32,6.618769,-2.917642,9.86226,412.802
2021-03-13 00:02:34,6.593963,-2.917642,9.86226,413.5659
2021-03-13 00:02:36,6.611225,-2.552937,9.889542,414.2752
2021-03-13 00:02:38,6.628486,-2.552937,9.834979,412.8566
2021-03-13 00:02:40,6.664093,-2.188231,9.875901,413.7841
2021-03-13 00:02:42,6.628486,-2.188231,9.875901,413.9205
2021-03-13 00:02:44,6.618769,-2.188231,9.848619,413.6205
2021-03-13 00:02:46,6.665179,-2.188231,9.848619,413.5113
2021-03-13 00:02:48,6.620941,-2.188231,9.834979,414.0024
2021-03-13 00:02:50,6.61231,-2.188231,9.848619,413.4022
2021-03-13 00:02:52,6.568069,-2.188231,9.86226,414.4935
2021-03-13 00:02:54,6.568069,-2.188231,9.86226,414.1115
2021-03-13 00:02:56,6.585331,-2.552937,9.86226,413.2385
2021-03-13 00:02:58,6.584244,-1.823526,9.86226,414.1661
2021-03-13 00:03:00,6.565957,-2.188231,9.86226,415.0936
2021-03-13 00:03:02,6.557325,-2.188231,9.889542,413.4022
2021-03-13 00:03:04,6.542173,-1.823526,9.86226,413.8114
2021-03-13 00:03:06,6.5767,-1.823526,9.86226,414.1934
2021-03-13 00:03:08,6.531429,-2.917642,9.86226,414.0569
2021-03-13 00:03:10,6.550805,-1.823526,9.875901,414.4389
2021-03-13 00:03:12,6.540061,-2.188231,9.86226,414.1115
2021-03-13 00:03:14,6.540061,-2.188231,9.875901,414.3298
2021-03-13 00:03:16,6.566981,-2.188231,9.875901,413.8114
2021-03-13 00:03:18,6.544038,-1.823526,9.86226,414.0024
2021-03-13 00:03:20,6.532454,-2.188231,9.86226,414.7663
2021-03-13 00:03:22,6.532454,-2.552937,9.86226,414.8208
2021-03-13 00:03:24,6.491189,-2.552937,9.848619,414.93
2021-03-13 00:03:26,6.510597,-2.917642,9.86226,415.421
2021-03-13 00:03:28,6.541086,-1.823526,9.86226,414.2752
2021-03-13 00:03:30,6.495814,-2.188231,9.86226,414.548
2021-03-13 00:03:32,6.515189,-2.188231,9.875901,414.93
2021-03-13 00:03:34,6.549717,-2.188231,9.848619,414.4935
2021-03-13 00:03:36,6.464205,-2.188231,9.834979,415.2573
2021-03-13 00:03:38,6.462368,-2.188231,9.848619,413.9478
2021-03-13 00:03:40,6.425661,-1.823526,9.848619,414.8208
2021-03-13 00:03:42,6.453734,-2.552937,9.848619,414.7117
2021-03-13 00:03:44,6.497923,-2.188231,9.834979,415.0936
2021-03-13 00:03:46,6.478548,-2.188231,9.834979,414.2206
2021-03-13 00:03:48,6.471001,-2.552937,9.848619,414.9572
2021-03-13 00:03:50,6.463391,-1.823526,9.848619,414.7117
2021-03-13 00:03:52,6.471001,-2.188231,9.848619,415.3665
2021-03-13 00:03:54,6.418113,-2.552937,9.889542,416.2122
2021-03-13 00:03:56,6.456656,-2.552937,9.875901,415.4756
2021-03-13 00:03:58,6.446938,-2.552937,9.86226,415.1209
2021-03-13 00:04:00,6.4969,-2.552937,9.821339,415.421
2021-03-13 00:04:02,6.48504,-1.823526,9.848619,416.6214
2021-03-13 00:04:04,6.530344,-2.552937,9.821339,415.6938
2021-03-13 00:04:06,6.532454,-2.188231,9.807697,416.4577
2021-03-13 00:04:08,6.540061,-1.823526,9.821339,417.4398
2021-03-13 00:04:10,6.541142,-2.188241,9.80796,415.3682
2021-03-13 00:04:12,6.514939,-2.188241,9.835241,416.4595
2021-03-13 00:04:14,6.563131,-2.552948,9.821601,416.3777
2021-03-13 00:04:16,6.599422,-2.552948,9.80796,415.2591
2021-03-13 00:04:18,6.563841,-2.552948,9.821601,415.641
2021-03-13 00:04:20,6.600508,-1.823534,9.848883,416.1048
2021-03-13 00:04:22,6.572473,-2.552948,9.767036,415.9684
2021-03-13 00:04:24,6.575363,-2.917655,9.712472,414.9317
2021-03-13 00:04:26,6.589736,-3.282362,9.712472,416.1594
2021-03-13 00:04:28,6.608053,-3.647069,9.685189,415.3682
2021-03-13 00:04:30,6.643661,-2.917655,9.712472,415.6138
2021-03-13 00:04:32,6.659837,-2.917655,9.753395,415.3137
2021-03-13 00:04:34,6.684672,-3.282362,9.753395,414.6043
2021-03-13 00:04:36,6.630752,-2.917655,9.767036,414.8771
2021-03-13 00:04:38,6.634726,-2.917655,9.80796,414.4406
2021-03-13 00:04:40,6.659837,-3.282362,9.794318,414.1132
2021-03-13 00:04:42,6.685727,-3.282362,9.848883,414.386
2021-03-13 00:04:44,6.676042,-3.647069,9.821601,413.6767
2021-03-13 00:04:46,6.674956,-2.552948,9.821601,414.1678
2021-03-13 00:04:48,6.694356,-3.282362,9.835241,414.6589
2021-03-13 00:04:50,6.7127,-3.282362,9.835241,413.7313
2021-03-13 00:04:52,6.71919,-2.917655,9.862523,413.513
2021-03-13 00:04:54,6.683586,-3.282362,9.821601,413.5948
2021-03-13 00:04:56,6.71056,-2.917655,9.821601,414.0041
2021-03-13 00:04:58,6.702986,-2.917655,9.821601,413.7585
2021-03-13 00:05:00,6.709475,-2.917655,9.835241,414.6589
2021-03-13 00:05:02,6.699792,-3.282362,9.848883,413.7313
2021-03-13 00:05:04,6.717051,-3.282362,9.821601,413.5948
2021-03-13 00:05:06,6.75262,-3.282362,9.848883,413.4039
2021-03-13 00:05:08,6.769877,-3.282362,9.862523,413.7858
2021-03-13 00:05:10,6.769877,-2.917655,9.876164,414.1405
2021-03-13 00:05:12,6.772017,-3.282362,9.848883,413.513
2021-03-13 00:05:14,6.762334,-3.282362,9.862523,413.3221
2021-03-13 00:05:16,6.75262,-3.647069,9.862523,414.0041
2021-03-13 00:05:18,6.735363,-3.282362,9.876164,414.0041
2021-03-13 00:05:20,6.761249,-3.282362,9.876164,412.4763
2021-03-13 00:05:22,6.75262,-2.552948,9.889806,413.4585
2021-03-13 00:05:24,6.778505,-3.282362,9.903447,413.1856
2021-03-13 00:05:26,6.787134,-2.917655,9.889806,413.4039
2021-03-13 00:05:28,6.787134,-3.282362,9.876164,414.0587
2021-03-13 00:05:30,6.75262,-3.647069,9.876164,413.895
2021-03-13 00:05:32,6.778505,-2.917655,9.917088,413.7313
2021-03-13 00:05:34,6.777452,-3.647069,9.889806,412.9128
2021-03-13 00:05:36,6.794708,-3.282362,9.889806,413.1311
2021-03-13 00:05:38,6.811964,-2.917655,9.930729,413.0765
2021-03-13 00:05:40,6.78608,-2.552948,9.930729,413.4039
2021-03-13 00:05:42,6.804389,-3.282362,9.930729,412.4763
2021-03-13 00:05:44,6.820591,-3.647069,9.903447,412.7491
2021-03-13 00:05:46,6.820591,-2.917655,9.917088,413.5676
2021-03-13 00:05:48,6.847527,-2.917655,9.930729,413.2948
2021-03-13 00:05:50,6.811964,-2.917655,9.903447,412.8037
2021-03-13 00:05:52,6.819506,-3.647069,9.876164,412.9674
2021-03-13 00:05:54,6.819506,-2.917655,9.903447,413.6221
2021-03-13 00:05:56,6.829219,-2.917655,9.930729,413.7858
2021-03-13 00:05:58,6.795762,-3.282362,9.917088,412.5581
2021-03-13 00:06:00,6.735363,-2.917655,9.903447,413.513
2021-03-13 00:06:02,6.759134,-3.282369,9.930942,413.187
2021-03-13 00:06:04,6.759134,-3.647077,9.958224,413.8963
2021-03-13 00:06:06,6.753456,-2.917662,9.958224,413.1324
2021-03-13 00:06:08,6.758081,-3.282369,9.944583,413.8145
2021-03-13 00:06:10,6.751591,-3.282369,9.917299,413.1324
2021-03-13 00:06:12,6.735387,-3.282369,9.903658,413.869
2021-03-13 00:06:14,6.750505,-2.917662,9.944583,413.2961
2021-03-13 00:06:16,6.71599,-3.282369,9.930942,412.4231
2021-03-13 00:06:18,6.733248,-3.282369,9.958224,413.869
2021-03-13 00:06:20,6.697678,-3.647077,9.930942,413.5689
2021-03-13 00:06:22,6.706307,-3.282369,9.944583,413.3507
2021-03-13 00:06:24,6.681472,-2.917662,9.930942,412.9142
