timestamp,temp.air.ambient.c,par.ambient.umol_m2_s,h2o.irga.ambient.mmol_mol,co2.irga.ambient.umol_mol
2021-03-01 00:00:20,7.351384,-3.282258,10.55576,405.9155
2021-03-01 00:00:22,7.345592,-3.282258,10.62395,405.0154
2021-03-01 00:00:24,7.326617,-2.917562,10.59668,406.5429
2021-03-01 00:00:26,7.3535,-2.917562,10.5694,406.0247
2021-03-01 00:00:28,7.334146,-3.646953,10.55576,406.5156
2021-03-01 00:00:30,7.326617,-3.282258,10.52849,406.9247
2021-03-01 00:00:32,7.336264,-3.646953,10.54213,406.352
2021-03-01 00:00:34,7.336973,-3.646953,10.52849,406.352
2021-03-01 00:00:36,7.390152,-3.646953,10.54213,405.9155
2021-03-01 00:00:38,7.387975,-3.282258,10.54213,405.9974
2021-03-01 00:00:40,7.329474,-3.282258,10.54213,406.2701
2021-03-01 00:00:42,7.328729,-3.282268,10.55576,405.9701
2021-03-01 00:00:44,7.3725,-3.646964,10.58304,405.9155
2021-03-01 00:00:46,7.325524,-3.282268,10.58304,405.0972
2021-03-01 00:00:48,7.353496,-2.917571,10.5694,406.2974
2021-03-01 00:00:50,7.369674,-3.282268,10.61031,405.37
2021-03-01 00:00:52,7.38691,-2.917571,10.62395,405.5882
2021-03-01 00:00:54,7.411706,-2.917571,10.61031,406.0246
2021-03-01 00:00:56,7.404147,-2.917571,10.61031,406.5974
2021-03-01 00:00:58,7.422441,-2.917571,10.63759,405.5882
2021-03-01 00:01:00,7.403089,-3.282268,10.63759,406.6793
2021-03-01 00:01:02,7.406972,-2.917571,10.63759,405.7519
2021-03-01 00:01:04,7.416649,-3.282268,10.65123,405.6428
2021-03-01 00:01:06,7.433885,-2.917571,10.63759,405.8882
2021-03-01 00:01:08,7.378293,-3.282268,10.63759,406.7338
2021-03-01 00:01:10,7.369674,-3.282268,10.63759,406.461
2021-03-01 00:01:12,7.368617,-3.282268,10.63759,406.6247
2021-03-01 00:01:14,7.413824,-3.646964,10.63759,406.7338
2021-03-01 00:01:16,7.447234,-2.917571,10.63759,404.9882
2021-03-01 00:01:18,7.484526,-3.282268,10.63759,406.4065
2021-03-01 00:01:20,7.454793,-4.011661,10.62395,407.443
2021-03-01 00:01:22,7.484526,-3.646964,10.63759,406.0792
2021-03-01 00:01:24,7.447234,-3.282268,10.63759,406.2428
2021-03-01 00:01:26,7.444,-3.646964,10.63759,406.1883
2021-03-01 00:01:28,7.50755,-3.282268,10.62395,406.8429
2021-03-01 00:01:30,7.525841,-3.282268,10.61031,405.861
2021-03-01 00:01:32,7.524783,-3.282268,10.59667,406.8975
2021-03-01 00:01:34,7.566802,-3.282268,10.59667,406.461
2021-03-01 00:01:36,7.525461,-3.282268,10.62395,406.2974
2021-03-01 00:01:38,7.572831,-2.552875,10.61031,406.8429
