timestamp,RECORD,batt_volt,PTemp,TcRafat(1),TcRafat(2),TcRafat(3),TcRafat(4),TcRafat(5),TcRafat(6)
2020-08-15 21:41:30,93839,12.53124,29.54852,19.30161,20.24092,20.6063,20.32809,23.50619,26.847
2020-08-15 21:41:32,93840,12.53124,29.51689,19.23418,20.24318,20.4802,20.27835,23.51606,26.8289
2020-08-15 21:41:34,93841,12.52568,29.51689,19.1767,20.26306,20.4107,20.2967,23.52974,26.82059
2020-08-15 21:41:36,93842,12.53124,29.54852,19.15141,20.26994,20.30359,20.30206,23.48572,26.8553
2020-08-15 21:41:38,93843,12.52013,29.51689,19.10772,20.36399,20.3266,20.34717,23.61481,26.88699
2020-08-15 21:41:40,93844,12.53679,29.51689,19.07094,20.3724,20.23406,20.31352,23.63151,26.83569
2020-08-15 21:41:42,93845,12.52568,29.54852,19.0556,20.43663,20.20417,20.3724,23.60645,26.83569
2020-08-15 21:41:44,93846,12.52568,29.51689,19.03414,20.49549,20.21258,20.35716,23.57082,26.92018
2020-08-15 21:41:46,93847,12.52568,29.51689,19.02492,20.43358,20.14375,20.38081,23.54494,26.86209
2020-08-15 21:41:48,93848,12.49791,29.51689,19.01649,20.41293,20.18582,20.36865,23.53658,26.83569
2020-08-15 21:41:50,93849,12.52568,29.51689,18.96974,20.44961,20.16058,20.42133,23.58974,26.86888
2020-08-15 21:41:52,93850,12.52568,29.51689,18.9797,20.41829,20.21947,20.40299,23.56468,26.85379
2020-08-15 21:41:54,93851,12.52568,29.51689,19.00121,20.52223,20.19045,20.40299,23.61481,26.8236
2020-08-15 21:41:56,93852,12.53679,29.51689,19.12235,20.59485,20.17435,20.37776,23.56468,26.82589
2020-08-15 21:41:58,93853,12.50382,29.51689,19.20642,20.67867,20.29345,20.39282,23.52728,26.79398
2020-08-15 21:42:00,93854,12.53715,29.51689,19.25236,20.62443,20.40052,20.38441,23.51663,26.77584
2020-08-15 21:42:02,93855,12.52049,29.54852,19.27154,20.59461,20.51209,20.46009,23.47103,26.77738
2020-08-15 21:42:04,93856,12.50938,29.51689,19.35814,20.58925,20.45168,20.47459,23.45056,26.78039
2020-08-15 21:42:06,93857,12.52049,29.51689,19.3673,20.53576,20.38441,20.41805,23.46268,26.77287
2020-08-15 21:51:28,94138,12.52068,29.25029,19.15758,20.36322,20.6743,20.67737,23.28512,26.83581
2020-08-15 21:51:30,94139,12.49846,29.25029,19.10395,20.31752,20.6392,20.60706,23.38009,26.79642
