timestamp,temp.air.ambient.c,par.ambient.umol_m2_s1,conc.h2o.irga.ambient.mmol_mol,conc.co2.irga.ambient.umol_mol,P.irga.kPa
2022-01-11 00:00:00,3.56077,-0.3645483,5.716234,415.5934,93.85538
2022-01-11 00:00:02,3.586795,0.7290966,5.729876,414.884,93.84993
2022-01-11 00:00:08,3.638839,0.7290966,5.743518,414.502,93.84993
2022-01-11 00:00:10,3.655279,0.0,5.743518,414.6385,93.85538
2022-01-11 00:00:12,3.646605,-0.3645483,5.757161,414.1473,93.85538
2022-01-11 00:00:14,3.656186,0.0,5.729876,415.266,93.85538
2022-01-11 00:00:16,3.647513,0.0,5.729876,414.2292,93.85538
2022-01-11 00:00:18,3.675347,0.3645483,5.716234,414.8295,93.84993
2022-01-11 00:00:20,3.655279,0.0,5.716234,414.3383,93.84993
2022-01-11 00:00:22,3.691801,0.3645483,5.716234,413.7926,93.86084
2022-01-11 00:00:24,3.690879,0.7290966,5.729876,414.8295,93.84993
2022-01-11 00:00:26,3.681299,0.0,5.702591,415.7299,93.84993
2022-01-11 00:00:28,3.689972,0.0,5.702591,414.5566,93.86084
2022-01-11 00:00:30,3.699352,0.0,5.716234,414.1746,93.84993
2022-01-11 00:00:32,3.708024,0.3645487,5.702591,414.2292,93.85538
2022-01-11 00:00:34,3.741792,0.7290975,5.702591,416.03,93.85538
2022-01-11 00:00:36,3.760057,-0.3645487,5.716234,414.884,93.84993
2022-01-11 00:00:38,3.741792,0.7290975,5.688948,414.2838,93.84993
2022-01-11 00:00:40,3.707102,0.3645487,5.702591,414.1746,93.86084
2022-01-11 00:00:42,3.724447,0.7290975,5.702591,414.6112,93.84993
2022-01-11 00:00:44,3.759136,0.3645487,5.702591,415.8117,93.86084
2022-01-11 00:00:46,3.786072,0.3645487,5.716234,415.1569,93.84993
2022-01-11 00:00:48,3.803415,0.0,5.702591,415.2115,93.84993
2022-01-11 00:00:50,3.863187,0.0,5.729876,414.3929,93.84993
2022-01-11 00:00:52,3.881449,-0.3645487,5.688948,414.502,93.86084
2022-01-11 00:00:54,3.916127,0.7290975,5.702591,414.0655,93.85538
2022-01-11 00:00:56,3.889197,-0.7290975,5.702591,414.502,93.86084
2022-01-11 00:00:58,3.863187,-0.3645487,5.688948,413.5198,93.86084
2022-01-11 00:01:00,3.890119,0.3645487,5.729876,414.3929,93.85538
2022-01-11 00:01:02,3.845847,-0.3645487,5.688948,415.8117,93.84993
2022-01-11 00:01:04,3.810257,0.3645487,5.716234,414.3383,93.84993
2022-01-11 00:01:06,3.829428,0.7290975,5.702591,414.0655,93.86084
2022-01-11 00:01:08,3.792914,0.0,5.702591,414.0109,93.84993
2022-01-11 00:01:10,3.811164,0.0,5.716234,414.7203,93.84993
2022-01-11 00:01:12,3.828506,-0.3645487,5.729876,413.8472,93.84993
2022-01-11 00:01:14,3.862281,0.3645487,5.729876,414.9386,93.85538
2022-01-11 00:01:16,3.905629,0.0,5.729876,414.6657,93.85538
2022-01-11 00:01:18,3.871857,-0.7290975,5.729876,414.3929,93.85538
2022-01-11 00:01:20,3.890119,0.3645487,5.716234,414.2838,93.84993
2022-01-11 00:01:22,3.84494,0.3645487,5.743518,412.8104,93.84993
2022-01-11 00:01:24,3.827599,0.3645487,5.743518,414.7203,93.84993
2022-01-11 00:01:26,3.826708,0.7290975,5.716234,413.5743,93.85538
2022-01-11 00:01:28,3.809366,0.7290975,5.729876,413.7926,93.86084
2022-01-11 00:01:30,3.85361,0.7290975,5.729876,415.1569,93.84993
2022-01-11 00:01:32,3.810257,0.3645487,5.729876,414.5566,93.86084
2022-01-11 00:01:34,3.784243,0.7290975,5.729876,414.502,93.85538
2022-01-11 00:01:36,3.7669,0.0,5.729876,414.502,93.84993
2022-01-11 00:01:38,3.774681,0.0,5.729876,414.0382,93.85538
2022-01-11 00:01:40,3.774681,0.3645487,5.729876,413.9836,93.84993
2022-01-11 00:01:42,3.767807,-0.3645487,5.729876,414.6657,93.85538
2022-01-11 00:01:44,3.775572,0.3645487,5.743518,414.0655,93.85538
2022-01-11 00:01:46,3.758229,0.7290975,5.716234,415.1296,93.86084
2022-01-11 00:01:48,3.748666,1.093646,5.729876,414.0928,93.86084
2022-01-11 00:01:50,3.722649,-0.7290975,5.716234,414.3383,93.85538
2022-01-11 00:01:52,3.713976,0.0,5.770803,414.5566,93.86084
2022-01-11 00:01:54,3.72354,-0.3645487,5.729876,414.2838,93.84993
2022-01-11 00:01:56,3.72354,0.0,5.757161,413.5198,93.86084
2022-01-11 00:01:58,3.732213,-0.3645487,5.743518,414.7749,93.84993
2022-01-11 00:02:00,3.687052,0.0,5.757161,414.0109,93.86084
2022-01-11 00:02:02,3.732213,0.3645487,5.716234,415.1296,93.86084
2022-01-11 00:02:04,3.687958,0.7290975,5.729876,414.8295,93.84993
2022-01-11 00:02:06,3.695725,0.7290975,5.729876,414.4474,93.86084
2022-01-11 00:02:08,3.679286,0.3645487,5.743518,414.2838,93.86084
2022-01-11 00:02:10,3.617664,0.0,5.743518,413.6289,93.84993
2022-01-11 00:02:12,3.627245,0.0,5.743518,414.2019,93.86084
2022-01-11 00:02:14,3.635918,0.3645487,5.757161,414.8295,93.84993
2022-01-11 00:02:16,3.645483,0.3645487,5.743518,414.8295,93.86084
2022-01-11 00:02:18,3.592548,0.3645487,5.729876,414.884,93.86084
2022-01-11 00:02:20,3.582967,0.0,5.743518,414.6657,93.85538
2022-01-11 00:02:22,3.583688,0.7290996,5.743518,413.8472,93.86084
2022-01-11 00:02:24,3.531639,0.3645498,5.757161,414.9386,93.86084
2022-01-11 00:02:26,3.558556,0.0,5.743518,415.1023,93.86084
2022-01-11 00:02:28,3.530732,0.3645498,5.743518,414.8295,93.84993
2022-01-11 00:02:30,3.49603,0.3645498,5.743518,415.0477,93.85538
2022-01-11 00:02:32,3.460418,0.7290996,5.743518,414.9659,93.85538
2022-01-11 00:02:34,3.505612,0.0,5.743518,414.9386,93.86084
2022-01-11 00:02:36,3.490059,0.0,5.743518,414.2292,93.86084
2022-01-11 00:02:38,3.470001,0.7290996,5.743518,414.7749,93.86084
2022-01-11 00:02:40,3.452648,0.7290996,5.743518,414.502,93.86084
2022-01-11 00:02:42,3.426617,1.093649,5.729876,414.9386,93.86084
2022-01-11 00:02:44,3.416112,0.3645498,5.729876,413.9563,93.86084
2022-01-11 00:02:46,3.409263,0.7290996,5.729876,414.6112,93.84993
2022-01-11 00:02:48,3.374553,0.3645498,5.757161,415.5934,93.86084
2022-01-11 00:02:50,3.33984,0.0,5.729876,415.1023,93.86084
2022-01-11 00:02:52,3.348518,-0.3645498,5.743518,413.9563,93.86084
2022-01-11 00:02:54,3.312897,-0.7290996,5.743518,414.6657,93.86084
2022-01-11 00:02:56,3.296446,0.0,5.743518,415.4843,93.86084
2022-01-11 00:02:58,3.271315,-0.3645498,5.743518,414.3929,93.86084
2022-01-11 00:03:00,3.297353,0.0,5.743518,414.9386,93.86084
2022-01-11 00:03:02,3.208741,0.7290996,5.757161,414.4474,93.86084
2022-01-11 00:03:04,3.218329,0.3645498,5.757161,416.6576,93.86084
2022-01-11 00:03:06,3.209648,0.0,5.757161,415.7026,93.86084
2022-01-11 00:03:08,3.192287,0.7290996,5.757161,415.3752,93.86084
2022-01-11 00:03:10,3.165337,0.7290996,5.770803,414.9386,93.86084
2022-01-11 00:03:12,3.156656,0.7290996,5.770803,414.7749,93.84993
2022-01-11 00:03:14,3.165337,0.3645498,5.798089,414.884,93.86084
2022-01-11 00:03:16,3.147974,0.0,5.798089,415.8117,93.86084
2022-01-11 00:03:18,3.0872,0.7290996,5.784446,414.2292,93.86084
2022-01-11 00:03:20,3.130611,-0.3645498,5.784446,415.7026,93.86084
2022-01-11 00:03:22,3.0872,0.0,5.784446,414.5566,93.86084
2022-01-11 00:03:24,3.130611,-0.3645498,5.784446,415.1296,93.86084
2022-01-11 00:03:26,3.131518,0.0,5.811731,416.3574,93.86084
2022-01-11 00:03:28,3.086278,-0.7290996,5.798089,415.7026,93.86084
2022-01-11 00:03:30,3.113247,-0.3645498,5.784446,414.502,93.86084
2022-01-11 00:03:32,3.078518,0.3645498,5.784446,415.2115,93.86084
2022-01-11 00:03:34,3.121929,0.0,5.784446,416.0027,93.86084
2022-01-11 00:03:36,3.0872,0.7290996,5.784446,415.8663,93.86084
2022-01-11 00:03:38,3.094961,0.3645498,5.811731,416.8213,93.86084
2022-01-11 00:03:40,3.079425,0.7290996,5.784446,415.1569,93.85538
2022-01-11 00:03:42,3.095883,-0.3645498,5.770803,416.0573,93.86084
2022-01-11 00:03:44,3.070743,0.7290996,5.784446,415.4843,93.86084
2022-01-11 00:03:46,3.089015,0.7290996,5.784446,414.7203,93.86084
2022-01-11 00:03:48,3.078518,0.7290996,5.784446,416.1391,93.86084
2022-01-11 00:03:50,3.070743,0.3645498,5.784446,415.6753,93.86084
2022-01-11 00:03:52,3.078518,1.093649,5.784446,415.6753,93.86084
2022-01-11 00:03:54,3.077595,0.7290996,5.784446,415.4843,93.86084
2022-01-11 00:03:56,3.069835,0.0,5.784446,416.0846,93.86084
2022-01-11 00:03:58,3.06023,0.3645498,5.784446,416.03,93.86084
2022-01-11 00:04:00,3.05247,0.7290996,5.784446,415.1569,93.86084
2022-01-11 00:04:02,3.017737,-0.3645498,5.784446,415.6207,93.84993
2022-01-11 00:04:04,3.016814,-0.3645498,5.757161,415.1023,93.86084
2022-01-11 00:04:06,3.016814,0.3645498,5.757161,415.3206,93.86084
2022-01-11 00:04:08,3.008131,0.0,5.770803,416.9577,93.86084
2022-01-11 00:04:10,2.989902,0.3645498,5.743518,414.8568,93.86084
2022-01-11 00:04:12,3.034181,1.093649,5.743518,414.7749,93.84993
2022-01-11 00:04:14,3.034933,0.7291021,5.770803,415.1023,93.86084
2022-01-11 00:04:16,3.007975,-0.3645511,5.743518,415.8663,93.86084
2022-01-11 00:04:18,3.034933,0.3645511,5.743518,415.1569,93.86084
2022-01-11 00:04:20,3.043616,0.7291021,5.757161,415.3752,93.86084
2022-01-11 00:04:22,3.033118,0.3645511,5.757161,416.0846,93.86084
2022-01-11 00:04:24,3.015752,0.0,5.743518,415.8117,93.86084
2022-01-11 00:04:26,2.998384,-0.7291021,5.784446,415.3752,93.86084
2022-01-11 00:04:28,3.025342,-0.3645511,5.743518,415.2115,93.86084
2022-01-11 00:04:30,2.997477,-0.3645511,5.757161,415.3752,93.86084
2022-01-11 00:04:32,3.025342,-0.3645511,5.757161,415.9208,93.86084
2022-01-11 00:04:34,3.042709,0.0,5.729876,413.356,93.86084
2022-01-11 00:04:36,3.033118,0.0,5.757161,415.2387,93.86084
2022-01-11 00:04:38,3.051392,0.3645511,5.757161,415.5934,93.86084
2022-01-11 00:04:40,3.042709,0.0,5.757161,415.1569,93.86084
2022-01-11 00:04:42,3.042709,0.7291021,5.757161,415.0477,93.86084
2022-01-11 00:04:44,3.105287,0.7291021,5.757161,416.5757,93.86084
2022-01-11 00:04:46,3.07744,0.3645511,5.729876,415.9754,93.86084
2022-01-11 00:04:48,3.086123,0.0,5.757161,414.8295,93.86084
2022-01-11 00:04:50,3.059168,0.0,5.757161,415.1023,93.86084
2022-01-11 00:04:52,3.023528,0.3645511,5.757161,415.4843,93.86084
2022-01-11 00:04:54,3.050485,-0.3645511,5.757161,416.2483,93.86084
2022-01-11 00:04:56,3.024435,-0.3645511,5.743518,415.4024,93.86084
2022-01-11 00:04:58,3.051392,-0.3645511,5.757161,415.3206,93.85538
2022-01-11 00:05:00,3.086123,0.7291021,5.757161,415.3752,93.86084
2022-01-11 00:05:02,3.067851,0.3645511,5.743518,414.884,93.86084
