timestamp,temp.air.ambient.c,par.ambient.umol_m2_s1,conc.h2o.irga.ambient.mmol_mol,conc.co2.irga.ambient.umol_mol,P.irga.kPa
2022-01-10 00:00:08,8.591663,0.0,6.506547,413.4013,93.81516
2022-01-10 00:00:10,8.574472,0.7292457,6.547469,413.7833,93.81516
2022-01-10 00:00:12,8.583068,0.7292457,6.520187,413.8924,93.81516
2022-01-10 00:00:14,8.572308,0.0,6.533828,413.4559,93.81516
2022-01-10 00:00:16,8.512134,0.7292457,6.520187,413.0739,93.81516
2022-01-10 00:00:18,8.529327,0.7292457,6.506547,413.947,93.81516
2022-01-10 00:00:20,8.52073,0.7292457,6.520187,413.4559,93.81516
2022-01-10 00:00:22,8.540088,0.0,6.506547,413.3467,93.82062
2022-01-10 00:00:24,8.48744,0.0,6.520187,413.0194,93.81516
2022-01-10 00:00:26,8.470245,0.0,6.520187,412.8011,93.81516
2022-01-10 00:00:28,8.478843,0.3646228,6.506547,413.8378,93.81516
2022-01-10 00:00:30,8.48744,-0.3646228,6.520187,413.2922,93.82607
2022-01-10 00:00:32,8.504635,0.3646228,6.520187,413.2922,93.81516
2022-01-10 00:00:34,8.48744,0.0,6.533828,413.7287,93.81516
2022-01-10 00:00:36,8.496037,1.093868,6.506547,413.3467,93.81516
2022-01-10 00:00:38,8.469148,0.3646228,6.533828,413.4559,93.81516
2022-01-10 00:00:40,8.460549,0.3646228,6.520187,413.7287,93.81516
2022-01-10 00:00:42,8.496037,-0.3646228,6.547469,412.7466,93.81516
2022-01-10 00:00:44,8.477745,-0.7292457,6.533828,413.4832,93.81516
2022-01-10 00:00:46,8.470245,0.0,6.520187,413.3467,93.81516
2022-01-10 00:00:48,8.496037,0.7292457,6.520187,413.1285,93.81516
2022-01-10 00:00:50,8.503536,0.7292457,6.520187,412.8011,93.81516
2022-01-10 00:00:52,8.451952,0.7292457,6.506547,414.0015,93.81516
2022-01-10 00:00:54,8.486342,0.7292457,6.520187,413.8378,93.81516
2022-01-10 00:00:56,8.451952,0.0,6.506547,413.565,93.81516
2022-01-10 00:00:58,8.488507,0.0,6.533828,413.6741,93.81516
2022-01-10 00:01:00,8.443355,0.7292457,6.492907,412.7466,93.81516
2022-01-10 00:01:02,8.478843,0.3646228,6.492907,412.9648,93.81516
2022-01-10 00:01:04,8.486342,0.7292457,6.506547,413.1285,93.81516
2022-01-10 00:01:06,8.49494,0.3646228,6.533828,412.5283,93.81516
2022-01-10 00:01:08,8.478843,0.0,6.506547,413.8105,93.81516
2022-01-10 00:01:10,8.477745,0.3646228,6.492907,414.247,93.81516
2022-01-10 00:01:12,8.486342,1.093868,6.492907,412.883,93.81516
2022-01-10 00:01:14,8.497105,0.0,6.492907,413.4559,93.81516
2022-01-10 00:01:16,8.48744,0.7292457,6.506547,412.692,93.81516
2022-01-10 00:01:18,8.442255,0.3646224,6.506739,412.6938,93.81557
2022-01-10 00:01:20,8.443383,0.0,6.493097,413.7306,93.81557
2022-01-10 00:01:22,8.46058,-0.3646224,6.479457,414.1671,93.81557
2022-01-10 00:01:24,8.451982,-0.3646224,6.493097,413.4032,93.81557
2022-01-10 00:01:26,8.469177,0.3646224,6.52038,413.6215,93.81557
2022-01-10 00:01:28,8.476645,0.3646224,6.506739,413.5123,93.81557
2022-01-10 00:01:30,8.494969,0.3646224,6.506739,412.6938,93.81557
2022-01-10 00:01:32,8.49384,0.0,6.506739,412.6393,93.81557
2022-01-10 00:01:34,8.451982,0.0,6.506739,413.2395,93.81557
2022-01-10 00:01:36,8.459451,0.7292448,6.52038,413.2941,93.82102
2022-01-10 00:01:38,8.459451,0.7292448,6.493097,413.1849,93.81557
2022-01-10 00:01:40,8.416461,-0.3646224,6.506739,413.1304,93.81557
2022-01-10 00:01:42,8.433657,0.3646224,6.506739,414.0034,93.82102
2022-01-10 00:01:44,8.389567,0.0,6.493097,414.4399,93.81557
2022-01-10 00:01:46,8.442255,0.3646224,6.506739,413.4578,93.81557
2022-01-10 00:01:48,8.433657,0.3646224,6.506739,413.4032,93.81557
2022-01-10 00:01:50,8.476645,0.3646224,6.493097,413.8943,93.81557
2022-01-10 00:01:52,8.433657,0.0,6.52038,413.7306,93.81557
2022-01-10 00:01:54,8.468048,0.0,6.493097,413.0212,93.81557
2022-01-10 00:01:56,8.450853,0.0,6.52038,413.2941,93.81557
2022-01-10 00:01:58,8.415364,-0.3646224,6.506739,412.7757,93.81557
2022-01-10 00:02:00,8.468048,0.3646224,6.493097,413.1849,93.81557
2022-01-10 00:02:02,8.449757,0.0,6.493097,413.4032,93.81557
2022-01-10 00:02:04,8.468048,0.7292448,6.506739,413.7306,93.82102
2022-01-10 00:02:06,8.475549,0.3646224,6.493097,414.1125,93.81557
2022-01-10 00:02:08,8.442255,0.0,6.506739,412.4483,93.81557
2022-01-10 00:02:10,8.442255,0.0,6.493097,413.4032,93.81557
2022-01-10 00:02:12,8.450853,0.0,6.52038,412.994,93.81557
2022-01-10 00:02:14,8.433657,0.3646224,6.506739,413.2395,93.81557
2022-01-10 00:02:16,8.441158,0.7292448,6.506739,413.8943,93.81557
2022-01-10 00:02:18,8.423962,0.3646224,6.506739,413.2941,93.81557
2022-01-10 00:02:20,8.398167,0.0,6.52038,412.4211,93.81557
2022-01-10 00:02:22,8.43256,0.0,6.52038,413.5123,93.81557
2022-01-10 00:02:24,8.433657,1.093867,6.53402,414.058,93.81557
2022-01-10 00:02:26,8.43256,0.3646224,6.53402,414.2216,93.81557
2022-01-10 00:02:28,8.423962,0.0,6.53402,414.2762,93.81557
2022-01-10 00:02:30,8.398167,0.3646224,6.53402,413.5123,93.81557
2022-01-10 00:02:32,8.407863,-0.3646224,6.52038,412.8303,93.82102
2022-01-10 00:02:34,8.415364,-0.3646224,6.52038,413.4032,93.81557
2022-01-10 00:02:36,8.389567,0.7292448,6.52038,413.676,93.81557
2022-01-10 00:02:38,8.415364,0.3646224,6.52038,414.549,93.81557
2022-01-10 00:02:40,8.380968,0.3646224,6.53402,414.3035,93.81557
2022-01-10 00:02:42,8.390665,0.0,6.53402,413.5669,93.81557
2022-01-10 00:02:44,8.374003,-0.3646224,6.547662,413.2122,93.81557
2022-01-10 00:02:46,8.380968,0.3646224,6.53402,412.5847,93.81557
2022-01-10 00:02:48,8.389567,1.093867,6.52038,413.1304,93.81557
2022-01-10 00:02:50,8.406765,0.7292448,6.52038,413.2395,93.81557
2022-01-10 00:02:52,8.389567,0.3646224,6.479457,412.803,93.81557
2022-01-10 00:02:54,8.389567,0.3646224,6.52038,413.4032,93.81557
2022-01-10 00:02:56,8.388501,-0.3646224,6.53402,413.2941,93.81557
2022-01-10 00:02:58,8.371304,0.0,6.52038,412.5302,93.81557
2022-01-10 00:03:00,8.389567,0.3646224,6.506739,413.676,93.81557
2022-01-10 00:03:02,8.398167,1.093867,6.52038,414.1671,93.81557
2022-01-10 00:03:04,8.364867,-0.7292448,6.506739,413.5123,93.81557
2022-01-10 00:03:06,8.354105,0.0,6.506739,414.2216,93.81557
2022-01-10 00:03:08,8.362704,-0.7292448,6.52038,412.5847,93.81557
2022-01-10 00:03:10,8.336905,0.7292447,6.520534,413.9503,93.81589
2022-01-10 00:03:12,8.336905,0.7292447,6.493251,413.5684,93.81589
2022-01-10 00:03:14,8.353037,0.7292447,6.547816,412.9682,93.81589
2022-01-10 00:03:16,8.3885,0.0,6.520534,413.2956,93.81589
2022-01-10 00:03:18,8.414296,0.3646224,6.520534,413.4047,93.81589
2022-01-10 00:03:20,8.397099,0.3646224,6.506892,413.2137,93.81589
2022-01-10 00:03:22,8.405698,0.3646224,6.534175,413.0227,93.81589
