timestamp,temp.air.ambient.c,par.ambient.umol_m2_s1,conc.h2o.irga.ambient.mmol_mol,conc.co2.irga.ambient.umol_mol,P.irga.kPa
2022-01-13 00:00:04,9.605278,0.0,4.392901,414.4201,93.94814
2022-01-13 00:00:06,9.612823,0.3646064,4.406543,414.2018,93.94814
2022-01-13 00:00:08,9.638556,0.0,4.420186,414.3383,93.94814
2022-01-13 00:00:10,9.638556,0.7292128,4.406543,413.738,93.94814
2022-01-13 00:00:12,9.611805,0.0,4.420186,413.1377,93.94814
2022-01-13 00:00:14,9.657749,0.3646064,4.420186,414.3383,93.94814
2022-01-13 00:00:16,9.605278,0.3646064,4.420186,414.2837,93.94814
2022-01-13 00:00:18,9.614859,0.7292128,4.406543,412.8103,93.94814
2022-01-13 00:00:20,9.579542,0.0,4.392901,413.9563,93.94814
2022-01-13 00:00:22,9.560333,0.0,4.406543,415.4843,93.94814
2022-01-13 00:00:24,9.543174,-0.3646064,4.406543,414.2837,93.94814
2022-01-13 00:00:26,9.579542,0.0,4.392901,414.0654,93.94814
2022-01-13 00:00:28,9.56135,-0.7292128,4.392901,414.5565,93.95905
2022-01-13 00:00:30,9.544191,-0.3646064,4.392901,414.2291,93.95905
2022-01-13 00:00:32,9.570963,0.0,4.406543,413.1923,93.94814
2022-01-13 00:00:34,9.568912,-0.7292128,4.420186,413.929,93.94814
2022-01-13 00:00:36,9.587087,-1.093819,4.392901,414.3383,93.94814
2022-01-13 00:00:38,9.56135,-0.7292128,4.392901,414.5565,93.94814
2022-01-13 00:00:40,9.553804,-0.7292128,4.392901,414.0109,93.94814
2022-01-13 00:00:42,9.553804,-0.3646064,4.379258,413.4651,93.94814
2022-01-13 00:00:44,9.510907,-0.3646064,4.379258,414.9658,93.94814
2022-01-13 00:00:46,9.502327,0.0,4.406544,414.6111,93.94814
2022-01-13 00:00:48,9.459425,-0.7292123,4.379259,414.0927,93.94814
2022-01-13 00:00:50,9.413495,-0.3646061,4.379259,414.502,93.94814
2022-01-13 00:00:52,9.433681,0.0,4.379259,414.2837,93.94814
2022-01-13 00:00:54,9.423049,-0.7292123,4.392901,414.884,93.94814
2022-01-13 00:00:56,9.443297,0.0,4.365616,413.9017,93.95906
2022-01-13 00:00:58,9.450844,0.7292123,4.392901,414.8294,93.94814
2022-01-13 00:01:00,9.372606,-0.3646061,4.392901,415.266,93.94814
2022-01-13 00:01:02,9.407938,0.3646061,4.392901,414.693,93.94814
2022-01-13 00:01:04,9.416519,0.3646061,4.406544,414.12,93.94814
2022-01-13 00:01:06,9.399355,0.3646061,4.406544,414.884,93.94814
2022-01-13 00:01:08,9.406934,0.3646061,4.406544,414.9385,93.94814
2022-01-13 00:01:10,9.398353,0.3646061,4.392901,414.12,93.94814
2022-01-13 00:01:12,9.424097,0.3646061,4.392901,414.8294,93.94814
2022-01-13 00:01:14,9.406934,-0.3646061,4.379259,414.9113,93.95906
2022-01-13 00:01:16,9.398353,-0.3646061,4.392901,413.8744,93.94814
2022-01-13 00:01:18,9.450844,0.0,4.379259,414.2291,93.9536
2022-01-13 00:01:20,9.442264,-1.093818,4.392901,414.5565,93.9536
2022-01-13 00:01:22,9.423049,-1.093818,4.406544,415.1568,93.95906
2022-01-13 00:01:24,9.441259,-0.3646061,4.379259,415.266,93.94814
2022-01-13 00:01:26,9.423049,-0.3646061,4.392901,413.4651,93.95906
2022-01-13 00:01:28,9.440211,0.0,4.379259,415.9208,93.94814
2022-01-13 00:01:30,9.450844,-0.3646061,4.379259,414.3929,93.94814
2022-01-13 00:01:32,9.441259,0.3646061,4.392901,413.7926,93.94814
2022-01-13 00:01:34,9.467003,0.7292123,4.392901,414.311,93.94814
2022-01-13 00:01:36,9.484162,0.3646061,4.392901,413.738,93.94814
2022-01-13 00:01:38,9.484162,0.0,4.406544,413.8199,93.94814
2022-01-13 00:01:40,9.492743,0.3646061,4.379259,413.5743,93.94814
2022-01-13 00:01:42,9.475583,0.3646061,4.379259,414.12,93.94814
2022-01-13 00:01:44,9.467003,0.0,4.406544,414.884,93.94814
2022-01-13 00:01:46,9.474534,-0.3646061,4.379259,415.075,93.94814
2022-01-13 00:01:48,9.492743,0.0,4.392901,412.4283,93.94814
2022-01-13 00:01:50,9.493747,-0.7292123,4.392901,414.502,93.94814
2022-01-13 00:01:52,9.485167,-0.7292123,4.392901,414.884,93.94814
2022-01-13 00:01:54,9.440211,0.0,4.392901,414.3656,93.9536
2022-01-13 00:01:56,9.467003,0.0,4.379259,414.8294,93.94814
2022-01-13 00:01:58,9.450844,0.0,4.406544,414.3929,93.95906
2022-01-13 00:02:00,9.475583,-0.3646061,4.392901,414.7748,93.94814
2022-01-13 00:02:02,9.467003,0.7292123,4.392901,413.9836,93.94814
2022-01-13 00:02:04,9.492743,0.7292123,4.392901,414.0109,93.94814
2022-01-13 00:02:06,9.474534,0.0,4.406544,414.502,93.94814
2022-01-13 00:02:08,9.492743,0.7292123,4.406544,413.9017,93.94814
2022-01-13 00:02:10,9.509904,0.3646061,4.392901,413.2742,93.94814
2022-01-13 00:02:12,9.465954,-0.3646061,4.392901,415.5934,93.94814
2022-01-13 00:02:14,9.457374,0.0,4.365616,413.8471,93.94814
2022-01-13 00:02:16,9.474534,0.0,4.406544,415.9208,93.94814
2022-01-13 00:02:18,9.442264,0.0,4.392901,413.5743,93.94814
2022-01-13 00:02:20,9.43163,0.0,4.392901,414.2018,93.94814
2022-01-13 00:02:22,9.425101,-1.093818,4.406544,414.0109,93.94814
2022-01-13 00:02:24,9.459425,0.3646061,4.392901,414.2837,93.95906
2022-01-13 00:02:26,9.415516,-0.3646061,4.392901,414.0109,93.94814
2022-01-13 00:02:28,9.416519,-0.3646061,4.420187,414.2291,93.94814
2022-01-13 00:02:30,9.423049,0.0,4.406544,414.2291,93.94814
2022-01-13 00:02:32,9.441259,0.0,4.420187,414.0654,93.9536
2022-01-13 00:02:34,9.467003,0.3646061,4.420187,414.3929,93.94814
2022-01-13 00:02:36,9.458422,-0.3646061,4.392901,414.9385,93.94814
2022-01-13 00:02:38,9.465954,0.7292138,4.406545,414.4747,93.94815
2022-01-13 00:02:40,9.45637,0.7292138,4.420187,414.2837,93.94815
2022-01-13 00:02:42,9.466972,0.3646069,4.420187,414.6111,93.94815
