"TOA5","CR1000_SF","CR1000","23362","CR1000.Std.16","CPU:SF_CR1000_sep2021.CR1","14049","PARdata"
"TIMESTAMP","RECORD","par_Avg(1)","par_Avg(2)","par_Avg(3)","par_Avg(4)","par_Avg(5)","par_Avg(6)","par_Avg(7)","par_Avg(8)","par_Avg(9)","par_Avg(10)","par_Avg(11)","par_Avg(12)","par_Avg(13)","par_Avg(14)","par_Avg(15)","par_Avg(16)","par_Avg(17)","par_Avg(18)","par_Avg(19)","par_Avg(20)","par_Avg(21)","par_Avg(22)","par_Avg(23)","par_Avg(24)","par_Avg(25)","par_Avg(26)","par_Avg(27)","par_Avg(28)","par_Avg(29)","par_Avg(30)","par_Avg(31)","par_Avg(32)"
"TS","RN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2022-01-13 00:01:00",59511,151.2263,-0.1370424,0.06852122,-15.07467,-0.1370424,0.1370424,0.2055636,19.59707,13.5672,51.11683,65.71185,-0.1370424,0.6166909,10.82635,27.54553,-0.4796485,18.43221,28.36778,47.07408,55.29662,67.08227,78.25123,92.3666,101.0003,116.0749,122.1733,135.3294,142.0445,153.4875,161.0249,173.4957,179.4571
"2022-01-13 00:02:00",59512,159.4489,0.1370424,-0.06852122,-24.73616,-0.1370424,0.2740849,0,13.36164,15.34875,20.83045,32.68462,0.4111273,-1.370424,12.47086,25.28433,-0.2055636,12.2653,24.73616,40.77012,47.82781,58.85973,71.67319,84.82927,94.35371,109.2228,115.8009,128.9569,135.8091,146.7039,154.1042,166.438,171.7142
"2022-01-13 00:03:00",59513,152.4597,0.06852122,-0.1370424,-28.57335,-0.2740849,0,-0.6166909,14.04685,13.77276,29.12152,43.23689,-0.2740849,-0.8907758,11.16896,26.86032,-0.2055636,6.646558,17.81552,39.19414,45.70365,58.24303,70.02869,84.2811,93.25738,108.2635,114.773,128.1347,136.0146,147.7317,156.2969,167.7399,174.6606
"2022-01-13 00:04:00",59514,154.2413,0.2055636,-0.1370424,-25.69546,-0.2055636,-0.1370424,-0.7537334,15.75988,15.14319,29.87525,41.45534,-0.3426061,1.233382,27.68257,40.29047,-0.1370424,8.359589,21.58418,38.02927,46.73147,56.94113,70.57685,82.97919,93.59998,107.7839,115.5268,128.5458,136.4943,147.3891,156.4339,168.6307,174.3865
"2022-01-13 00:05:00",59515,156.4339,-0.2055636,-0.2740849,-20.48784,-0.06852122,-0.2740849,0.1370424,4.042752,12.33382,17.67847,33.30131,0,1.918594,13.49868,29.94377,0.3426061,8.085504,19.11742,40.83865,48.37598,58.51712,75.99003,84.07553,98.80759,108.4006,121.077,129.231,142.1815,148.417,161.8471,168.6992,179.6626
"2022-01-13 00:06:00",59516,159.5859,0.2055636,0,-14.11537,0.2055636,0,0,5.207613,9.59297,42.9628,58.17451,-0.06852122,1.164861,10.89487,27.54553,-0.2055636,14.04685,24.5306,43.16837,50.29457,62.28579,73.79735,87.43307,95.99822,111.4155,117.4454,130.3273,136.9054,148.0058,155.2691,167.6714,173.2216
"2022-01-13 00:07:00",59517,153.419,0.2740849,-0.1370424,-22.13235,0.2740849,0.2740849,0,12.6079,5.413176,-0.8907758,9.935576,-0.06852122,-1.781552,12.53938,23.43426,-0.06852122,10.82635,25.96954,37.89223,48.78711,55.77627,71.39911,80.44391,93.3259,103.5356,114.4304,123.0641,133.6164,140.0574,151.5689,159.2433,168.2196
"2022-01-13 00:08:00",59518,146.7724,-0.06852122,-0.2055636,-20.41932,-0.1370424,0.1370424,-0.6166909,19.3915,-5.413176,18.70629,29.19004,0,-1.438946,10.41523,21.85827,0,9.730013,25.35285,35.90512,49.88345,55.98183,73.04362,80.99208,95.17597,104.7689,115.8694,123.1326,134.9868,140.4685,152.7338,158.9007,169.3159
"2022-01-13 00:09:00",59519,146.9095,-0.06852122,-0.1370424,-25.42137,0.06852122,0.2055636,-0.3426061,11.58009,8.359589,16.10249,27.20292,0.2055636,-0.6852121,20.14524,31.93089,-0.06852122,10.14114,24.18799,41.93499,51.32239,60.09311,74.68813,85.30891,96.61491,108.2635,116.8972,127.3124,136.1517,145.0594,154.995,165.2047,172.5364
"2022-01-13 00:10:00",59520,152.5968,0.06852122,-0.2055636,-30.14934,-0.2740849,0.4111273,0.6852121,14.11537,26.24363,28.57335,41.86646,0.2055636,0.9592971,22.06383,35.97364,0.1370424,13.84129,25.96954,45.90921,53.44655,64.54699,77.36045,90.44801,100.041,114.0878,120.9399,133.7534,140.6741,151.706,159.7915,172.4679,178.1552
"2022-01-13 00:11:00",59521,158.147,0.2055636,-0.1370424,-22.40644,0,0.2740849,0.2740849,11.16896,14.45798,12.95051,23.29721,-0.2055636,1.644509,12.2653,23.16017,0.2055636,10.20966,25.42137,39.46822,51.59648,58.10599,74.13995,82.63659,95.65562,105.1115,115.8009,124.229,135.2609,141.4278,153.1449,160.9563,170.9604
