"TOA5","CR1000","CR1000","72154","CR1000.Std.28","CPU:Rafat_21_10_2020_Jonathan.CR1","4579","FlowData"
"TIMESTAMP","RECORD","FlowMeter(1)","FlowMeter(2)"
"TS","RN","",""
"","","Smp","Smp"
"2021-03-03 08:00:16",979256,9.777759,4.453736
"2021-03-03 08:00:18",979257,9.790034,4.36848
"2021-03-03 08:00:20",979258,9.803676,4.443505
"2021-03-03 08:00:22",979259,9.81868,4.054741
"2021-03-03 08:00:24",979260,9.81868,4.187739
"2021-03-03 08:00:26",979261,9.814589,4.320737
"2021-03-03 08:00:28",979262,9.820045,4.378711
"2021-03-03 08:00:30",979263,9.832322,4.105894
"2021-03-03 08:00:32",979264,9.830957,4.344609
"2021-03-03 08:00:34",979265,9.83505,4.109304
"2021-03-03 08:00:36",979266,9.824137,4.460556
"2021-03-03 08:00:38",979267,9.83505,4.450325
"2021-03-03 08:00:40",979268,9.865059,4.460556
"2021-03-03 08:00:42",979269,9.846903,4.460364
"2021-03-03 08:00:44",979270,9.861908,4.443314
"2021-03-03 08:00:46",979271,9.861908,4.416034
"2021-03-03 08:00:48",979272,9.859179,4.272811
"2021-03-03 08:00:50",979273,9.857815,4.109128
"2021-03-03 08:00:52",979274,9.844175,4.2353
"2021-03-03 08:00:54",979275,9.859179,4.361473
"2021-03-03 08:00:56",979276,9.881003,4.446724
"2021-03-03 08:00:58",979277,9.860543,4.347832
"2021-03-03 08:01:00",979278,9.87282,4.323962
"2021-03-03 08:01:02",979279,9.859179,4.443314
"2021-03-03 08:01:04",979280,9.857815,4.344422
"2021-03-03 08:01:06",979281,9.861908,4.327372
"2021-03-03 08:01:08",979282,9.882368,4.180739
"2021-03-03 08:01:10",979283,9.891915,4.129588
"2021-03-03 08:01:12",979284,9.871455,4.450134
"2021-03-03 08:01:14",979285,9.874183,4.085257
"2021-03-03 08:01:16",979286,9.890553,4.412623
"2021-03-03 08:01:18",979287,9.91374,4.156868
"2021-03-03 08:01:20",979288,9.901464,4.105718
"2021-03-03 08:01:22",979289,9.890553,4.163689
"2021-03-03 08:01:24",979290,9.871455,4.358062
"2021-03-03 08:01:26",979291,9.879639,4.398983
"2021-03-03 08:01:28",979292,9.890553,4.351242
"2021-03-03 08:01:30",979293,9.870091,4.344422
"2021-03-03 08:01:32",979294,9.868727,4.388753
"2021-03-03 08:01:34",979295,9.874183,4.187559
"2021-03-03 08:01:36",979296,9.865999,4.279631
"2021-03-03 08:01:38",979297,9.876911,4.371703
"2021-03-03 08:01:40",979298,9.852359,4.344422
"2021-03-03 08:01:42",979299,9.896008,4.2012
"2021-03-03 08:01:44",979300,9.89328,4.19779
"2021-03-03 08:01:46",979301,9.898736,4.344422
