"TOA5","CR1000","CR1000","72154","CR1000.Std.28","CPU:Rafat_21_10_2020_Jonathan.CR1","4579","FlowData"
"TIMESTAMP","RECORD","FlowMeter(1)","FlowMeter(2)"
"TS","RN","",""
"","","Smp","Smp"
"2021-03-03 00:00:16",964856,8.828212,4.020574
"2021-03-03 00:00:18",964857,8.843216,3.959191
"2021-03-03 00:00:20",964858,8.856857,4.221773
"2021-03-03 00:00:22",964859,8.86777,4.204722
"2021-03-03 00:00:24",964860,8.892323,4.276335
"2021-03-03 00:00:26",964861,8.859586,4.218363
"2021-03-03 00:00:28",964862,8.895051,4.283155
"2021-03-03 00:00:30",964863,8.886867,4.235414
"2021-03-03 00:00:32",964864,8.884138,4.293386
"2021-03-03 00:00:34",964865,8.922333,3.979652
"2021-03-03 00:00:36",964866,8.892323,4.020574
"2021-03-03 00:00:38",964867,8.873226,4.242234
"2021-03-03 00:00:40",964868,8.922333,4.225183
"2021-03-03 00:00:42",964869,8.905963,4.276335
"2021-03-03 00:00:44",964870,8.892323,4.293386
"2021-03-03 00:00:46",964871,8.895051,4.218363
"2021-03-03 00:00:48",964872,8.930516,4.286566
"2021-03-03 00:00:50",964873,8.903234,4.303617
"2021-03-03 00:00:52",964874,8.927789,4.16721
"2021-03-03 00:00:54",964875,8.908691,4.006933
"2021-03-03 00:00:56",964876,8.942794,4.269515
"2021-03-03 00:00:58",964877,8.97381,4.047694
"2021-03-03 00:01:00",964878,8.926069,3.982903
"2021-03-03 00:01:02",964879,8.954713,4.095434
"2021-03-03 00:01:04",964880,8.975173,3.941983
"2021-03-03 00:01:06",964881,8.976538,4.180685
"2021-03-03 00:01:08",964882,8.935617,4.330726
"2021-03-03 00:01:10",964883,8.941073,4.313675
"2021-03-03 00:01:12",964884,8.941073,4.306855
"2021-03-03 00:01:14",964885,8.964261,4.327316
"2021-03-03 00:01:16",964886,8.953349,4.354596
"2021-03-03 00:01:18",964887,8.951985,4.310266
"2021-03-03 00:01:20",964888,8.96017,4.272755
"2021-03-03 00:01:22",964889,8.954713,4.218195
"2021-03-03 00:01:24",964890,8.951985,4.262525
"2021-03-03 00:01:26",964891,8.951985,4.262525
"2021-03-03 00:01:28",964892,8.969717,4.303445
"2021-03-03 00:01:30",964893,8.949257,4.242065
"2021-03-03 00:01:32",964894,8.965626,4.238655
"2021-03-03 00:01:34",964895,8.964261,4.221605
"2021-03-03 00:01:36",964896,8.951985,4.289805
"2021-03-03 00:01:38",964897,8.923341,4.252295
"2021-03-03 00:01:40",964898,8.958805,4.262525
"2021-03-03 00:01:42",964899,8.946529,4.051104
"2021-03-03 00:01:44",964900,8.941073,4.327316
"2021-03-03 00:01:46",964901,8.962898,3.993134
