timestamp,RECORD,TcRafat_Avg(1),TcRafat_Avg(2),TcRafat_Avg(3),TcRafat_Avg(4),TcRafat_Avg(5),TcRafat_Avg(6)
2021-04-01 00:03:00,73924,7.394899,7.547398,8.053088,7.425905,,20.13661
2021-04-01 00:04:00,73925,7.422227,7.576294,8.173792,7.673894,,20.14676
2021-04-01 00:05:00,73926,7.439418,7.606375,7.981182,7.488185,,20.14016
2021-04-01 00:06:00,73927,7.461583,7.618159,7.88927,7.368193,,20.17453
2021-04-01 00:07:00,73928,7.476727,7.627721,7.694305,7.162576,,20.19242
2021-04-01 00:08:00,73929,7.49368,7.634243,8.056702,7.226442,,20.21256
2021-04-01 00:09:00,73930,7.636913,8.110349,8.236392,7.388353,,20.13994
2021-04-01 00:10:00,73931,7.760581,8.177929,8.324507,7.44994,,20.12448
2021-04-01 00:11:00,73932,7.878576,8.274953,8.448094,7.747982,,20.1065
2021-04-01 00:12:00,73933,7.689854,8.09467,7.958791,7.497993,,20.19623
2021-04-01 00:13:00,73934,7.746497,8.14605,7.565424,7.23257,,20.1211
2021-04-01 00:14:00,73935,7.898987,8.227557,7.566332,7.217487,,20.16386
2021-04-01 00:15:00,73936,7.815827,8.174115,7.564139,7.202193,,20.15347
2021-04-01 00:16:00,73937,7.80375,8.17346,7.572585,7.203732,,20.11833
2021-04-01 00:17:00,73938,7.850365,8.176517,7.578728,7.224152,,20.07468
2021-04-01 00:18:00,73939,7.839952,8.208897,7.599948,7.220417,,20.16395
2021-04-01 00:19:00,73940,7.949655,8.272485,7.611858,7.234437,,20.13003
2021-04-01 00:20:00,73941,7.91553,8.271336,7.656897,7.289199,,20.12242
2021-04-01 00:21:00,73942,7.903674,8.235288,7.688311,7.321078,,20.11364
2021-04-01 00:22:00,73943,7.709322,8.071239,7.691162,7.281692,,20.13572
2021-04-01 00:23:00,73944,7.635945,8.009789,7.791212,7.399778,,20.08716
2021-04-01 00:24:00,73945,7.777854,8.173477,7.63271,7.349184,,20.12262
2021-04-01 00:25:00,73946,7.771319,8.094742,7.688652,7.237163,,20.11537
2021-04-01 00:26:00,73947,7.779693,8.075166,7.781041,7.32639,,20.17614
2021-04-01 00:27:00,73948,7.695498,8.03025,7.826311,7.355721,,20.14122
2021-04-01 00:28:00,73949,7.653332,8.065542,7.550331,7.191124,,20.16246
2021-04-01 00:29:00,73950,7.726859,8.135811,7.721896,7.397989,,20.13402
2021-04-01 00:30:00,73951,7.774198,8.17791,7.830865,7.579616,,20.14523
2021-04-01 00:31:00,73952,7.983217,8.300469,7.962075,7.610777,,20.17454
2021-04-01 00:32:00,73953,7.894313,8.247007,7.784209,7.472388,,20.19547
