timestamp,RECORD,FlowMeter(1),FlowMeter(2)
2022-01-12 00:00:00,1740489,7.858116,3.359481
2022-01-12 00:00:02,1740490,7.867665,3.30491
2022-01-12 00:00:04,1740491,7.884037,3.30491
2022-01-12 00:00:06,1740492,7.879944,3.294679
2022-01-12 00:00:08,1740493,7.851295,3.482264
2022-01-12 00:00:10,1740494,7.829466,3.379944
2022-01-12 00:00:12,1740495,7.851295,3.376534
2022-01-12 00:00:14,1740496,7.873122,3.30491
2022-01-12 00:00:16,1740497,7.848566,3.396998
2022-01-12 00:00:18,1740498,7.845837,3.444747
2022-01-12 00:00:20,1740499,7.845837,3.427693
2022-01-12 00:00:22,1740500,7.858116,3.165074
2022-01-12 00:00:24,1740501,7.87858,3.161664
2022-01-12 00:00:26,1740502,7.87858,3.212823
2022-01-12 00:00:28,1740503,7.862208,3.376534
2022-01-12 00:00:30,1740504,7.905865,3.318553
2022-01-12 00:00:32,1740505,7.886765,3.328785
2022-01-12 00:00:34,1740506,7.841744,3.427693
2022-01-12 00:00:36,1740507,7.864937,3.352659
2022-01-12 00:00:38,1740508,7.879944,3.294679
2022-01-12 00:00:40,1740509,7.9045,3.24693
2022-01-12 00:00:42,1740510,7.874487,3.168485
2022-01-12 00:00:44,1740511,7.884037,3.328785
2022-01-12 00:00:46,1740512,7.884037,3.369712
2022-01-12 00:00:48,1740513,7.929057,3.233287
2022-01-12 00:00:50,1740514,7.907229,3.379944
2022-01-12 00:00:52,1740515,7.900408,3.369712
2022-01-12 00:00:54,1740516,7.903136,3.339017
2022-01-12 00:00:56,1740517,7.879944,3.260572
2022-01-12 00:00:58,1740518,7.873122,3.298089
2022-01-12 00:01:00,1740519,7.884037,3.35607
2022-01-12 00:01:02,1740520,7.852659,3.366302
2022-01-12 00:01:04,1740521,7.884037,3.437925
2022-01-12 00:01:06,1740522,7.874487,3.482264
2022-01-12 00:01:08,1740523,7.889493,3.407229
2022-01-12 00:01:10,1740524,7.845837,3.233287
2022-01-12 00:01:12,1740525,7.889493,3.414051
2022-01-12 00:01:14,1740526,7.896315,3.165074
2022-01-12 00:01:16,1740527,7.875851,3.339017
2022-01-12 00:01:18,1740528,7.855387,3.376534
2022-01-12 00:01:20,1740529,7.875851,3.359481
2022-01-12 00:01:22,1740530,7.873122,3.478853
2022-01-12 00:01:24,1740531,7.892222,3.352659
2022-01-12 00:01:26,1740532,7.875851,3.274215
2022-01-12 00:01:28,1740533,7.877215,3.30491
2022-01-12 00:01:30,1740534,7.885401,3.25034
2022-01-12 00:01:32,1740535,7.873122,3.345838
2022-01-12 00:01:34,1740536,7.896315,3.315142
2022-01-12 00:01:36,1740537,7.874487,3.321964
2022-01-12 00:01:38,1740538,7.881308,3.318553
2022-01-12 00:01:40,1740539,7.919507,3.478853
2022-01-12 00:01:42,1740540,7.912686,3.335606
2022-01-12 00:01:44,1740541,7.900408,3.451568
2022-01-12 00:01:46,1740542,7.884037,3.178717
2022-01-12 00:01:48,1740543,7.900408,3.137789
2022-01-12 00:01:50,1740544,7.875851,3.229876
2022-01-12 00:01:52,1740545,7.919507,3.383355
2022-01-12 00:01:54,1740546,7.881308,3.171895
2022-01-12 00:01:56,1740547,7.874487,3.386766
2022-01-12 00:01:58,1740548,7.916779,3.489085
2022-01-12 00:02:00,1740549,7.885401,3.325374
2022-01-12 00:02:02,1740550,7.892222,3.509549
2022-01-12 00:02:04,1740551,7.911322,3.19577
2022-01-12 00:02:06,1740552,7.884037,3.226466
2022-01-12 00:02:08,1740553,7.897679,3.171895
2022-01-12 00:02:10,1740554,7.884037,3.396998
2022-01-12 00:02:12,1740555,7.900408,3.298089
2022-01-12 00:02:14,1740556,7.889493,3.291268
2022-01-12 00:02:16,1740557,7.873122,3.454978
2022-01-12 00:02:18,1740558,7.896315,3.369712
2022-01-12 00:02:20,1740559,7.926329,3.318553
2022-01-12 00:02:22,1740560,7.900408,3.376534
2022-01-12 00:02:24,1740561,7.889493,3.4618
2022-01-12 00:02:26,1740562,7.888129,3.298089
2022-01-12 00:02:28,1740563,7.93315,3.212823
2022-01-12 00:02:30,1740564,7.927693,3.209413
2022-01-12 00:02:32,1740565,7.889493,3.257161
2022-01-12 00:02:34,1740566,7.91405,3.339017
2022-01-12 00:02:36,1740567,7.886765,3.369712
2022-01-12 00:02:38,1740568,7.884037,3.376534
2022-01-12 00:02:40,1740569,7.911322,3.4618
2022-01-12 00:02:42,1740570,7.900408,3.499317
2022-01-12 00:02:44,1740571,7.889493,3.478853
2022-01-12 00:02:46,1740572,7.885401,3.281036
2022-01-12 00:02:48,1740573,7.897679,3.165074
2022-01-12 00:02:50,1740574,7.870394,3.19577
2022-01-12 00:02:52,1740575,7.905865,3.335606
2022-01-12 00:02:54,1740576,7.893586,3.178717
2022-01-12 00:02:56,1740577,7.884037,3.359481
2022-01-12 00:02:58,1740578,7.896315,3.420872
2022-01-12 00:03:00,1740579,7.899044,3.328785
2022-01-12 00:03:02,1740580,7.885401,3.321964
2022-01-12 00:03:04,1740581,7.897679,3.243519
2022-01-12 00:03:06,1740582,7.870394,3.260572
2022-01-12 00:03:08,1740583,7.889493,3.185538
2022-01-12 00:03:10,1740584,7.892222,3.366302
2022-01-12 00:03:12,1740585,7.900408,3.332196
2022-01-12 00:03:14,1740586,7.907229,3.335606
2022-01-12 00:03:16,1740587,7.896315,3.420872
2022-01-12 00:03:18,1740588,7.907229,3.339017
2022-01-12 00:03:20,1740589,7.892222,3.339017
2022-01-12 00:03:22,1740590,7.892222,3.335606
2022-01-12 00:03:24,1740591,7.889493,3.448157
2022-01-12 00:03:26,1740592,7.892222,3.448157
2022-01-12 00:03:28,1740593,7.893586,3.315142
2022-01-12 00:03:30,1740594,7.907229,3.345838
2022-01-12 00:03:32,1740595,7.900408,3.318553
2022-01-12 00:03:34,1740596,7.851295,3.441336
2022-01-12 00:03:36,1740597,7.809002,3.403819
2022-01-12 00:03:38,1740598,7.862208,3.219644
2022-01-12 00:03:40,1740599,7.856751,3.431104
2022-01-12 00:03:42,1740600,7.866301,3.492496
2022-01-12 00:03:44,1740601,7.867665,3.178717
2022-01-12 00:03:46,1740602,7.856751,3.345838
2022-01-12 00:03:48,1740603,7.844473,3.373123
2022-01-12 00:03:50,1740604,7.851295,3.509549
2022-01-12 00:03:52,1740605,7.879944,3.315142
2022-01-12 00:03:54,1740606,7.851295,3.339017
2022-01-12 00:03:56,1740607,7.824009,3.414051
2022-01-12 00:03:58,1740608,7.845837,3.308321
2022-01-12 00:04:00,1740609,7.817188,3.495906
2022-01-12 00:04:02,1740610,7.847201,3.396998
2022-01-12 00:04:04,1740611,7.855387,3.536834
2022-01-12 00:04:06,1740612,7.858116,3.226466
2022-01-12 00:04:08,1740613,7.856751,3.4618
2022-01-12 00:04:10,1740614,7.855387,3.311732
2022-01-12 00:04:12,1740615,7.854023,3.345838
2022-01-12 00:04:14,1740616,7.834923,3.437925
2022-01-12 00:04:16,1740617,7.837652,3.352659
2022-01-12 00:04:18,1740618,7.837652,3.325374
2022-01-12 00:04:20,1740619,7.851295,3.328785
2022-01-12 00:04:22,1740620,7.860844,3.274215
2022-01-12 00:04:24,1740621,7.864937,3.35607
2022-01-12 00:04:26,1740622,7.841744,3.315142
2022-01-12 00:04:28,1740623,7.852659,3.226466
2022-01-12 00:04:30,1740624,7.813095,3.315142
2022-01-12 00:04:32,1740625,7.829466,3.277625
2022-01-12 00:04:34,1740626,7.819916,3.332196
2022-01-12 00:04:36,1740627,7.830831,3.318553
2022-01-12 00:04:38,1740628,7.841744,3.41064
2022-01-12 00:04:40,1740629,7.85948,3.332196
2022-01-12 00:04:42,1740630,7.837652,3.3015
2022-01-12 00:04:44,1740631,7.856751,3.472032
2022-01-12 00:04:46,1740632,7.874487,3.318553
2022-01-12 00:04:48,1740633,7.80491,3.339017
2022-01-12 00:04:50,1740634,7.864937,3.502728
2022-01-12 00:04:52,1740635,7.832195,3.339017
2022-01-12 00:04:54,1740636,7.813095,3.342427
2022-01-12 00:04:56,1740637,7.845837,3.339017
2022-01-12 00:04:58,1740638,7.84038,3.219644
2022-01-12 00:05:00,1740639,7.819916,3.345838
2022-01-12 00:05:02,1740640,7.84038,3.359481
2022-01-12 00:05:04,1740641,7.843109,3.178717
2022-01-12 00:05:06,1740642,7.844473,3.369712
2022-01-12 00:05:08,1740643,7.851295,3.298089
2022-01-12 00:05:10,1740644,7.834923,3.287857
2022-01-12 00:05:12,1740645,7.871758,3.14461
2022-01-12 00:05:14,1740646,7.867665,3.339017
2022-01-12 00:05:16,1740647,7.867665,3.468621
2022-01-12 00:05:18,1740648,7.86903,3.492496
2022-01-12 00:05:20,1740649,7.900408,3.209413
2022-01-12 00:05:22,1740650,7.819916,3.335606
2022-01-12 00:05:24,1740651,7.862208,3.298089
2022-01-12 00:05:26,1740652,7.847201,3.325374
2022-01-12 00:05:28,1740653,7.844473,3.281036
2022-01-12 00:05:30,1740654,7.848566,3.35607
2022-01-12 00:05:32,1740655,7.873122,3.482264
2022-01-12 00:05:34,1740656,7.89495,3.298089
2022-01-12 00:05:36,1740657,7.832195,3.223055
2022-01-12 00:05:38,1740658,7.862208,3.332196
2022-01-12 00:05:40,1740659,7.884037,3.417461
2022-01-12 00:05:42,1740660,7.882672,3.318553
2022-01-12 00:05:44,1740661,7.899044,3.274215
2022-01-12 00:05:46,1740662,7.907229,3.229876
2022-01-12 00:05:48,1740663,7.874487,3.3015
2022-01-12 00:05:50,1740664,7.867665,3.414051
2022-01-12 00:05:52,1740665,7.885401,3.335606
2022-01-12 00:05:54,1740666,7.85948,3.212823
2022-01-12 00:05:56,1740667,7.864937,3.349249
