timestamp,RECORD,FlowMeter(1),FlowMeter(2)
2022-01-14 00:00:00,1826891,1.641142,1.292587
2022-01-14 00:00:02,1826892,1.639778,1.309639
2022-01-14 00:00:04,1826893,1.641142,1.326692
2022-01-14 00:00:06,1826894,1.639778,1.285766
2022-01-14 00:00:08,1826895,1.639778,1.292587
2022-01-14 00:00:10,1826896,1.638413,1.306229
2022-01-14 00:00:12,1826897,1.638413,1.295997
2022-01-14 00:00:14,1826898,1.64387,1.265302
2022-01-14 00:00:16,1826899,1.641142,1.227787
2022-01-14 00:00:18,1826900,1.642506,1.319871
2022-01-14 00:00:20,1826901,1.638413,1.292587
2022-01-14 00:00:22,1826902,1.642506,1.278944
2022-01-14 00:00:24,1826903,1.641142,1.238018
2022-01-14 00:00:26,1826904,1.645234,1.31305
2022-01-14 00:00:28,1826905,1.64387,1.227787
2022-01-14 00:00:30,1826906,1.645234,1.282355
2022-01-14 00:00:32,1826907,1.641142,1.234608
2022-01-14 00:00:34,1826908,1.645234,1.292587
2022-01-14 00:00:36,1826909,1.642506,1.234608
2022-01-14 00:00:38,1826910,1.641142,1.319871
2022-01-14 00:00:40,1826911,1.641142,1.261892
2022-01-14 00:00:42,1826912,1.645234,1.309639
2022-01-14 00:00:44,1826913,1.641142,1.244839
2022-01-14 00:00:46,1826914,1.641142,1.244839
2022-01-14 00:00:48,1826915,1.641142,1.295997
2022-01-14 00:00:50,1826916,1.645234,1.289176
2022-01-14 00:00:52,1826917,1.641142,1.261892
2022-01-14 00:00:54,1826918,1.641142,1.295997
2022-01-14 00:00:56,1826919,1.642506,1.330102
2022-01-14 00:00:58,1826920,1.639778,1.261892
2022-01-14 00:01:00,1826921,1.641142,1.333513
2022-01-14 00:01:02,1826922,1.638413,1.244839
2022-01-14 00:01:04,1826923,1.642506,1.326692
2022-01-14 00:01:06,1826924,1.642506,1.282355
2022-01-14 00:01:08,1826925,1.64387,1.309639
2022-01-14 00:01:10,1826926,1.639778,1.302818
2022-01-14 00:01:12,1826927,1.64387,1.292587
2022-01-14 00:01:14,1826928,1.639778,1.302818
2022-01-14 00:01:16,1826929,1.641142,1.282355
2022-01-14 00:01:18,1826930,1.641142,1.244839
2022-01-14 00:01:20,1826931,1.64387,1.261892
2022-01-14 00:01:22,1826932,1.639778,1.234608
2022-01-14 00:01:24,1826933,1.639778,1.265302
2022-01-14 00:01:26,1826934,1.642506,1.289176
2022-01-14 00:01:28,1826935,1.64387,1.31646
2022-01-14 00:01:30,1826936,1.645234,1.333513
2022-01-14 00:01:32,1826937,1.639778,1.278944
2022-01-14 00:01:34,1826938,1.641142,1.343744
2022-01-14 00:01:36,1826939,1.64387,1.217555
2022-01-14 00:01:38,1826940,1.638413,1.326692
2022-01-14 00:01:40,1826941,1.642506,1.217555
2022-01-14 00:01:42,1826942,1.64387,1.302818
2022-01-14 00:01:44,1826943,1.641142,1.214145
2022-01-14 00:01:46,1826944,1.639778,1.278944
2022-01-14 00:01:48,1826945,1.638413,1.282355
2022-01-14 00:01:50,1826946,1.643882,1.251669
2022-01-14 00:01:52,1826947,1.641154,1.25508
2022-01-14 00:01:54,1826948,1.639789,1.234617
2022-01-14 00:01:56,1826949,1.638425,1.289185
2022-01-14 00:01:58,1826950,1.641154,1.265311
2022-01-14 00:02:00,1826951,1.635697,1.282364
2022-01-14 00:02:02,1826952,1.638425,1.238027
2022-01-14 00:02:04,1826953,1.637061,1.292596
2022-01-14 00:02:06,1826954,1.639789,1.238027
2022-01-14 00:02:08,1826955,1.638425,1.323291
2022-01-14 00:02:10,1826956,1.637061,1.234617
2022-01-14 00:02:12,1826957,1.639789,1.272133
2022-01-14 00:02:14,1826958,1.639789,1.296006
2022-01-14 00:02:16,1826959,1.642518,1.268722
2022-01-14 00:02:18,1826960,1.639789,1.289185
2022-01-14 00:02:20,1826961,1.635697,1.265311
2022-01-14 00:02:22,1826962,1.637061,1.217564
2022-01-14 00:02:24,1826963,1.638425,1.231206
2022-01-14 00:02:26,1826964,1.639789,1.268722
2022-01-14 00:02:28,1826965,1.637061,1.31988
2022-01-14 00:02:30,1826966,1.637061,1.289185
2022-01-14 00:02:32,1826967,1.641154,1.333522
2022-01-14 00:02:34,1826968,1.637061,1.309649
2022-01-14 00:02:36,1826969,1.637061,1.336933
2022-01-14 00:02:38,1826970,1.637061,1.238027
2022-01-14 00:02:40,1826971,1.635697,1.306238
2022-01-14 00:02:42,1826972,1.634332,1.25508
2022-01-14 00:02:44,1826973,1.637061,1.292596
2022-01-14 00:02:46,1826974,1.637061,1.25849
2022-01-14 00:02:48,1826975,1.641154,1.302827
2022-01-14 00:02:50,1826976,1.634332,1.238027
2022-01-14 00:02:52,1826977,1.635697,1.31988
2022-01-14 00:02:54,1826978,1.638425,1.214153
2022-01-14 00:02:56,1826979,1.638425,1.268722
2022-01-14 00:02:58,1826980,1.638425,1.278954
2022-01-14 00:03:00,1826981,1.639789,1.282364
2022-01-14 00:03:02,1826982,1.639789,1.238027
2022-01-14 00:03:04,1826983,1.637061,1.296006
2022-01-14 00:03:06,1826984,1.641154,1.234617
2022-01-14 00:03:08,1826985,1.641154,1.306238
2022-01-14 00:03:10,1826986,1.638425,1.313059
2022-01-14 00:03:12,1826987,1.634332,1.248259
2022-01-14 00:03:14,1826988,1.635697,1.299417
2022-01-14 00:03:16,1826989,1.638425,1.214153
2022-01-14 00:03:18,1826990,1.635697,1.292596
2022-01-14 00:03:20,1826991,1.637061,1.25849
2022-01-14 00:03:22,1826992,1.635697,1.292596
2022-01-14 00:03:24,1826993,1.634332,1.238027
2022-01-14 00:03:26,1826994,1.638425,1.25849
2022-01-14 00:03:28,1826995,1.637061,1.289185
2022-01-14 00:03:30,1826996,1.641154,1.343754
2022-01-14 00:03:32,1826997,1.635697,1.306238
2022-01-14 00:03:34,1826998,1.634332,1.238027
2022-01-14 00:03:36,1826999,1.637061,1.313059
2022-01-14 00:03:38,1827000,1.635697,1.25849
2022-01-14 00:03:40,1827001,1.637061,1.31988
2022-01-14 00:03:42,1827002,1.63707,1.258498
2022-01-14 00:03:44,1827003,1.638435,1.316477
2022-01-14 00:03:46,1827004,1.63707,1.316477
2022-01-14 00:03:48,1827005,1.635706,1.343762
2022-01-14 00:03:50,1827006,1.635706,1.302835
2022-01-14 00:03:52,1827007,1.634342,1.217571
2022-01-14 00:03:54,1827008,1.63707,1.323298
2022-01-14 00:03:56,1827009,1.635706,1.251677
2022-01-14 00:03:58,1827010,1.639799,1.309656
2022-01-14 00:04:00,1827011,1.634342,1.265319
2022-01-14 00:04:02,1827012,1.635706,1.251677
2022-01-14 00:04:04,1827013,1.638435,1.309656
2022-01-14 00:04:06,1827014,1.639799,1.296014
2022-01-14 00:04:08,1827015,1.63707,1.289193
2022-01-14 00:04:10,1827016,1.635706,1.302835
2022-01-14 00:04:12,1827017,1.638435,1.244855
2022-01-14 00:04:14,1827018,1.638435,1.285782
2022-01-14 00:04:16,1827019,1.63707,1.282372
2022-01-14 00:04:18,1827020,1.638435,1.278961
2022-01-14 00:04:20,1827021,1.639799,1.316477
2022-01-14 00:04:22,1827022,1.638435,1.282372
2022-01-14 00:04:24,1827023,1.635706,1.27555
2022-01-14 00:04:26,1827024,1.635706,1.306246
2022-01-14 00:04:28,1827025,1.639799,1.261908
2022-01-14 00:04:30,1827026,1.639799,1.231213
2022-01-14 00:04:32,1827027,1.63707,1.302835
2022-01-14 00:04:34,1827028,1.634342,1.207339
2022-01-14 00:04:36,1827029,1.638435,1.244855
2022-01-14 00:04:38,1827030,1.638435,1.21075
2022-01-14 00:04:40,1827031,1.639799,1.282372
2022-01-14 00:04:42,1827032,1.639799,1.234624
2022-01-14 00:04:44,1827033,1.639799,1.248266
2022-01-14 00:04:46,1827034,1.634342,1.251677
2022-01-14 00:04:48,1827035,1.639799,1.251677
2022-01-14 00:04:50,1827036,1.639799,1.21416
2022-01-14 00:04:52,1827037,1.63707,1.296014
2022-01-14 00:04:54,1827038,1.63707,1.217571
2022-01-14 00:04:56,1827039,1.63707,1.238034
2022-01-14 00:04:58,1827040,1.639799,1.282372
2022-01-14 00:05:00,1827041,1.63707,1.299424
2022-01-14 00:05:02,1827042,1.638435,1.227803
2022-01-14 00:05:04,1827043,1.638435,1.21075
2022-01-14 00:05:06,1827044,1.639799,1.261908
2022-01-14 00:05:08,1827045,1.635706,1.21075
2022-01-14 00:05:10,1827046,1.63707,1.27214
2022-01-14 00:05:12,1827047,1.63707,1.231213
2022-01-14 00:05:14,1827048,1.63707,1.302835
2022-01-14 00:05:16,1827049,1.635706,1.220981
2022-01-14 00:05:18,1827050,1.63707,1.251677
2022-01-14 00:05:20,1827051,1.639799,1.244855
2022-01-14 00:05:22,1827052,1.634342,1.306246
2022-01-14 00:05:24,1827053,1.63707,1.207339
2022-01-14 00:05:26,1827054,1.634342,1.27214
2022-01-14 00:05:28,1827055,1.63707,1.296014
2022-01-14 00:05:30,1827056,1.634342,1.220981
2022-01-14 00:05:32,1827057,1.638435,1.268729
2022-01-14 00:05:34,1827058,1.637078,1.231219
2022-01-14 00:05:36,1827059,1.635713,1.29602
2022-01-14 00:05:38,1827060,1.639806,1.255093
2022-01-14 00:05:40,1827061,1.639806,1.292609
2022-01-14 00:05:42,1827062,1.635713,1.224398
2022-01-14 00:05:44,1827063,1.635713,1.258503
2022-01-14 00:05:46,1827064,1.635713,1.29943
2022-01-14 00:05:48,1827065,1.634349,1.214166
2022-01-14 00:05:50,1827066,1.638442,1.285788
2022-01-14 00:05:52,1827067,1.637078,1.224398
2022-01-14 00:05:54,1827068,1.637078,1.231219
2022-01-14 00:05:56,1827069,1.637078,1.203934
2022-01-14 00:05:58,1827070,1.639806,1.309662
2022-01-14 00:06:00,1827071,1.639806,1.203934
2022-01-14 00:06:02,1827072,1.637078,1.289199
2022-01-14 00:06:04,1827073,1.635713,1.29943
2022-01-14 00:06:06,1827074,1.635713,1.214166
2022-01-14 00:06:08,1827075,1.634349,1.258503
2022-01-14 00:06:10,1827076,1.634349,1.255093
2022-01-14 00:06:12,1827077,1.634349,1.302841
2022-01-14 00:06:14,1827078,1.632985,1.24145
2022-01-14 00:06:16,1827079,1.634349,1.23804
2022-01-14 00:06:18,1827080,1.634349,1.302841
2022-01-14 00:06:20,1827081,1.634349,1.220987
2022-01-14 00:06:22,1827082,1.637078,1.29602
2022-01-14 00:06:24,1827083,1.639806,1.217576
2022-01-14 00:06:26,1827084,1.637078,1.285788
2022-01-14 00:06:28,1827085,1.64117,1.217576
2022-01-14 00:06:30,1827086,1.637078,1.261914
2022-01-14 00:06:32,1827087,1.639806,1.203934
2022-01-14 00:06:34,1827088,1.635713,1.265324
2022-01-14 00:06:36,1827089,1.638442,1.207345
2022-01-14 00:06:38,1827090,1.639806,1.289199
2022-01-14 00:06:40,1827091,1.638442,1.231219
2022-01-14 00:06:42,1827092,1.642535,1.258503
2022-01-14 00:06:44,1827093,1.639806,1.316483
2022-01-14 00:06:46,1827094,1.638442,1.313073
2022-01-14 00:06:48,1827095,1.64117,1.258503
2022-01-14 00:06:50,1827096,1.638442,1.234629
2022-01-14 00:06:52,1827097,1.639806,1.316483
2022-01-14 00:06:54,1827098,1.643899,1.220987
2022-01-14 00:06:56,1827099,1.64117,1.261914
2022-01-14 00:06:58,1827100,1.645263,1.306252
2022-01-14 00:07:00,1827101,1.638442,1.258503
2022-01-14 00:07:02,1827102,1.638442,1.29602
2022-01-14 00:07:04,1827103,1.639806,1.272146
2022-01-14 00:07:06,1827104,1.638442,1.258503
2022-01-14 00:07:08,1827105,1.638442,1.210755
2022-01-14 00:07:10,1827106,1.637078,1.268735
2022-01-14 00:07:12,1827107,1.64117,1.210755
2022-01-14 00:07:14,1827108,1.639806,1.302841
2022-01-14 00:07:16,1827109,1.64117,1.220987
2022-01-14 00:07:18,1827110,1.642535,1.248272
2022-01-14 00:07:20,1827111,1.64117,1.217576
2022-01-14 00:07:22,1827112,1.639806,1.258503
2022-01-14 00:07:24,1827113,1.639806,1.326715
2022-01-14 00:07:26,1827114,1.639812,1.292614
2022-01-14 00:07:28,1827115,1.639812,1.227813
2022-01-14 00:07:30,1827116,1.642541,1.255097
2022-01-14 00:07:32,1827117,1.641176,1.265329
2022-01-14 00:07:34,1827118,1.639812,1.292614
2022-01-14 00:07:36,1827119,1.639812,1.282382
2022-01-14 00:07:38,1827120,1.641176,1.220991
2022-01-14 00:07:40,1827121,1.643905,1.27215
2022-01-14 00:07:42,1827122,1.645269,1.224402
2022-01-14 00:07:44,1827123,1.642541,1.296024
2022-01-14 00:07:46,1827124,1.642541,1.296024
2022-01-14 00:07:48,1827125,1.643905,1.296024
2022-01-14 00:07:50,1827126,1.647998,1.244866
2022-01-14 00:07:52,1827127,1.645269,1.258508
2022-01-14 00:07:54,1827128,1.641176,1.234634
2022-01-14 00:07:56,1827129,1.641176,1.306256
2022-01-14 00:07:58,1827130,1.639812,1.21076
2022-01-14 00:08:00,1827131,1.638448,1.313078
