timestamp,temp.air.ambient.c,par.ambient.umol_m2_s,h2o.irga.ambient.mmol_mol,co2.irga.ambient.umol_mol,P.irga.kPa
2020-08-15 00:04:16,19.05473,-1.094908,15.77611,415.5316,93.28084
2020-08-15 00:04:18,19.04346,0.0,15.78975,414.4952,93.28629
2020-08-15 00:04:20,19.03502,-0.7299388,15.74884,414.3044,93.28084
2020-08-15 00:04:22,19.03355,0.3649694,15.74884,415.2861,93.28629
2020-08-15 00:04:24,19.08846,0.0,15.77611,415.0679,93.28629
2020-08-15 00:23:10,18.86101,-0.3649642,16.10417,414.1712,93.26515
2020-08-15 00:23:12,18.85141,-0.3649642,16.09054,412.6713,93.26515
2020-08-15 00:23:14,18.86662,0.0,16.09054,414.0894,93.26515
2020-08-15 00:23:16,18.86682,0.0,16.11781,414.6349,93.2597
2020-08-15 00:23:18,18.87098,0.0,16.10571,413.9319,93.26642
2020-08-15 00:36:28,18.39951,-0.364974,16.33508,416.1857,93.26441
2020-08-15 00:36:30,18.44571,-0.729948,16.36235,415.6949,93.26441
2020-08-15 00:36:32,18.42626,0.364974,16.34872,415.504,93.26441
2020-08-15 00:36:34,18.41048,-0.729948,16.34872,415.9948,93.26441
2020-08-15 00:36:36,18.47243,-0.364974,16.33508,414.6859,93.26441
2020-08-15 00:44:40,18.79137,-0.364967,17.71069,415.0074,93.24689
2020-08-15 00:44:42,18.84762,-1.094901,17.66979,415.8799,93.25234
2020-08-15 00:44:44,18.88449,0.364967,17.66979,415.2801,93.25234
2020-08-15 00:44:46,18.95763,-1.459868,17.69706,415.1437,93.25234
2020-08-15 00:44:48,18.95164,-0.729934,17.71069,415.6891,93.25234
2020-08-15 00:59:22,18.13708,-1.459758,16.19833,419.2656,93.25318
2020-08-15 00:59:24,18.10188,0.0,16.21197,419.102,93.25318
2020-08-15 00:59:26,18.10233,-1.459758,16.25287,419.9201,93.25318
2020-08-15 00:59:28,18.16387,-1.459758,16.23924,419.102,93.25318
2020-08-15 00:59:30,18.10891,-1.459758,16.28014,418.8838,93.25318
2020-08-15 01:07:22,18.16539,-1.459747,20.7107,411.7913,93.25267
2020-08-15 01:07:24,18.03868,-0.7298733,20.88795,412.3366,93.25267
2020-08-15 01:07:26,17.90911,-1.459747,21.0243,411.8458,93.26358
2020-08-15 01:21:50,19.09536,-2.189614,20.98377,415.0102,93.24746
2020-08-15 01:21:52,19.17828,-2.55455,20.90197,415.4465,93.25291
2020-08-15 01:21:54,19.31227,-2.189614,20.90197,415.6101,93.25291
2020-08-15 01:25:16,18.84387,-2.189604,23.57348,411.0811,93.24696
2020-08-15 01:25:18,18.83601,-2.919472,23.53258,410.9448,93.24696
2020-08-15 01:25:20,18.93722,-2.919472,23.42351,411.2992,93.24151
2020-08-15 01:25:22,18.92961,-2.919472,23.35534,411.7901,93.24151
2020-08-15 01:25:24,18.90911,-1.82467,23.27353,412.4445,93.25241
2020-08-15 01:25:26,19.03783,-2.919472,23.06902,413.4262,93.24696
2020-08-15 01:25:28,19.13197,-2.554538,22.90541,414.0533,93.24696
2020-08-15 01:25:30,19.12976,-1.82467,22.7827,413.4807,93.24696
2020-08-15 01:25:32,19.11428,-2.189604,22.63272,414.1897,93.24151
2020-08-15 01:25:34,19.12488,-2.554538,22.51002,414.4624,93.25241
2020-08-15 01:34:54,19.87608,-3.284401,23.81866,409.4444,93.24138
2020-08-15 01:34:56,19.86629,-2.189601,23.76413,409.7171,93.24683
2020-08-15 01:34:58,19.88313,-2.919467,23.73686,409.6625,93.24138
2020-08-15 01:35:00,19.87608,-3.284401,23.72322,410.5351,93.24683
2020-08-15 01:35:02,19.89435,-3.649334,23.73686,410.0443,93.24683
2020-08-15 01:42:46,20.28951,-2.919373,24.21625,409.9952,93.24258
2020-08-15 01:42:48,20.23207,-2.919373,24.25716,409.2044,93.24258
2020-08-15 01:42:50,20.19001,-3.284294,24.22989,408.7135,93.24258
2020-08-15 01:42:52,20.15636,-3.284294,24.29807,409.4498,93.23713
2020-08-15 01:42:54,20.12128,-3.284294,24.32533,408.1136,93.23713
2020-08-15 01:42:56,20.1093,-3.284294,24.35261,408.0317,93.23713
2020-08-15 01:42:58,20.06102,-3.284294,24.36624,408.768,93.24258
2020-08-15 01:43:00,20.09605,-3.284294,24.37988,408.8226,93.24258
2020-08-15 01:43:02,20.14652,-3.284294,24.43442,408.359,93.24258
2020-08-15 01:43:04,20.18017,-2.919373,24.40714,409.368,93.23167
2020-08-15 01:50:00,20.22787,-4.378975,25.12064,406.8419,93.23402
2020-08-15 01:50:02,20.15921,-4.378975,25.107,407.7147,93.23402
2020-08-15 01:50:04,20.13257,-4.01406,25.06609,407.251,93.23402
2020-08-15 01:50:06,20.09191,-4.01406,25.09336,407.4692,93.23402
2020-08-15 01:50:08,20.0835,-3.649146,25.09336,407.6056,93.23402
2020-08-15 01:50:10,20.0835,-4.01406,25.09336,409.3785,93.23402
2020-08-15 01:50:12,20.11852,-3.649146,25.05245,408.5876,93.23402
2020-08-15 01:50:14,20.09806,-3.649146,25.03881,408.3966,93.23402
2020-08-15 01:50:16,20.15921,-3.649146,24.98426,408.9694,93.23402
2020-08-15 01:50:18,20.12556,-4.01406,24.92971,408.3148,93.22856
2020-08-15 01:53:56,20.56834,-4.379033,25.39181,406.5111,93.22774
2020-08-15 01:53:58,20.62628,-4.014113,25.37817,406.6747,93.22228
2020-08-15 01:54:00,20.65238,-4.014113,25.35089,408.0111,93.23319
2020-08-15 01:54:02,20.63331,-3.649194,25.39181,406.6747,93.22228
2020-08-15 01:54:04,20.7196,-4.379033,25.36453,407.602,93.22228
2020-08-15 01:54:06,20.74337,-3.649194,25.37817,406.6202,93.22228
2020-08-15 01:54:08,20.71119,-3.284275,25.40544,407.3293,93.22228
2020-08-15 01:54:10,20.66918,-4.379033,25.33726,407.3293,93.22228
2020-08-15 01:54:12,20.67533,-4.014113,25.33726,406.702,93.22228
2020-08-15 01:54:14,20.6767,-4.379033,25.36453,406.702,93.22774
2020-08-15 01:57:14,20.11846,-4.014251,24.57127,410.8691,93.22103
2020-08-15 01:57:16,20.14507,-3.64932,24.47582,411.0327,93.22103
2020-08-15 01:57:18,20.1619,-3.284388,24.43492,411.5236,93.22103
2020-08-15 01:57:20,20.15211,-4.014251,24.32583,412.2599,93.22103
2020-08-15 01:57:22,20.16333,-3.64932,24.23038,411.1964,93.22649
2020-08-15 01:57:24,20.18713,-3.64932,24.17584,412.2872,93.22103
2020-08-15 01:57:26,20.17872,-3.64932,24.09403,411.5782,93.22103
2020-08-15 01:57:28,20.21099,-3.64932,24.05312,411.8509,93.22103
2020-08-15 01:57:30,20.28948,-3.284388,23.97131,412.5599,93.22103
2020-08-15 01:57:32,20.33994,-3.64932,23.91677,412.4508,93.22649
2020-08-15 02:03:16,20.82406,-3.28451,26.08268,404.5378,93.2254
2020-08-15 02:03:18,20.80411,-4.379347,26.08268,405.683,93.21995
2020-08-15 02:03:20,20.83298,-4.379347,26.06904,404.9195,93.21995
2020-08-15 02:03:22,20.84275,-4.379347,26.06904,405.3013,93.21995
2020-08-15 02:03:24,20.79571,-4.014401,26.09631,405.0286,93.21995
2020-08-15 02:03:26,20.8316,-4.014401,26.05541,405.2467,93.2254
2020-08-15 02:03:28,20.83576,-4.014401,26.08268,405.3286,93.2254
2020-08-15 02:03:30,20.80686,-3.649456,26.06904,405.4649,93.2254
2020-08-15 02:03:32,20.79006,-3.28451,26.12358,405.2467,93.2254
2020-08-15 02:03:34,20.80497,-4.014401,26.09631,404.8922,93.21995
2020-08-15 02:06:54,20.35241,-4.3793,25.60643,408.6848,93.2259
2020-08-15 02:06:56,20.33419,-3.649416,25.57916,409.2302,93.22044
2020-08-15 02:06:58,20.30896,-4.014358,25.48371,407.894,93.2259
2020-08-15 02:07:00,20.31737,-3.284475,25.47008,410.3755,93.23135
2020-08-15 02:07:02,20.33419,-4.744241,25.38827,409.9938,93.2259
2020-08-15 02:07:04,20.36082,-4.014358,25.30646,409.7756,93.22044
2020-08-15 02:07:06,20.3426,-4.014358,25.25192,410.2937,93.23135
2020-08-15 02:07:08,20.38604,-4.014358,25.14284,408.7939,93.23135
2020-08-15 02:07:10,20.39305,-4.014358,25.0883,409.9665,93.23135
2020-08-15 02:07:12,20.42719,-3.649416,24.97922,409.9392,93.2259
2020-08-15 02:18:36,20.69415,-3.649448,24.81594,408.9583,93.23154
2020-08-15 02:18:38,20.65072,-4.014393,24.82958,408.6856,93.22063
2020-08-15 02:18:40,20.66096,-3.649448,24.87049,408.1402,93.22063
2020-08-15 02:18:42,20.64513,-4.014393,24.87049,408.522,93.22063
2020-08-15 02:18:44,20.62735,-4.014393,24.92503,407.513,93.22608
2020-08-15 02:24:58,20.54701,-3.284483,24.68231,409.783,93.22208
2020-08-15 02:25:00,20.51338,-3.649426,24.70958,409.783,93.22208
2020-08-15 02:25:02,20.53158,-4.014369,24.69595,409.6739,93.22208
2020-08-15 02:25:04,20.51476,-2.919541,24.68231,409.3194,93.22208
2020-08-15 02:25:06,20.48675,-3.649426,24.70958,409.6739,93.22208
2020-08-15 02:55:06,20.25058,-4.379312,25.64615,408.9275,93.22529
2020-08-15 02:55:08,20.23206,-4.379312,25.65978,409.2547,93.21983
2020-08-15 02:55:10,20.2685,-4.014369,25.63251,409.9092,93.21983
2020-08-15 02:55:12,20.2685,-4.379312,25.65978,409.5002,93.21983
2020-08-15 02:55:14,20.24498,-4.014369,25.65978,409.0911,93.21983
2020-08-15 03:03:08,20.24633,-4.014428,25.85039,408.2997,93.2197
2020-08-15 03:03:10,20.24633,-3.64948,25.79585,408.8996,93.22514
2020-08-15 03:03:12,20.22252,-4.014428,25.85039,408.4633,93.2306
2020-08-15 03:03:14,20.21019,-3.64948,25.85039,407.6725,93.2197
2020-08-15 03:03:16,20.24942,-4.014428,25.80949,408.1906,93.22514
2020-08-15 03:11:28,20.32505,-3.284552,25.89199,409.2284,93.2255
2020-08-15 03:11:30,20.2996,-4.014452,25.85108,408.7921,93.22005
2020-08-15 03:11:32,20.30801,-4.014452,25.86472,409.2012,93.2255
2020-08-15 03:11:34,20.28278,-3.284552,25.90562,408.574,93.22005
2020-08-15 03:11:36,20.28133,-4.744352,25.85108,409.5011,93.22005
2020-08-15 03:19:32,20.46238,-4.014414,26.27231,409.825,93.23022
2020-08-15 03:19:34,20.46238,-4.379362,26.29957,409.9886,93.23022
2020-08-15 03:19:36,20.42875,-4.379362,26.29957,409.7433,93.22477
2020-08-15 03:19:38,20.46238,-4.379362,26.28594,409.4978,93.23022
2020-08-15 03:19:40,20.4736,-4.379362,26.28594,409.9069,93.22477
2020-08-15 03:37:06,20.54246,-4.014387,26.47997,412.3411,93.2318
2020-08-15 03:37:08,20.53425,-4.014387,26.4527,412.0684,93.2318
2020-08-15 03:37:10,20.50883,-4.379331,26.4936,410.7321,93.2318
2020-08-15 03:37:12,20.52565,-4.014387,26.47997,413.0229,93.22635
2020-08-15 03:37:14,20.53548,-4.379331,26.4527,411.7957,93.22635
2020-08-15 03:56:46,20.43134,-4.01438,26.12557,415.0139,93.23186
2020-08-15 03:56:48,20.40611,-4.01438,26.15284,415.5321,93.24277
2020-08-15 03:56:50,20.41452,-3.649436,26.15284,414.3049,93.23732
2020-08-15 03:56:52,20.40611,-4.01438,26.12557,414.6594,93.23732
2020-08-15 03:56:54,20.41441,-4.01438,26.13921,416.2684,93.23186
