timestamp,Tc(1),Tc(2),Tc(3),Tc(4),Tc(5),Tc(6)
2022-01-12 00:00:00,8.482431,8.301294,8.403898,8.13639,,20.65325
2022-01-12 00:01:00,8.756747,8.465816,8.457696,8.082087,,20.65084
2022-01-12 00:02:00,9.033978,8.694625,8.637904,8.376578,,20.66327
2022-01-12 00:03:00,9.356452,9.039478,8.864504,8.644826,,20.65435
2022-01-12 00:04:00,9.313913,9.055897,9.095651,8.909583,,20.65054
2022-01-12 00:05:00,9.326025,9.0701,8.885821,8.857255,,20.67066
2022-01-12 00:06:00,9.17687,8.912064,8.826301,8.77596,,20.67401
2022-01-12 00:07:00,8.686688,8.479625,8.751895,8.651748,,20.68577
2022-01-12 00:08:00,8.553823,8.41164,8.795597,8.732051,,20.68026
2022-01-12 00:09:00,8.527205,8.408945,8.681996,8.61258,,20.6857
2022-01-12 00:10:00,8.516566,8.402569,8.538385,8.403616,,20.68167
2022-01-12 00:11:00,8.502142,8.371863,8.444652,8.322726,,20.69373
2022-01-12 00:12:00,8.474895,8.358271,8.344637,8.165866,,20.64154
2022-01-12 00:13:00,8.453144,8.318458,8.372744,8.177961,,20.65093
2022-01-12 00:14:00,8.430152,8.266294,8.362819,8.212164,,20.6675
2022-01-12 00:15:00,8.34586,8.106953,8.163184,7.922999,,20.65473
2022-01-12 00:16:00,8.437201,8.151505,8.269206,8.021171,,20.65746
2022-01-12 00:17:00,8.408376,8.167039,8.479643,8.366193,,20.65121
2022-01-12 00:18:00,8.231562,8.030345,8.523171,8.373694,,20.65375
2022-01-12 00:19:00,8.554755,8.290544,9.010324,8.873991,,20.65794
2022-01-12 00:20:00,8.794974,8.461143,9.013155,8.941847,,20.66195
2022-01-12 00:21:00,8.763064,8.389258,8.909709,8.721045,,20.64931
2022-01-12 00:22:00,8.820415,8.438876,8.677594,8.492913,,20.65527
2022-01-12 00:23:00,8.812199,8.576684,8.514743,8.287144,,20.62491
2022-01-12 00:24:00,8.474051,8.300227,8.504757,8.119122,,20.65748
2022-01-12 00:25:00,8.720378,8.391891,8.607747,8.434437,,20.62469
2022-01-12 00:26:00,9.115015,8.80354,8.73253,8.608093,,20.6615
2022-01-12 00:27:00,9.051066,8.79764,8.329802,8.352733,,20.6447
2022-01-12 00:28:00,8.935581,8.65399,8.233973,8.231932,,20.66957
2022-01-12 00:29:00,8.716763,8.596395,8.227903,8.22275,,20.65231
2022-01-12 00:30:00,8.671803,8.423047,8.227496,8.218573,,20.65572
2022-01-12 00:31:00,8.43706,8.260079,8.215499,8.181571,,20.63619
2022-01-12 00:32:00,9.024442,8.763391,8.205245,8.175019,,20.64821
2022-01-12 00:33:00,9.421578,9.150883,8.236649,8.217092,,20.64631
2022-01-12 00:34:00,9.656316,9.435351,8.261973,8.253438,,20.65246
2022-01-12 00:35:00,9.510235,9.334603,8.637967,8.516598,,20.64731
2022-01-12 00:36:00,9.521456,9.322959,8.809893,8.686175,,20.64244
2022-01-12 00:37:00,9.302906,9.104028,8.998899,8.94114,,20.63786
2022-01-12 00:38:00,9.444516,9.213354,9.059224,9.038051,,20.64053
2022-01-12 00:39:00,9.452038,9.284168,9.212341,9.170319,,20.65861
2022-01-12 00:40:00,9.66847,9.51148,9.286984,9.191298,,20.65494
2022-01-12 00:41:00,9.77014,9.636053,9.166364,9.105473,,20.64074
2022-01-12 00:42:00,9.688737,9.520944,9.019026,8.900099,,20.65397
2022-01-12 00:43:00,9.546082,9.393855,8.933298,8.796878,,20.64063
2022-01-12 00:44:00,9.44451,9.281417,8.901278,8.652296,,20.64258
2022-01-12 00:45:00,9.368204,9.242987,8.821306,8.586638,,20.63615
2022-01-12 00:46:00,9.439029,9.26503,8.852883,8.667727,,20.66717
2022-01-12 00:47:00,9.450457,9.33974,8.974383,8.830203,,20.64502
2022-01-12 00:48:00,9.445711,9.371432,9.084794,8.935602,,20.65072
2022-01-12 00:49:00,9.472067,9.43399,9.112243,8.939143,,20.64139
2022-01-12 00:50:00,9.389575,9.359488,9.019886,8.920359,,20.64307
2022-01-12 00:51:00,9.439662,9.379834,9.137031,9.052726,,20.64443
2022-01-12 00:52:00,9.382676,9.247029,9.261092,9.213885,,20.64616
2022-01-12 00:53:00,9.349319,9.218793,9.221315,9.176805,,20.64671
2022-01-12 00:54:00,9.53331,9.409952,9.29988,9.256115,,20.64116
2022-01-12 00:55:00,9.555634,9.405268,9.228483,9.173025,,20.64481
2022-01-12 00:56:00,9.561696,9.43075,9.422743,9.271798,,20.63791
2022-01-12 00:57:00,9.417573,9.291837,9.443726,9.333306,,20.64654
2022-01-12 00:58:00,9.604436,9.425734,9.250643,9.176673,,20.64314
2022-01-12 00:59:00,9.588124,9.423563,9.430846,9.314917,,20.64594
2022-01-12 01:00:00,9.695353,9.536556,9.423523,9.289252,,20.65161
2022-01-12 01:01:00,9.593783,9.464033,9.231932,9.168575,,20.63888
2022-01-12 01:02:00,9.396301,9.2651,9.112975,9.057168,,20.64337
2022-01-12 01:03:00,9.451231,9.292023,9.143005,9.061721,,20.64216
2022-01-12 01:04:00,9.542283,9.40619,9.195171,9.130407,,20.64642
2022-01-12 01:05:00,9.554295,9.460089,9.168873,9.016634,,20.64114
2022-01-12 01:06:00,9.597036,9.499017,9.286347,9.188658,,20.64963
2022-01-12 01:07:00,9.11421,9.02097,9.234683,9.206333,,20.64971
2022-01-12 01:08:00,8.990084,8.97722,9.224649,9.161698,,20.66216
2022-01-12 01:09:00,8.983066,8.967237,9.146191,9.04025,,20.65471
2022-01-12 01:10:00,8.950109,8.964739,9.247699,9.111099,,20.66479
2022-01-12 01:11:00,8.959414,8.912029,9.16845,9.070708,,20.66211
2022-01-12 01:12:00,8.962844,8.900543,9.176845,9.08685,,20.65349
2022-01-12 01:13:00,8.955836,8.83662,9.002636,8.884975,,20.66118
2022-01-12 01:14:00,8.952689,8.832984,8.8577,8.697687,,20.67253
2022-01-12 01:15:00,9.159185,8.906097,8.708527,8.529217,,20.66405
2022-01-12 01:16:00,9.10279,8.873839,8.693397,8.482073,,20.66868
2022-01-12 01:17:00,9.161267,8.912086,8.707821,8.587937,,20.67015
2022-01-12 01:18:00,8.943389,8.788851,8.6736,8.569635,,20.66753
2022-01-12 01:19:00,8.898585,8.659825,8.600956,8.468702,,20.6738
2022-01-12 01:20:00,8.878962,8.677846,8.506198,8.283731,,20.676
2022-01-12 01:21:00,9.128036,8.920156,8.575296,8.409938,,20.68923
2022-01-12 01:22:00,9.159769,8.953274,8.681871,8.560279,,20.6917
2022-01-12 01:23:00,9.200548,8.998927,8.767028,8.657965,,20.67737
2022-01-12 01:24:00,9.278414,9.066458,8.860572,8.798602,,20.68528
2022-01-12 01:25:00,9.344127,9.145216,8.878735,8.79974,,20.6835
2022-01-12 01:26:00,9.321207,9.121439,8.852885,8.701,,20.68442
2022-01-12 01:27:00,9.484192,9.305482,8.530779,8.526145,,20.68828
2022-01-12 01:28:00,9.260459,9.124325,8.44408,8.443915,,20.67789
2022-01-12 01:29:00,9.113954,8.988144,8.451886,8.428456,,20.69984
2022-01-12 01:30:00,9.044958,8.964002,8.446169,8.376783,,20.69781
2022-01-12 01:31:00,8.971438,8.837342,8.424607,8.38248,,20.68554
2022-01-12 01:32:00,9.17668,9.008885,8.419502,8.393291,,20.71754
2022-01-12 01:33:00,9.407023,9.172407,8.439958,8.417392,,20.69817
2022-01-12 01:34:00,9.102537,9.012114,8.39927,8.367687,,20.69229
2022-01-12 01:35:00,9.171513,9.040521,8.419516,8.214533,,20.69272
2022-01-12 01:36:00,8.773745,8.671102,8.451627,8.054723,,20.68064
2022-01-12 01:37:00,8.870829,8.728826,8.385904,7.998396,,20.68396
2022-01-12 01:38:00,8.442744,8.33203,8.47539,8.019505,,20.6778
2022-01-12 01:39:00,8.237439,8.132462,8.500411,7.937521,,20.67963
2022-01-12 01:40:00,7.890857,7.984139,8.204782,7.656573,,20.68207
2022-01-12 01:41:00,7.938796,7.91281,8.334905,7.954034,,20.68238
2022-01-12 01:42:00,8.035935,7.881836,8.219357,7.716053,,20.67799
2022-01-12 01:43:00,8.328091,8.017778,8.387874,7.849579,,20.6789
2022-01-12 01:44:00,8.867506,8.600812,8.385473,7.932075,,20.67681
2022-01-12 01:45:00,9.012098,8.887909,8.489599,8.251592,,20.68214
2022-01-12 01:46:00,9.20732,9.020951,8.582725,8.206606,,20.67545
2022-01-12 01:47:00,9.307746,9.142122,8.681336,8.41231,,20.68257
2022-01-12 01:48:00,9.231156,9.081849,8.524728,8.227469,,20.67649
2022-01-12 01:49:00,9.049606,8.941169,8.581732,8.379043,,20.66881
2022-01-12 01:50:00,9.248752,9.102798,8.736583,8.49042,,20.67583
2022-01-12 01:51:00,9.359452,9.169527,8.691656,8.408881,,20.68517
2022-01-12 01:52:00,9.192794,9.049233,8.710974,8.542577,,20.67902
2022-01-12 01:53:00,9.025502,8.828218,8.785531,8.611445,,20.69016
2022-01-12 01:54:00,9.163622,8.969157,8.747628,8.689173,,20.67961
2022-01-12 01:55:00,9.278815,9.080443,8.841369,8.787248,,20.701
2022-01-12 01:56:00,9.471254,9.228719,8.766296,8.664123,,20.70821
2022-01-12 01:57:00,9.306203,9.077682,8.655413,8.400651,,20.6976
2022-01-12 01:58:00,9.189093,9.046396,8.477895,8.204413,,20.66609
2022-01-12 01:59:00,9.109662,8.980807,8.295981,8.024631,,20.68185
2022-01-12 02:00:00,9.004823,8.904288,8.215446,8.035815,,20.68675
2022-01-12 02:01:00,8.651663,8.544571,8.30586,8.089346,,20.69003
2022-01-12 02:02:00,8.674109,8.534051,8.280833,8.003057,,20.69833
