timestamp,Tc(1),Tc(2),Tc(3),Tc(4),Tc(5),Tc(6)
2022-01-13 00:00:00,9.630663,9.233637,8.531846,8.463947,,20.74065
2022-01-13 00:01:00,9.481936,9.037234,8.477618,8.404231,,20.72306
2022-01-13 00:02:00,9.436808,8.990253,8.346041,8.27061,,20.7293
2022-01-13 00:03:00,9.387314,8.934475,8.336451,8.197018,,20.73971
2022-01-13 00:04:00,9.370327,8.863964,8.626818,8.342871,,20.73578
2022-01-13 00:05:00,9.149942,8.790631,8.705902,8.425132,,20.72182
2022-01-13 00:06:00,9.107691,8.757273,8.744161,8.351876,,20.72311
2022-01-13 00:07:00,9.325727,8.974881,8.866416,8.45013,,20.69457
2022-01-13 00:08:00,9.377963,9.038468,8.887773,8.531729,,20.71118
2022-01-13 00:09:00,9.407852,9.049117,8.80126,8.561682,,20.69727
2022-01-13 00:10:00,9.418325,9.064511,8.904843,8.549943,,20.70331
2022-01-13 00:11:00,9.434196,9.118914,8.848099,8.577603,,20.70241
2022-01-13 00:12:00,9.447529,9.107659,8.848981,8.716459,,20.7089
2022-01-13 00:13:00,9.449621,9.141364,8.860727,8.781187,,20.72437
2022-01-13 00:14:00,9.451777,9.104466,8.776999,8.741588,,20.71653
2022-01-13 00:15:00,9.282003,8.991651,8.758721,8.676405,,20.71432
2022-01-13 00:16:00,9.50071,9.015285,8.633425,8.533154,,20.71143
2022-01-13 00:17:00,9.304256,9.023932,8.508922,8.433097,,20.70199
2022-01-13 00:18:00,9.316448,8.972082,8.492559,8.354169,,20.7098
2022-01-13 00:19:00,9.23763,8.917338,8.555169,8.401551,,20.70609
2022-01-13 00:20:00,9.260672,8.874238,8.572648,8.44277,,20.70022
2022-01-13 00:21:00,9.354152,8.924344,8.500219,8.393405,,20.69902
2022-01-13 00:22:00,9.510157,8.952509,8.443464,8.304408,,20.70327
2022-01-13 00:23:00,9.131923,8.9852,8.567851,8.347931,,20.70189
2022-01-13 00:24:00,9.019232,8.817687,8.636868,8.465462,,20.69715
2022-01-13 00:25:00,9.003626,8.80897,8.339897,8.212012,,20.70802
2022-01-13 00:26:00,9.110276,8.947001,8.444486,8.242676,,20.68389
2022-01-13 00:27:00,8.945791,8.902102,8.571085,8.542526,,20.67845
2022-01-13 00:28:00,8.98187,8.792033,8.583011,8.562335,,20.67923
2022-01-13 00:29:00,8.695037,8.853445,8.587337,8.565226,,20.70341
2022-01-13 00:30:00,8.840437,8.846634,8.535639,8.537377,,20.6767
2022-01-13 00:31:00,9.017838,8.869877,8.533591,8.492228,,20.69127
2022-01-13 00:32:00,8.907479,8.710613,8.505043,8.454288,,20.70483
2022-01-13 00:33:00,8.907462,8.703982,8.471379,8.432355,,20.71934
2022-01-13 00:34:00,8.775575,8.643916,8.425372,8.385489,,20.72019
2022-01-13 00:35:00,8.722794,8.512136,7.935726,7.818018,,20.70728
2022-01-13 00:36:00,8.413525,8.255502,7.849257,7.62716,,20.7184
2022-01-13 00:37:00,8.567876,8.245549,7.587277,7.461719,,20.73257
2022-01-13 00:38:00,8.390165,8.154726,7.481848,7.356624,,20.72095
2022-01-13 00:39:00,8.312216,7.991982,7.383453,7.253313,,20.71432
2022-01-13 00:40:00,8.230288,7.882694,7.334432,7.207792,,20.74705
2022-01-13 00:41:00,8.101572,7.773593,7.35245,7.242402,,20.72959
2022-01-13 00:42:00,8.010658,7.703501,7.213176,7.065774,,20.75103
2022-01-13 00:43:00,7.915007,7.633388,7.193405,6.985164,,20.76571
2022-01-13 00:44:00,7.85907,7.626354,7.120515,6.867066,,20.77202
2022-01-13 00:45:00,7.816009,7.666838,7.142375,6.905846,,20.76759
2022-01-13 00:46:00,7.920349,7.728318,7.227124,6.851338,,20.75614
2022-01-13 00:47:00,8.040969,7.686989,7.420486,6.939589,,20.74711
2022-01-13 00:48:00,8.205591,7.879117,7.479331,7.108416,,20.74972
2022-01-13 00:49:00,8.206111,7.988549,7.695468,7.277682,,20.74296
2022-01-13 00:50:00,8.26671,8.034678,7.887413,7.451164,,20.73978
2022-01-13 00:51:00,8.21194,8.09839,7.793523,7.499331,,20.7258
2022-01-13 00:52:00,8.655631,8.2188,7.795175,7.535857,,20.72193
2022-01-13 00:53:00,8.627351,8.472813,7.630783,7.5889,,20.72239
2022-01-13 00:54:00,8.886249,8.524952,7.386408,7.392156,,20.73161
2022-01-13 00:55:00,8.713257,8.397964,7.332076,7.195405,,20.7254
2022-01-13 00:56:00,8.571833,8.275262,7.259885,7.183545,,20.73811
2022-01-13 00:57:00,8.506705,8.155826,7.464239,7.346252,,20.74044
2022-01-13 00:58:00,8.434615,8.133628,7.430304,7.397167,,20.74305
2022-01-13 00:59:00,8.488798,8.102215,7.342024,7.245669,,20.7311
2022-01-13 01:00:00,8.102648,7.912532,7.628779,7.35712,,20.74648
2022-01-13 01:01:00,8.295694,8.021979,7.763824,7.368137,,20.74852
2022-01-13 01:02:00,8.343578,7.89212,7.966826,7.456737,,20.73863
2022-01-13 01:03:00,8.083907,7.787293,7.929291,7.422109,,20.7171
2022-01-13 01:04:00,7.918485,7.8331,7.799173,7.358415,,20.72528
2022-01-13 01:05:00,7.906769,7.994527,7.791464,7.298906,,20.70147
2022-01-13 01:06:00,7.925788,7.975028,7.987146,7.450404,,20.69435
2022-01-13 01:07:00,8.178023,8.056166,7.920569,7.437036,,20.66645
2022-01-13 01:08:00,8.238932,8.091651,8.075158,7.537899,,20.66693
2022-01-13 01:09:00,8.262796,8.14583,8.029723,7.639039,,20.66465
2022-01-13 01:10:00,8.282345,8.174582,8.337432,7.72692,,20.66678
2022-01-13 01:11:00,8.313963,8.180865,8.165436,7.614465,,20.66559
2022-01-13 01:12:00,8.327071,8.207565,7.838392,7.497629,,20.65983
2022-01-13 01:13:00,8.340192,8.2275,7.966617,7.688719,,20.65384
2022-01-13 01:14:00,8.337359,8.219348,7.961303,7.84851,,20.67862
2022-01-13 01:15:00,8.625441,8.454378,7.849897,7.720578,,20.66999
2022-01-13 01:16:00,8.749277,8.449345,7.571668,7.489025,,20.68356
2022-01-13 01:17:00,8.567636,8.2854,7.220118,7.148552,,20.68239
2022-01-13 01:18:00,8.289335,8.045157,6.869621,6.753736,,20.685
2022-01-13 01:19:00,7.980665,7.706101,6.558448,6.446557,,20.68056
2022-01-13 01:20:00,7.74483,7.463007,6.522035,6.373471,,20.68351
2022-01-13 01:21:00,7.506141,7.25334,6.507318,6.386655,,20.68882
2022-01-13 01:22:00,7.374236,7.130497,6.474786,6.349829,,20.6953
2022-01-13 01:23:00,7.350579,7.073553,6.622714,6.547923,,20.70548
2022-01-13 01:24:00,7.359516,7.036269,6.604249,6.481148,,20.71954
2022-01-13 01:25:00,7.372218,7.050688,6.575516,6.475815,,20.7346
2022-01-13 01:26:00,7.344716,7.025889,6.600442,6.558191,,20.73192
2022-01-13 01:27:00,7.34947,7.035942,7.032254,6.913548,,20.75139
2022-01-13 01:28:00,7.250356,6.954027,7.080365,7.05462,,20.72214
2022-01-13 01:29:00,7.355084,7.03256,7.090765,7.041379,,20.74119
2022-01-13 01:30:00,7.037597,6.927957,7.09929,7.047759,,20.74324
2022-01-13 01:31:00,6.936853,6.884154,7.076995,7.03623,,20.73554
2022-01-13 01:32:00,6.851217,6.84839,7.027865,7.012732,,20.72406
2022-01-13 01:33:00,6.846444,6.825521,7.019877,7.017512,,20.72018
2022-01-13 01:34:00,7.021731,6.845698,7.005645,6.975657,,20.72121
2022-01-13 01:35:00,7.439181,7.081392,6.92363,6.67887,,20.70568
2022-01-13 01:36:00,7.526025,7.214947,7.103402,6.681431,,20.70256
2022-01-13 01:37:00,7.432886,7.22644,7.192299,6.709418,,20.68469
2022-01-13 01:38:00,7.613168,7.403127,7.251769,6.829588,,20.67213
2022-01-13 01:39:00,7.975144,7.602417,7.4654,7.068125,,20.66974
2022-01-13 01:40:00,8.519362,7.889891,7.572239,7.158981,,20.68748
2022-01-13 01:41:00,8.064616,7.890016,7.614885,7.422543,,20.682
2022-01-13 01:42:00,8.023267,7.793777,7.547598,7.508801,,20.69489
2022-01-13 01:43:00,8.35505,7.923244,7.374485,7.356974,,20.69707
2022-01-13 01:44:00,8.305169,7.934442,7.247822,7.263452,,20.71224
2022-01-13 01:45:00,8.16778,7.803851,7.106309,7.10251,,20.69009
2022-01-13 01:46:00,7.932372,7.635265,6.89039,6.854905,,20.70524
2022-01-13 01:47:00,8.017454,7.618045,7.014906,7.006269,,20.69182
2022-01-13 01:48:00,7.902211,7.568495,6.873824,6.894618,,20.70617
2022-01-13 01:49:00,7.812753,7.599103,6.896344,6.815226,,20.71795
2022-01-13 01:50:00,7.886449,7.690521,6.873316,6.792003,,20.70576
