"TOA5","CR1000","CR1000","72154","CR1000.Std.28","CPU:Rafat_25_9_2020.CR1","4460","TcrafatData"
"TIMESTAMP","RECORD","TcRafat_Avg(1)","TcRafat_Avg(2)","TcRafat_Avg(3)","TcRafat_Avg(4)","TcRafat_Avg(5)","TcRafat_Avg(6)"
"TS","RN","","","","","",""
"","","Avg","Avg","Avg","Avg","Avg","Avg"
"2020-09-26 04:01:00",1004,18.48848,18.54175,18.56611,18.45993,"NAN",25.73611
"2020-09-26 04:02:00",1005,18.53497,18.5776,18.56211,18.43179,"NAN",25.73446
"2020-09-26 04:03:00",1006,18.55365,18.59534,18.57494,18.4928,"NAN",25.64895
"2020-09-26 04:04:00",1007,18.59842,18.62879,18.5418,18.45115,"NAN",25.62737
"2020-09-26 04:05:00",1008,18.61612,18.65582,18.48652,18.4242,"NAN",25.63703
"2020-09-26 04:06:00",1009,18.64666,18.66948,18.46889,18.41102,"NAN",25.63028
"2020-09-26 04:07:00",1010,18.64864,18.66797,18.5703,18.48691,"NAN",25.70529
"2020-09-26 04:08:00",1011,18.62158,18.69802,18.65668,18.62154,"NAN",25.64188
"2020-09-26 04:09:00",1012,18.7732,18.79786,18.71598,18.66686,"NAN",25.68806
"2020-09-26 04:10:00",1013,18.83858,18.86353,18.77799,18.70517,"NAN",25.73061
"2020-09-26 04:11:00",1014,18.89018,18.91908,18.68777,18.67452,"NAN",25.70852
"2020-09-26 04:12:00",1015,18.85593,18.86608,18.90195,18.72248,"NAN",25.71209
"2020-09-26 04:13:00",1016,18.85515,18.87161,18.89315,18.75098,"NAN",25.69858
"2020-09-26 04:14:00",1017,18.85151,18.86676,18.93076,18.70897,"NAN",25.72573
"2020-09-26 04:15:00",1018,18.80195,18.8531,18.87687,18.7197,"NAN",25.71604
"2020-09-26 04:16:00",1019,18.84027,18.84924,18.84678,18.6581,"NAN",25.71507
"2020-09-26 04:17:00",1020,18.82694,18.87873,18.7953,18.68912,"NAN",25.72771
"2020-09-26 04:18:00",1021,18.80792,18.83435,18.72668,18.60801,"NAN",25.65407
"2020-09-26 04:19:00",1022,18.84248,18.85278,18.80304,18.65247,"NAN",25.65543
"2020-09-26 04:20:00",1023,18.83951,18.89945,18.79203,18.69922,"NAN",25.68366
"2020-09-26 04:21:00",1024,18.87652,18.87226,18.9876,18.73464,"NAN",25.65993
"2020-09-26 04:22:00",1025,18.88019,18.91336,18.96175,18.8144,"NAN",25.64197
"2020-09-26 04:23:00",1026,18.86562,18.91429,18.98179,18.77604,"NAN",25.66509
"2020-09-26 04:24:00",1027,18.84771,18.89033,18.99704,18.78255,"NAN",25.72636
"2020-09-26 04:25:00",1028,18.86035,18.90797,18.96083,18.79143,"NAN",25.72405
"2020-09-26 04:26:00",1029,18.9052,18.97075,18.99497,18.85944,"NAN",25.66982
"2020-09-26 04:27:00",1030,18.90716,18.95375,19.00403,18.8953,"NAN",25.66107
"2020-09-26 04:28:00",1031,18.96003,18.98711,18.99368,18.89986,"NAN",25.64427
"2020-09-26 04:29:00",1032,19.02652,19.07669,18.98035,18.91465,"NAN",25.65906
"2020-09-26 04:30:00",1033,18.98382,19.02969,19.01846,18.8864,"NAN",25.74217
"2020-09-26 04:31:00",1034,18.97193,19.00487,18.97257,18.84704,"NAN",25.71618
"2020-09-26 04:32:00",1035,18.98533,19.02025,19.0095,18.79114,"NAN",25.73533
"2020-09-26 04:33:00",1036,18.96899,18.98883,19.00218,18.72496,"NAN",25.72838
"2020-09-26 04:34:00",1037,18.98086,18.97533,19.00541,18.74552,"NAN",25.73326
"2020-09-26 04:35:00",1038,18.96313,18.97777,19.02184,18.85004,"NAN",25.72883
"2020-09-26 04:36:00",1039,18.97725,19.00404,19.0049,18.88955,"NAN",25.73342
"2020-09-26 04:37:00",1040,19.00679,19.05633,19.03951,18.92029,"NAN",25.74216
"2020-09-26 04:38:00",1041,19.03427,19.0738,19.05938,18.94241,"NAN",25.71459
"2020-09-26 04:39:00",1042,19.05331,19.05906,19.05175,18.93661,"NAN",25.73539
"2020-09-26 04:40:00",1043,19.03125,19.05947,19.11037,18.97105,"NAN",25.65142
"2020-09-26 04:41:00",1044,19.07749,19.1011,19.12205,18.99578,"NAN",25.65606
"2020-09-26 04:42:00",1045,19.06953,19.12129,19.18786,19.06442,"NAN",25.65829
"2020-09-26 04:43:00",1046,19.10185,19.13696,19.24614,19.10225,"NAN",25.65826
"2020-09-26 04:44:00",1047,19.09888,19.13737,19.34619,19.21023,"NAN",25.71139
"2020-09-26 04:45:00",1048,19.20063,19.25416,19.30756,19.22943,"NAN",25.75051
"2020-09-26 04:46:00",1049,19.26567,19.35411,19.29823,19.1782,"NAN",25.66766
"2020-09-26 04:47:00",1050,19.24119,19.27785,19.27369,19.11317,"NAN",25.71821
"2020-09-26 04:48:00",1051,19.15151,19.1529,19.0658,18.87787,"NAN",25.76889
"2020-09-26 04:49:00",1052,19.12197,19.18359,19.02398,18.706,"NAN",25.74238
"2020-09-26 04:50:00",1053,19.13915,19.16843,18.95642,18.63199,"NAN",25.75306
"2020-09-26 04:51:00",1054,19.04309,19.14313,19.19162,18.9181,"NAN",25.75528
"2020-09-26 04:52:00",1055,19.09991,19.11411,19.16743,18.79791,"NAN",25.79157
"2020-09-26 04:53:00",1056,19.00745,19.09479,19.31282,19.04765,"NAN",25.7709
"2020-09-26 04:54:00",1057,19.06758,19.06576,19.1504,18.84945,"NAN",25.80476
"2020-09-26 04:55:00",1058,18.99131,19.00497,19.1039,18.75208,"NAN",25.77503
"2020-09-26 04:56:00",1059,19.09341,19.1062,19.09122,18.75994,"NAN",25.78128
"2020-09-26 04:57:00",1060,18.96193,18.94588,19.00782,18.68559,"NAN",25.77216
"2020-09-26 04:58:00",1061,18.97531,18.96886,19.04502,18.73361,"NAN",25.75525
"2020-09-26 04:59:00",1062,18.98682,19.00256,19.07134,18.76567,"NAN",25.75749
"2020-09-26 05:00:00",1063,19.02582,19.06407,19.00534,18.78933,"NAN",25.79103
