"TOA5","CR1000","CR1000","72154","CR1000.Std.28","CPU:Rafat_25_9_2020.CR1","4460","TcrafatData"
"TIMESTAMP","RECORD","TcRafat_Avg(1)","TcRafat_Avg(2)","TcRafat_Avg(3)","TcRafat_Avg(4)","TcRafat_Avg(5)","TcRafat_Avg(6)"
"TS","RN","","","","","",""
"","","Avg","Avg","Avg","Avg","Avg","Avg"
"2020-09-27 02:01:00",2324,15.78475,15.68589,15.3911,15.17349,"NAN",25.57796
"2020-09-27 02:02:00",2325,15.34901,15.34633,15.26135,15.00501,"NAN",25.58262
"2020-09-27 02:03:00",2326,15.25128,15.29655,15.14788,14.91484,"NAN",25.57177
"2020-09-27 02:04:00",2327,15.1926,15.26555,14.92591,14.73779,"NAN",25.58013
"2020-09-27 02:05:00",2328,15.16404,15.22431,14.99159,14.5807,"NAN",25.56587
"2020-09-27 02:06:00",2329,15.1296,15.20164,15.00483,14.4735,"NAN",25.5783
"2020-09-27 02:07:00",2330,15.10337,15.16842,15.17653,14.46277,"NAN",25.55286
"2020-09-27 02:08:00",2331,15.07223,15.13624,15.14145,14.53156,"NAN",25.5599
"2020-09-27 02:09:00",2332,15.34773,15.63632,15.25364,14.58454,"NAN",25.56296
"2020-09-27 02:10:00",2333,15.37363,15.73408,15.34063,14.70382,"NAN",25.56311
"2020-09-27 02:11:00",2334,15.75244,15.9639,15.12803,14.79414,"NAN",25.5473
"2020-09-27 02:12:00",2335,15.66022,15.87046,15.15232,14.88099,"NAN",25.54951
"2020-09-27 02:13:00",2336,15.75439,15.92659,15.02787,14.80804,"NAN",25.55038
"2020-09-27 02:14:00",2337,15.73749,15.91188,15.11703,14.85965,"NAN",25.55808
"2020-09-27 02:15:00",2338,15.45588,15.64136,14.99383,14.79237,"NAN",25.53922
"2020-09-27 02:16:00",2339,15.60984,15.77239,14.9929,14.70532,"NAN",25.54663
"2020-09-27 02:17:00",2340,15.58606,15.72876,15.09768,14.81769,"NAN",25.5403
"2020-09-27 02:18:00",2341,15.62901,15.7577,15.23101,14.87713,"NAN",25.53387
"2020-09-27 02:19:00",2342,15.73578,15.86447,15.11374,14.81868,"NAN",25.539
"2020-09-27 02:20:00",2343,15.58843,15.71485,15.04618,14.77365,"NAN",25.55193
"2020-09-27 02:21:00",2344,15.55879,15.66576,14.89631,14.63139,"NAN",25.53368
"2020-09-27 02:22:00",2345,15.45627,15.55875,14.73289,14.48253,"NAN",25.54834
"2020-09-27 02:23:00",2346,15.34122,15.4425,14.56499,14.27198,"NAN",25.53425
"2020-09-27 02:24:00",2347,15.22289,15.32905,14.45744,14.1094,"NAN",25.55494
"2020-09-27 02:25:00",2348,15.11122,15.20309,14.3706,14.03292,"NAN",25.53079
"2020-09-27 02:26:00",2349,14.90941,14.94833,14.20987,13.91231,"NAN",25.52621
"2020-09-27 02:27:00",2350,14.8312,14.90291,14.13367,13.76546,"NAN",25.52448
"2020-09-27 02:28:00",2351,14.97494,15.05145,14.08364,13.76885,"NAN",25.51913
"2020-09-27 02:29:00",2352,14.92431,14.98227,14.17311,13.81546,"NAN",25.51303
"2020-09-27 02:30:00",2353,14.90688,14.97434,14.09932,13.82485,"NAN",25.52386
"2020-09-27 02:31:00",2354,14.66572,14.72459,14.08269,13.86024,"NAN",25.51503
"2020-09-27 02:32:00",2355,14.6224,14.70999,14.042,13.8543,"NAN",25.51242
"2020-09-27 02:33:00",2356,14.51015,14.61451,13.92624,13.76203,"NAN",25.49998
"2020-09-27 02:34:00",2357,14.26361,14.39297,13.84038,13.56861,"NAN",25.50427
"2020-09-27 02:35:00",2358,14.47125,14.60862,13.85957,13.58887,"NAN",25.49387
"2020-09-27 02:36:00",2359,14.8447,14.98986,13.89969,13.66684,"NAN",25.49008
"2020-09-27 02:37:00",2360,14.82619,14.93584,13.74113,13.56684,"NAN",25.48686
"2020-09-27 02:38:00",2361,14.77326,14.89057,13.77995,13.51455,"NAN",25.48517
"2020-09-27 02:39:00",2362,14.83064,14.95771,13.78899,13.52734,"NAN",25.483
"2020-09-27 02:40:00",2363,14.75749,14.84076,13.66739,13.41912,"NAN",25.49659
"2020-09-27 02:41:00",2364,14.52211,14.59521,13.62357,13.27997,"NAN",25.48765
"2020-09-27 02:42:00",2365,14.71482,14.81386,13.68952,13.25952,"NAN",25.48453
"2020-09-27 02:43:00",2366,14.53826,14.61935,13.64566,13.3218,"NAN",25.47799
"2020-09-27 02:44:00",2367,14.70921,14.83053,13.56977,13.18527,"NAN",25.47856
"2020-09-27 02:45:00",2368,14.79497,14.93262,13.67709,13.19633,"NAN",25.45711
"2020-09-27 02:46:00",2369,14.76642,14.90665,13.7921,13.28154,"NAN",25.45096
"2020-09-27 02:47:00",2370,14.77634,14.85849,13.75523,13.27,"NAN",25.44608
"2020-09-27 02:48:00",2371,14.79819,14.90321,13.8322,13.3454,"NAN",25.45574
"2020-09-27 02:49:00",2372,14.79717,14.88408,13.80822,13.34303,"NAN",25.45933
"2020-09-27 02:50:00",2373,14.68326,14.75199,13.87857,13.40417,"NAN",25.46038
"2020-09-27 02:51:00",2374,14.68388,14.77846,13.96966,13.47682,"NAN",25.43513
"2020-09-27 02:52:00",2375,14.75009,14.84458,14.02613,13.59764,"NAN",25.45165
"2020-09-27 02:53:00",2376,14.95844,15.03905,14.14201,13.69212,"NAN",25.45323
"2020-09-27 02:54:00",2377,15.00894,15.11966,14.37083,13.93042,"NAN",25.44031
"2020-09-27 02:55:00",2378,15.14312,15.26451,14.48891,14.08626,"NAN",25.44742
"2020-09-27 02:56:00",2379,15.3552,15.50053,14.64336,14.0854,"NAN",25.45007
"2020-09-27 02:57:00",2380,15.21842,15.34415,14.70021,14.18283,"NAN",25.45015
"2020-09-27 02:58:00",2381,15.15558,15.31846,14.65261,14.1897,"NAN",25.43651
"2020-09-27 02:59:00",2382,15.66261,15.8294,14.62402,14.20178,"NAN",25.43934
"2020-09-27 03:00:00",2383,15.67083,15.83318,14.5951,14.20453,"NAN",25.43425
