"TOA5","CR1000","CR1000","72154","CR1000.Std.28","CPU:Rafat_25_9_2020.CR1","4460","TcrafatData"
"TIMESTAMP","RECORD","TcRafat_Avg(1)","TcRafat_Avg(2)","TcRafat_Avg(3)","TcRafat_Avg(4)","TcRafat_Avg(5)","TcRafat_Avg(6)"
"TS","RN","","","","","",""
"","","Avg","Avg","Avg","Avg","Avg","Avg"
"2020-09-26 18:01:00",1844,21.93272,22.04379,22.746,22.51115,"NAN",26.3885
"2020-09-26 18:02:00",1845,21.9766,22.0722,22.52805,22.35684,"NAN",26.38096
"2020-09-26 18:03:00",1846,21.96784,22.05031,22.67699,22.49518,"NAN",26.35955
"2020-09-26 18:04:00",1847,21.948,22.02807,22.61726,22.46285,"NAN",26.37302
"2020-09-26 18:05:00",1848,21.91353,21.98851,22.66962,22.51284,"NAN",26.3783
"2020-09-26 18:06:00",1849,21.87186,21.95287,22.60755,22.45333,"NAN",26.35531
"2020-09-26 18:07:00",1850,21.82996,21.92941,22.7058,22.57671,"NAN",26.34758
"2020-09-26 18:08:00",1851,21.81438,21.90698,22.5332,22.4097,"NAN",26.36749
"2020-09-26 18:09:00",1852,22.03088,22.18691,22.60019,22.43111,"NAN",26.34575
"2020-09-26 18:10:00",1853,22.01505,22.15845,22.48533,22.36405,"NAN",26.34293
"2020-09-26 18:11:00",1854,22.07094,22.22396,22.50805,22.31418,"NAN",26.3499
"2020-09-26 18:12:00",1855,22.06395,22.19037,22.32265,22.16604,"NAN",26.34579
"2020-09-26 18:13:00",1856,22.08089,22.25147,22.28407,22.09896,"NAN",26.31885
"2020-09-26 18:14:00",1857,22.12126,22.27319,22.40813,22.17666,"NAN",26.33474
"2020-09-26 18:15:00",1858,22.15288,22.26262,22.38614,22.20156,"NAN",26.32205
"2020-09-26 18:16:00",1859,21.74193,21.87625,22.17804,21.97643,"NAN",26.31894
"2020-09-26 18:17:00",1860,21.7821,21.97214,22.19918,21.88425,"NAN",26.32273
"2020-09-26 18:18:00",1861,21.59484,21.69293,22.53437,22.28361,"NAN",26.30758
"2020-09-26 18:19:00",1862,21.52861,21.70875,22.3428,22.22323,"NAN",26.31946
"2020-09-26 18:20:00",1863,22.05743,22.17328,22.33985,22.19221,"NAN",26.31046
"2020-09-26 18:21:00",1864,21.93358,22.09105,22.44037,22.24211,"NAN",26.3052
"2020-09-26 18:22:00",1865,21.77373,21.94043,22.04852,21.93683,"NAN",26.30573
"2020-09-26 18:23:00",1866,21.29766,21.46486,22.24437,22.0022,"NAN",26.30204
"2020-09-26 18:24:00",1867,21.56518,21.76064,22.43583,22.17898,"NAN",26.30531
"2020-09-26 18:25:00",1868,21.78676,21.99232,22.38713,22.2551,"NAN",26.29858
"2020-09-26 18:26:00",1869,21.72697,21.8772,21.98142,21.89925,"NAN",26.31672
"2020-09-26 18:27:00",1870,21.83263,22.00584,22.13576,21.92988,"NAN",26.30015
"2020-09-26 18:28:00",1871,22.01075,22.11919,22.13047,22.01754,"NAN",26.28474
"2020-09-26 18:29:00",1872,21.57214,21.72985,22.00881,21.85212,"NAN",26.28593
"2020-09-26 18:30:00",1873,21.57102,21.72068,21.96782,21.80748,"NAN",26.2848
"2020-09-26 18:31:00",1874,21.76594,21.93339,21.96983,21.75011,"NAN",26.27689
"2020-09-26 18:32:00",1875,21.94698,22.10378,22.37468,22.14833,"NAN",26.27168
"2020-09-26 18:33:00",1876,22.05403,22.1526,22.25702,22.1374,"NAN",26.26634
"2020-09-26 18:34:00",1877,21.51593,21.57208,21.81849,21.75459,"NAN",26.28542
"2020-09-26 18:35:00",1878,21.13555,21.24613,21.98986,21.77113,"NAN",26.2644
"2020-09-26 18:36:00",1879,21.21452,21.36695,21.96594,21.7708,"NAN",26.25965
"2020-09-26 18:37:00",1880,21.8366,21.97269,22.11775,21.93593,"NAN",26.27427
"2020-09-26 18:38:00",1881,21.90882,22.02127,22.0514,21.93919,"NAN",26.26048
"2020-09-26 18:39:00",1882,21.71525,21.82084,21.96371,21.86832,"NAN",26.26583
"2020-09-26 18:40:00",1883,21.67299,21.8053,21.83648,21.66156,"NAN",26.26545
"2020-09-26 18:41:00",1884,21.37708,21.5143,22.12884,21.89906,"NAN",26.27568
"2020-09-26 18:42:00",1885,21.67092,21.81903,22.01159,21.84488,"NAN",26.26175
"2020-09-26 18:43:00",1886,21.34245,21.47674,22.15775,22.03134,"NAN",26.25559
"2020-09-26 18:44:00",1887,21.36691,21.50152,21.85945,21.74615,"NAN",26.25903
"2020-09-26 18:45:00",1888,21.59735,21.72427,21.65324,21.54349,"NAN",26.2673
"2020-09-26 18:46:00",1889,21.39651,21.53231,21.67613,21.37299,"NAN",26.26347
"2020-09-26 18:47:00",1890,21.347,21.56797,21.66515,21.35955,"NAN",26.25365
"2020-09-26 18:48:00",1891,21.39768,21.54018,21.45211,21.31187,"NAN",26.25409
"2020-09-26 18:49:00",1892,21.55412,21.69236,21.40184,21.23391,"NAN",26.26299
"2020-09-26 18:50:00",1893,21.50949,21.60285,21.86049,21.62794,"NAN",26.24442
"2020-09-26 18:51:00",1894,21.14148,21.20885,21.66522,21.52066,"NAN",26.23512
"2020-09-26 18:52:00",1895,21.03305,21.17004,21.49251,21.36673,"NAN",26.22763
"2020-09-26 18:53:00",1896,21.19426,21.39722,21.62309,21.33573,"NAN",26.2372
"2020-09-26 18:54:00",1897,21.30076,21.39821,21.60352,21.41816,"NAN",26.24448
"2020-09-26 18:55:00",1898,20.93025,21.05988,21.43646,21.26969,"NAN",26.2545
"2020-09-26 18:56:00",1899,20.89272,21.08094,21.33429,21.15477,"NAN",26.23277
"2020-09-26 18:57:00",1900,21.18649,21.26666,21.57921,21.33049,"NAN",26.22766
"2020-09-26 18:58:00",1901,20.8266,20.98261,21.50611,21.2575,"NAN",26.23282
"2020-09-26 18:59:00",1902,21.0548,21.2157,21.47972,21.15037,"NAN",26.22643
"2020-09-26 19:00:00",1903,21.24038,21.32275,21.3682,21.1378,"NAN",26.21704
