"TOA5","CR1000","CR1000","72154","CR1000.Std.28","CPU:Rafat_25_9_2020.CR1","4460","TcrafatData"
"TIMESTAMP","RECORD","TcRafat_Avg(1)","TcRafat_Avg(2)","TcRafat_Avg(3)","TcRafat_Avg(4)","TcRafat_Avg(5)","TcRafat_Avg(6)"
"TS","RN","","","","","",""
"","","Avg","Avg","Avg","Avg","Avg","Avg"
"2020-09-27 19:01:00",3344,23.78885,23.8567,24.85268,24.59775,"NAN",26.64038
"2020-09-27 19:02:00",3345,23.7704,23.85143,24.92816,24.70766,"NAN",26.61913
"2020-09-27 19:03:00",3346,23.75862,23.84417,24.53325,24.39616,"NAN",26.62111
"2020-09-27 19:04:00",3347,23.73923,23.82586,24.57343,24.25317,"NAN",26.61819
"2020-09-27 19:05:00",3348,23.71308,23.78849,24.80878,24.52936,"NAN",26.62202
"2020-09-27 19:06:00",3349,23.69215,23.76267,25.22681,25.0052,"NAN",26.6093
"2020-09-27 19:07:00",3350,23.66061,23.74669,24.94578,24.71057,"NAN",26.6142
"2020-09-27 19:08:00",3351,23.64872,23.72436,24.72162,24.52232,"NAN",26.61313
"2020-09-27 19:09:00",3352,24.08752,24.37565,24.70406,24.42575,"NAN",26.61166
"2020-09-27 19:10:00",3353,24.36177,24.53612,24.46051,24.18737,"NAN",26.58984
"2020-09-27 19:11:00",3354,23.88452,24.14265,24.55047,24.21611,"NAN",26.60001
"2020-09-27 19:12:00",3355,24.02289,24.29287,25.01301,24.59095,"NAN",26.59953
"2020-09-27 19:13:00",3356,23.81242,24.02326,24.75884,24.59858,"NAN",26.59404
"2020-09-27 19:14:00",3357,23.64349,23.88103,24.91738,24.6612,"NAN",26.58664
"2020-09-27 19:15:00",3358,23.51457,23.77609,24.85282,24.68164,"NAN",26.5794
"2020-09-27 19:16:00",3359,23.67134,23.85753,24.84285,24.63931,"NAN",26.58522
"2020-09-27 19:17:00",3360,23.50546,23.62945,24.69309,24.50517,"NAN",26.58184
"2020-09-27 19:18:00",3361,23.33732,23.49522,24.49593,24.35914,"NAN",26.57796
"2020-09-27 19:19:00",3362,23.31295,23.62366,24.44918,24.18834,"NAN",26.57766
"2020-09-27 19:20:00",3363,23.81694,24.11092,24.39092,24.15417,"NAN",26.56542
"2020-09-27 19:21:00",3364,24.22216,24.42588,24.40497,24.12775,"NAN",26.56886
"2020-09-27 19:22:00",3365,23.98791,24.19337,24.2987,24.09393,"NAN",26.58391
"2020-09-27 19:23:00",3366,23.57614,23.76642,24.19194,23.87309,"NAN",26.58308
"2020-09-27 19:24:00",3367,23.63805,23.8349,24.12637,23.74418,"NAN",26.59176
"2020-09-27 19:25:00",3368,23.52177,23.74951,24.24559,23.69325,"NAN",26.57947
"2020-09-27 19:26:00",3369,23.94611,24.12272,24.38749,23.86612,"NAN",26.58618
"2020-09-27 19:27:00",3370,24.10059,24.29834,24.45203,24.22857,"NAN",26.58225
"2020-09-27 19:28:00",3371,24.2044,24.34168,24.78765,24.5314,"NAN",26.58279
"2020-09-27 19:29:00",3372,24.19419,24.31235,24.30751,24.18862,"NAN",26.57337
"2020-09-27 19:30:00",3373,23.9024,24.06099,24.01796,23.74017,"NAN",26.58335
"2020-09-27 19:31:00",3374,23.76333,23.97713,24.09076,23.72034,"NAN",26.56278
"2020-09-27 19:32:00",3375,23.59833,23.82263,24.03558,23.72163,"NAN",26.57956
"2020-09-27 19:33:00",3376,23.87644,24.09984,23.99329,23.64232,"NAN",26.59062
"2020-09-27 19:34:00",3377,24.0224,24.24792,23.90638,23.49384,"NAN",26.58013
"2020-09-27 19:35:00",3378,23.85975,24.02388,23.86765,23.50022,"NAN",26.57782
"2020-09-27 19:36:00",3379,23.67567,23.90505,23.77879,23.31473,"NAN",26.55144
"2020-09-27 19:37:00",3380,23.75936,23.98155,23.9101,23.4709,"NAN",26.5595
"2020-09-27 19:38:00",3381,24.0765,24.30764,23.90365,23.43979,"NAN",26.55763
"2020-09-27 19:39:00",3382,24.14489,24.34896,24.27616,23.77717,"NAN",26.57043
"2020-09-27 19:40:00",3383,23.84678,24.0854,24.22799,23.80313,"NAN",26.56588
"2020-09-27 19:41:00",3384,23.77098,24.01065,24.16097,23.77633,"NAN",26.5494
"2020-09-27 19:42:00",3385,24.01832,24.27817,24.01661,23.67955,"NAN",26.55713
"2020-09-27 19:43:00",3386,23.98155,24.24926,24.09573,23.69915,"NAN",26.5572
"2020-09-27 19:44:00",3387,23.94249,24.15779,24.27529,23.75678,"NAN",26.54442
"2020-09-27 19:45:00",3388,23.62743,23.88529,24.25917,23.90211,"NAN",26.53783
"2020-09-27 19:46:00",3389,23.97451,24.2681,24.39032,24.09584,"NAN",26.54716
"2020-09-27 19:47:00",3390,23.84798,24.09082,24.21029,23.90655,"NAN",26.56109
"2020-09-27 19:48:00",3391,23.92281,24.21397,24.5078,24.12836,"NAN",26.54573
"2020-09-27 19:49:00",3392,24.04094,24.25696,24.8242,24.6213,"NAN",26.53816
"2020-09-27 19:50:00",3393,24.29532,24.49636,24.44373,24.28395,"NAN",26.5407
"2020-09-27 19:51:00",3394,23.76854,24.05301,24.41949,24.17915,"NAN",26.534
"2020-09-27 19:52:00",3395,24.02482,24.22804,24.25972,24.0038,"NAN",26.53704
"2020-09-27 19:53:00",3396,24.22893,24.41841,24.31483,23.99273,"NAN",26.54583
"2020-09-27 19:54:00",3397,24.17293,24.40157,24.23523,23.90794,"NAN",26.5234
"2020-09-27 19:55:00",3398,24.21253,24.4654,24.36433,23.89807,"NAN",26.53471
"2020-09-27 19:56:00",3399,24.30206,24.56837,24.69847,24.2574,"NAN",26.52536
"2020-09-27 19:57:00",3400,24.57587,24.75939,24.69212,24.37125,"NAN",26.53625
"2020-09-27 19:58:00",3401,24.55053,24.74067,24.43154,24.23513,"NAN",26.51134
"2020-09-27 19:59:00",3402,24.15109,24.38044,24.3102,24.02265,"NAN",26.50918
"2020-09-27 20:00:00",3403,23.69018,23.95291,24.64945,24.27865,"NAN",26.51503
