"TOA5","CR1000","CR1000","72154","CR1000.Std.28","CPU:Rafat_25_9_2020.CR1","4460","TcrafatData"
"TIMESTAMP","RECORD","TcRafat_Avg(1)","TcRafat_Avg(2)","TcRafat_Avg(3)","TcRafat_Avg(4)","TcRafat_Avg(5)","TcRafat_Avg(6)"
"TS","RN","","","","","",""
"","","Avg","Avg","Avg","Avg","Avg","Avg"
"2020-09-27 01:01:00",2264,16.76855,16.72832,16.93298,15.87395,"NAN",25.6393
"2020-09-27 01:02:00",2265,16.4198,16.41558,16.86147,16.03562,"NAN",25.63514
"2020-09-27 01:03:00",2266,16.35781,16.37313,16.9993,16.11606,"NAN",25.6379
"2020-09-27 01:04:00",2267,16.31145,16.34271,17.22014,16.25837,"NAN",25.6348
"2020-09-27 01:05:00",2268,16.309,16.35055,17.62515,16.50572,"NAN",25.6278
"2020-09-27 01:06:00",2269,16.33089,16.37292,17.53551,16.61085,"NAN",25.63908
"2020-09-27 01:07:00",2270,16.35361,16.39398,17.35362,16.49216,"NAN",25.60684
"2020-09-27 01:08:00",2271,16.37414,16.42792,17.65089,16.48696,"NAN",25.61347
"2020-09-27 01:09:00",2272,17.26392,17.65141,17.40708,16.63991,"NAN",25.59662
"2020-09-27 01:10:00",2273,17.39001,17.83774,17.51159,16.72761,"NAN",25.62258
"2020-09-27 01:11:00",2274,16.83962,17.33244,17.48668,16.69335,"NAN",25.61445
"2020-09-27 01:12:00",2275,16.43036,16.81062,17.5085,16.82247,"NAN",25.61084
"2020-09-27 01:13:00",2276,16.8221,17.06774,17.4159,17.15017,"NAN",25.58989
"2020-09-27 01:14:00",2277,16.47493,16.88107,17.44163,16.97176,"NAN",25.56592
"2020-09-27 01:15:00",2278,15.9799,16.28225,17.34016,16.70204,"NAN",25.55631
"2020-09-27 01:16:00",2279,16.0915,16.51457,17.06708,16.58912,"NAN",25.56374
"2020-09-27 01:17:00",2280,16.92973,17.29212,16.81061,16.40266,"NAN",25.56936
"2020-09-27 01:18:00",2281,16.83414,17.15153,16.67909,16.1707,"NAN",25.57337
"2020-09-27 01:19:00",2282,16.28963,16.58234,16.57978,15.97654,"NAN",25.56751
"2020-09-27 01:20:00",2283,15.84301,16.23942,16.44726,15.85037,"NAN",25.56775
"2020-09-27 01:21:00",2284,15.82548,16.22002,16.18704,15.65944,"NAN",25.55899
"2020-09-27 01:22:00",2285,16.30574,16.59257,16.08675,15.51688,"NAN",25.58359
"2020-09-27 01:23:00",2286,16.06168,16.26005,15.96799,15.36076,"NAN",25.57936
"2020-09-27 01:24:00",2287,16.1899,16.36092,15.86527,15.20591,"NAN",25.56312
"2020-09-27 01:25:00",2288,16.1085,16.22798,15.82583,15.19372,"NAN",25.56281
"2020-09-27 01:26:00",2289,16.06412,16.14432,15.65345,15.0972,"NAN",25.57763
"2020-09-27 01:27:00",2290,15.99251,16.08684,15.62961,15.2542,"NAN",25.58719
"2020-09-27 01:28:00",2291,16.01487,16.09098,15.49346,15.19495,"NAN",25.59246
"2020-09-27 01:29:00",2292,15.77566,15.84328,15.43911,15.15277,"NAN",25.59834
"2020-09-27 01:30:00",2293,15.49111,15.62539,15.49319,15.2496,"NAN",25.60559
"2020-09-27 01:31:00",2294,15.53957,15.69527,15.53326,15.28237,"NAN",25.61237
"2020-09-27 01:32:00",2295,15.44624,15.67697,15.46855,15.15804,"NAN",25.60853
"2020-09-27 01:33:00",2296,15.49671,15.74092,15.45199,15.08424,"NAN",25.6096
"2020-09-27 01:34:00",2297,15.52989,15.79954,15.41486,14.95198,"NAN",25.62441
"2020-09-27 01:35:00",2298,15.43876,15.69019,15.4974,14.93923,"NAN",25.61563
"2020-09-27 01:36:00",2299,15.63139,15.92026,15.63619,14.99912,"NAN",25.61553
"2020-09-27 01:37:00",2300,15.88436,16.15883,15.72138,15.08072,"NAN",25.61614
"2020-09-27 01:38:00",2301,15.65659,15.93312,15.75927,15.11043,"NAN",25.6182
"2020-09-27 01:39:00",2302,15.76565,16.0311,15.78369,15.10313,"NAN",25.60615
"2020-09-27 01:40:00",2303,15.5599,15.88764,15.65748,15.17061,"NAN",25.59468
"2020-09-27 01:41:00",2304,15.61492,15.96614,15.75952,15.10601,"NAN",25.60157
"2020-09-27 01:42:00",2305,15.70112,16.09725,15.87363,15.15254,"NAN",25.5944
"2020-09-27 01:43:00",2306,16.07292,16.33621,15.71819,15.31665,"NAN",25.61721
"2020-09-27 01:44:00",2307,16.42942,16.65017,15.64691,15.41588,"NAN",25.58744
"2020-09-27 01:45:00",2308,16.76776,16.98625,15.58756,15.29301,"NAN",25.59889
"2020-09-27 01:46:00",2309,16.72031,16.92135,15.44986,15.22812,"NAN",25.58678
"2020-09-27 01:47:00",2310,16.43191,16.62428,15.44544,15.18766,"NAN",25.587
"2020-09-27 01:48:00",2311,15.81756,16.04664,15.43517,15.11018,"NAN",25.58922
"2020-09-27 01:49:00",2312,15.63452,15.99015,15.41516,14.87617,"NAN",25.60458
"2020-09-27 01:50:00",2313,15.92063,16.21998,15.24749,14.92098,"NAN",25.59182
"2020-09-27 01:51:00",2314,15.8345,16.06053,15.19684,14.92476,"NAN",25.58204
"2020-09-27 01:52:00",2315,15.52967,15.82325,15.15222,14.86575,"NAN",25.58286
"2020-09-27 01:53:00",2316,15.32253,15.7247,15.13645,14.74552,"NAN",25.58854
"2020-09-27 01:54:00",2317,15.44047,15.88892,15.09266,14.74199,"NAN",25.59447
"2020-09-27 01:55:00",2318,15.31511,15.64513,15.14483,14.86378,"NAN",25.58484
"2020-09-27 01:56:00",2319,15.76389,16.01111,15.39141,14.99127,"NAN",25.59178
"2020-09-27 01:57:00",2320,15.70319,16.01339,15.6247,14.93733,"NAN",25.58763
"2020-09-27 01:58:00",2321,15.71449,15.90604,15.68863,14.93864,"NAN",25.59546
"2020-09-27 01:59:00",2322,15.76492,16.15528,15.81151,14.9896,"NAN",25.58784
"2020-09-27 02:00:00",2323,16.12071,16.39815,15.6316,15.2168,"NAN",25.57619
