timestamp,temp.air.ambient.c,par.ambient.umol_m2_s,h2o.irga.ambient.mmol_mol,co2.irga.ambient.umol_mol
2020-09-20 00:00:00,24.03625,3.650863,9.927711,402.5296
2020-09-20 00:00:02,24.01353,2.920691,9.914075,402.5296
2020-09-20 00:00:08,23.98168,3.285777,9.927711,401.9296
2020-09-20 00:00:10,23.97631,14.23837,9.927711,402.9114
2020-09-20 00:00:12,24.0082,2.555604,9.941349,403.8387
2020-09-20 00:00:14,24.0082,3.650863,9.914075,402.7478
2020-09-20 00:00:16,24.06189,1.825432,9.900438,403.3206
2020-09-20 00:00:18,24.03923,2.920691,9.914075,402.9114
2020-09-20 00:00:20,23.96796,2.555604,9.927711,402.7478
2020-09-20 00:00:22,23.91182,2.555604,9.927711,402.3114
2020-09-20 00:00:24,23.93835,2.920691,9.914075,403.4569
2020-09-20 00:00:26,23.79224,2.920691,9.927711,403.9206
2020-09-20 00:00:28,23.67039,2.190518,9.914075,403.266
2020-09-20 00:00:30,23.89309,10.5875,9.900438,402.8023
2020-09-20 00:00:32,23.92853,2.555604,9.900438,402.4478
2020-09-20 00:00:34,23.89813,14.23837,9.900438,402.1205
2020-09-20 00:00:36,23.81693,3.285777,9.886801,402.7478
2020-09-20 00:00:38,23.9596,3.285777,9.927711,403.1296
2020-09-20 00:00:40,23.8602,2.190518,9.914075,402.2841
2020-09-20 00:00:42,23.81842,2.920691,9.927711,403.0205
2020-09-20 00:00:44,23.87307,3.285777,9.927711,403.2387
2020-09-20 00:00:46,23.82293,3.285777,9.941349,402.0114
2020-09-20 00:00:48,23.82439,3.285777,9.914075,403.2933
2020-09-20 00:00:50,23.76141,6.206468,9.927711,403.7569
2020-09-20 00:00:52,23.64536,2.555604,9.914075,403.4842
2020-09-20 00:00:54,23.72709,3.650863,9.927711,402.6932
2020-09-20 00:00:56,23.67929,1.095259,9.927711,402.9933
2020-09-20 00:00:58,23.79155,3.285777,9.941349,403.566
2020-09-20 00:01:00,23.76352,2.920691,9.941349,402.8569
2020-09-20 00:01:02,23.76205,2.555604,9.941349,403.5933
2020-09-20 00:01:04,23.71428,2.555604,9.968623,403.4569
2020-09-20 00:01:06,23.731,2.555604,9.954986,403.3478
2020-09-20 00:01:08,23.72264,2.555604,9.954986,402.4205
2020-09-20 00:01:10,23.73634,2.555604,9.941349,403.266
2020-09-20 00:01:12,23.7447,2.920691,9.954986,403.3751
2020-09-20 00:01:14,23.74616,2.555604,9.968623,403.1842
2020-09-20 00:01:16,23.69846,6.206468,9.954986,403.1296
2020-09-20 00:01:18,23.63191,2.555604,9.954986,402.4205
2020-09-20 00:01:20,24.22714,3.285777,9.954986,403.1842
2020-09-20 00:01:22,23.70389,2.190519,9.955125,403.6758
2020-09-20 00:01:24,23.68717,3.285778,9.955125,402.9395
2020-09-20 00:01:26,23.72509,12.41294,9.968761,402.6122
2020-09-20 00:01:28,23.68034,6.936642,9.941487,403.5667
