timestamp,temp.air.ambient.c,par.ambient.umol_m2_s,h2o.irga.ambient.mmol_mol,co2.irga.ambient.umol_mol,P.irga.kPa
2020-09-28 00:00:00,24.27299,-0.3650135,12.69458,404.3235,94.20266
2020-09-28 00:00:02,24.28277,-0.7300271,12.70822,403.8327,94.20811
2020-09-28 00:00:04,24.25774,-0.3650135,12.72185,404.0508,94.20266
2020-09-28 00:00:06,24.25774,-0.3650135,12.72185,403.7509,94.20811
2020-09-28 00:00:08,24.28423,-0.3650135,12.73549,402.6873,94.20266
2020-09-28 00:00:10,24.28277,0.3650135,12.69458,403.3963,94.20266
2020-09-28 00:00:12,24.26465,-0.3650135,12.73549,403.3145,94.20266
2020-09-28 00:00:14,24.24796,-0.7300271,12.70822,403.3963,94.20266
2020-09-28 00:00:16,24.29102,-0.7300271,12.73549,403.56,94.20266
2020-09-28 00:00:18,24.29802,-0.7300271,12.72185,404.0781,94.20811
2020-09-28 00:00:20,24.27153,-0.3650135,12.70822,403.3691,94.20811
2020-09-28 00:00:22,24.26456,-0.7300271,12.74912,403.7781,94.20266
2020-09-28 00:00:24,24.29258,-1.095041,12.72185,403.8599,94.20811
2020-09-28 00:00:26,24.25774,-0.3650135,12.70822,404.3781,94.20266
2020-09-28 00:00:28,24.27443,-0.3650135,12.73549,403.3963,94.20266
2020-09-28 00:00:30,24.23962,-0.7300271,12.73549,404.5417,94.20811
2020-09-28 00:00:32,24.27589,-0.3650135,12.72185,403.969,94.20266
2020-09-28 00:00:34,24.24103,-0.7300285,12.72145,403.7764,94.20221
2020-09-28 00:00:36,24.24103,-0.7300285,12.72145,404.1036,94.20221
2020-09-28 00:00:38,24.24103,-0.7300285,12.70781,404.2673,94.20221
2020-09-28 00:00:40,24.25771,-1.095043,12.72145,403.3128,94.20221
2020-09-28 00:00:42,24.24937,-0.7300285,12.72145,403.4492,94.20221
2020-09-28 00:00:44,24.2744,-1.095043,12.70781,402.8765,94.20221
2020-09-28 00:00:46,24.29108,0.0,12.72145,404.3763,94.20221
2020-09-28 00:00:48,24.2729,-0.3650142,12.72145,404.0219,94.20221
2020-09-28 00:00:50,24.22982,-0.3650142,12.70781,403.9946,94.20766
2020-09-28 00:00:52,24.23122,-0.7300285,12.72145,404.3763,94.20221
2020-09-28 00:00:54,24.23953,-0.7300285,12.72145,403.1219,94.20221
2020-09-28 00:00:56,24.23269,-0.7300285,12.73508,404.5945,94.20766
2020-09-28 00:00:58,24.25625,-0.3650142,12.73508,404.1582,94.20221
2020-09-28 00:01:00,24.25625,-0.7300285,12.73508,404.1036,94.20766
2020-09-28 00:01:02,24.29099,0.7300285,12.70781,404.4854,94.20221
2020-09-28 00:01:04,24.28127,-0.7300285,12.73508,403.8037,94.20221
2020-09-28 00:01:06,24.29108,-0.7300285,12.73508,403.6673,94.20221
2020-09-28 00:01:08,24.30089,0.3650142,12.73508,404.1036,94.20221
2020-09-28 00:01:10,24.28274,0.3650142,12.73508,403.8037,94.20221
2020-09-28 00:01:12,24.26459,-0.3650142,12.73508,404.1582,94.20221
2020-09-28 00:01:14,24.24937,-0.7300285,12.70781,403.5583,94.20221
2020-09-28 00:01:16,24.22425,0.0,12.72145,403.1219,94.20221
2020-09-28 00:01:18,24.20478,0.0,12.73508,403.831,94.20221
2020-09-28 00:01:20,24.17975,-0.3650142,12.72145,403.1219,94.20221
2020-09-28 00:01:22,24.20765,0.0,12.72145,403.0128,94.20221
2020-09-28 00:01:24,24.25224,0.3650142,12.74872,403.3947,94.20221
2020-09-28 00:01:26,24.22288,0.3650142,12.73508,404.649,94.20221
2020-09-28 00:01:28,24.25224,0.0,12.73508,403.8037,94.20221
2020-09-28 00:01:30,24.24103,0.0,12.73508,404.1582,94.20221
2020-09-28 00:01:32,24.26752,0.7300285,12.73508,403.7219,94.20221
2020-09-28 00:01:34,24.26605,0.3650142,12.73508,403.8582,94.20221
2020-09-28 00:01:36,24.2744,-0.3650142,12.70781,404.5673,94.20766
2020-09-28 00:01:38,24.26892,0.3650142,12.74872,403.8855,94.20221
2020-09-28 00:01:40,24.23956,-0.3650142,12.72145,403.6673,94.20221
2020-09-28 00:01:42,24.21303,0.0,12.73508,404.3763,94.20221
2020-09-28 00:01:44,24.24791,-0.3650142,12.70781,403.3947,94.20766
2020-09-28 00:01:46,24.23956,-0.3650142,12.72145,404.3491,94.20766
2020-09-28 00:01:48,24.26605,-0.3650142,12.72145,404.1582,94.20766
2020-09-28 00:01:50,24.30089,-0.3650142,12.73508,405.0036,94.20221
2020-09-28 00:01:52,24.28561,-0.3650142,12.72145,403.531,94.20221
2020-09-28 00:01:54,24.28127,-0.3650142,12.69418,403.6128,94.20221
2020-09-28 00:01:56,24.23956,-0.7300285,12.72145,403.6673,94.20221
2020-09-28 00:01:58,24.2758,-0.3650142,12.70781,404.0491,94.20221
2020-09-28 00:02:00,24.27153,-0.7300285,12.72145,404.3491,94.20221
2020-09-28 00:02:02,24.29255,-0.7300285,12.72145,404.1582,94.20221
2020-09-28 00:02:04,24.27153,-1.095043,12.69418,404.0491,94.20221
2020-09-28 00:02:06,24.33566,-0.3650142,12.70781,403.9946,94.20221
2020-09-28 00:02:08,24.29108,-0.3650142,12.68054,403.3401,94.20221
2020-09-28 00:02:10,24.29255,-0.3650142,12.70781,403.2856,94.20221
2020-09-28 00:02:12,24.27293,0.0,12.70781,404.5945,94.20221
2020-09-28 00:02:14,24.26459,0.0,12.70781,404.0491,94.20221
2020-09-28 00:02:16,24.32445,0.7300285,12.69418,403.6673,94.20221
2020-09-28 00:02:18,24.32592,0.0,12.72145,404.1582,94.20221
2020-09-28 00:02:20,24.31757,0.0,12.73508,403.1765,94.20221
2020-09-28 00:02:22,24.31611,0.3650142,12.72145,403.3128,94.20221
2020-09-28 00:02:24,24.29943,0.3650142,12.70781,404.5945,94.20766
2020-09-28 00:02:26,24.27996,0.0,12.69386,404.1568,94.20185
2020-09-28 00:02:28,24.27309,0.0,12.70749,403.1751,94.20185
2020-09-28 00:02:30,24.29108,-0.3650122,12.70749,402.8479,94.20185
2020-09-28 00:02:32,24.28977,0.7300243,12.69386,403.4206,94.20185
2020-09-28 00:02:34,24.29958,0.3650122,12.69386,403.9387,94.20185
2020-09-28 00:02:36,24.29123,0.3650122,12.66659,403.2297,94.20185
2020-09-28 00:02:38,24.30499,0.3650122,12.68022,403.7478,94.20731
2020-09-28 00:02:40,24.28831,0.0,12.69386,404.075,94.1964
2020-09-28 00:02:42,24.28143,0.7300243,12.66659,404.4295,94.20185
2020-09-28 00:02:44,24.28143,0.0,12.68022,402.957,94.20185
2020-09-28 00:02:46,24.27455,-0.3650122,12.69386,403.666,94.20185
2020-09-28 00:02:48,24.27996,0.0,12.68022,404.5931,94.20185
2020-09-28 00:02:50,24.27996,0.3650122,12.68022,403.3387,94.20185
2020-09-28 00:02:52,24.32604,0.0,12.70749,403.066,94.20185
