timestamp,temp.air.ambient.c,par.ambient.umol_m2_s,h2o.irga.ambient.mmol_mol,co2.irga.ambient.umol_mol
2020-09-05 00:00:00,25.24743,0.0,11.97268,413.6543
2020-09-05 00:00:06,25.2391,-0.7304202,11.97268,413.8725
2020-09-05 00:00:08,25.2641,-0.7304202,11.98631,412.4816
2020-09-05 00:00:10,25.2641,0.3652101,11.98631,413.5452
2020-09-05 00:00:12,25.24586,0.0,11.98631,413.7088
2020-09-05 00:00:14,25.26253,0.3652101,12.01359,413.5452
2020-09-05 00:00:16,25.27086,0.3652101,12.01359,412.6179
2020-09-05 00:00:18,25.26253,0.3652101,11.99995,412.4816
2020-09-05 00:00:20,25.28753,0.3652101,12.01359,413.1634
2020-09-05 00:00:22,25.27244,0.3652101,12.04086,413.4361
2020-09-05 00:00:24,25.27244,0.3652101,12.05449,413.027
2020-09-05 00:00:26,25.26923,0.3652101,12.05449,412.3997
2020-09-05 00:00:28,25.2859,0.3652101,12.06813,412.2361
2020-09-05 00:00:30,25.28082,0.365207,12.09569,412.7285
2020-09-05 00:00:32,25.25935,0.0,12.08205,413.274
2020-09-05 00:00:34,25.28595,0.0,12.09569,413.2194
2020-09-05 00:00:36,25.28595,-0.365207,12.12296,412.2921
2020-09-05 00:00:38,25.25935,-0.7304141,12.10933,412.674
2020-09-05 00:00:40,25.27089,-0.7304141,12.12296,412.9467
2020-09-05 00:00:42,25.25262,-0.7304141,12.10933,413.8194
2020-09-05 00:00:44,25.22601,-0.365207,12.10933,413.274
2020-09-05 00:00:46,25.23434,-0.7304141,12.1366,413.3012
2020-09-05 00:00:48,25.21767,-0.7304141,12.10933,412.7285
2020-09-05 00:00:50,25.24428,-0.365207,12.12296,412.8103
2020-09-05 00:00:52,25.23434,-1.095621,12.09569,413.1649
2020-09-05 00:00:54,25.21767,-0.7304141,12.10933,411.9103
2020-09-05 00:00:56,25.22601,-0.365207,12.10933,412.2921
2020-09-05 00:00:58,25.21767,-0.7304141,12.12296,413.4376
2020-09-05 00:01:00,25.19267,-0.365207,12.1366,412.9467
2020-09-05 00:01:02,25.201,-0.365207,12.12296,412.5376
2020-09-05 00:01:04,25.20773,-0.365207,12.1366,413.1649
2020-09-05 00:01:06,25.21094,-0.7304141,12.16387,413.5467
2020-09-05 00:01:08,25.20773,-0.7304141,12.1366,413.1649
2020-09-05 00:01:10,25.21607,-0.365207,12.12296,412.7831
2020-09-05 00:01:12,25.201,-0.7304141,12.10933,412.0194
2020-09-05 00:01:14,25.18273,-0.7304141,12.10933,413.0558
2020-09-05 00:01:16,25.20611,-0.7304141,12.10933,412.674
2020-09-05 00:01:18,25.1811,-0.7304141,12.10933,413.3558
2020-09-05 00:01:20,25.17276,-0.365207,12.12296,413.4921
2020-09-05 00:01:22,25.18273,-0.7304141,12.09569,413.6558
2020-09-05 00:01:24,25.17276,-0.7304141,12.1366,413.3831
2020-09-05 00:01:26,25.13942,-0.7304141,12.10933,413.6558
2020-09-05 00:01:28,25.12274,-0.7304141,12.09569,412.9739
2020-09-05 00:01:30,25.12114,-0.365207,12.10933,412.9467
2020-09-05 00:01:32,25.14775,-0.7304141,12.10933,413.1921
2020-09-05 00:01:34,25.17276,-0.365207,12.12296,413.0558
2020-09-05 00:01:36,25.16442,-0.7304141,12.17751,413.1649
2020-09-05 00:01:38,25.14775,-0.365207,12.17751,412.7285
2020-09-05 00:01:40,25.13781,-0.365207,12.1366,412.7831
2020-09-05 00:01:42,25.14775,-0.365207,12.12296,413.5467
2020-09-05 00:01:44,25.16442,-0.365207,12.1366,413.4921
2020-09-05 00:01:46,25.14615,-0.365207,12.10933,413.083
2020-09-05 00:01:48,25.16282,-0.365207,12.08205,413.0558
2020-09-05 00:01:50,25.13781,0.0,12.09569,412.9467
2020-09-05 00:01:52,25.14615,0.0,12.04114,413.0558
2020-09-05 00:01:54,25.13781,0.365207,12.05478,412.8649
2020-09-05 00:01:56,25.14615,0.0,12.05478,412.674
2020-09-05 00:01:58,25.13942,0.365207,12.04114,413.0012
2020-09-05 00:02:00,25.12791,0.365207,12.04114,413.4376
2020-09-05 00:02:02,25.13781,0.365207,12.04114,413.2194
2020-09-05 00:02:04,25.16125,0.365207,12.04114,413.0012
2020-09-05 00:02:06,25.14458,0.365207,12.01387,413.3285
2020-09-05 00:02:08,25.13624,0.0,12.04114,412.8376
2020-09-05 00:02:10,25.12791,0.0,12.00023,412.7285
2020-09-05 00:02:12,25.17116,0.365207,11.9866,412.5648
2020-09-05 00:02:14,25.15292,0.0,11.9866,413.6558
2020-09-05 00:02:16,25.15292,0.365207,11.9866,412.8103
2020-09-05 00:02:18,25.16125,0.365207,11.9866,413.7376
2020-09-05 00:02:20,25.16959,0.365207,12.00023,413.6285
2020-09-05 00:02:22,25.17909,0.3652028,12.0141,412.9479
2020-09-05 00:02:24,25.15245,0.3652028,12.0141,413.6024
2020-09-05 00:02:26,25.15245,0.3652028,12.04137,413.1933
2020-09-05 00:02:28,25.18423,0.3652028,12.05501,412.866
2020-09-05 00:02:30,25.15922,0.3652028,12.05501,414.2025
2020-09-05 00:02:32,25.13421,0.7304056,12.05501,413.3297
2020-09-05 00:02:34,25.11077,0.3652028,12.05501,413.2751
2020-09-05 00:02:36,25.08418,0.3652028,12.06864,413.0024
2020-09-05 00:02:38,25.05083,0.7304056,12.10955,413.3297
2020-09-05 00:02:40,25.05757,0.3652028,12.15047,413.1115
2020-09-05 00:02:42,25.03255,0.0,12.1641,412.8115
2020-09-05 00:02:44,25.05757,0.3652028,12.23229,413.0842
2020-09-05 00:02:46,25.05757,0.3652028,12.2732,413.3024
2020-09-05 00:02:48,25.05917,0.0,12.25956,412.6751
2020-09-05 00:02:50,25.04923,0.3652028,12.28683,412.8388
2020-09-05 00:02:52,25.05083,0.3652028,12.28683,413.4115
2020-09-05 00:02:54,25.03255,0.0,12.25956,413.5479
2020-09-05 00:02:56,25.02421,0.3652028,12.2732,413.7115
2020-09-05 00:02:58,25.00754,0.0,12.24592,412.4842
2020-09-05 00:03:00,25.01588,0.0,12.23229,413.0024
2020-09-05 00:03:02,25.01588,0.0,12.20501,413.3297
2020-09-05 00:03:04,25.00591,0.3652028,12.23229,413.4388
2020-09-05 00:03:06,25.05083,0.0,12.23229,413.5479
2020-09-05 00:03:08,25.03255,0.3652028,12.24592,413.9024
2020-09-05 00:03:10,25.04923,0.3652028,12.21865,412.566
2020-09-05 00:03:12,25.05083,0.3652028,12.20501,412.4569
2020-09-05 00:03:14,25.03092,0.3652028,12.20501,413.2751
2020-09-05 00:03:16,25.02932,0.3652028,12.21865,412.6206
2020-09-05 00:03:18,25.02258,0.0,12.19138,413.7661
2020-09-05 00:03:20,24.99597,0.3652028,12.17774,413.0569
2020-09-05 00:03:22,25.00431,0.3652028,12.1641,414.0388
2020-09-05 00:03:24,25.01425,0.3652028,12.1641,412.9479
2020-09-05 00:03:26,25.01265,0.3652028,12.1641,413.2751
2020-09-05 00:03:28,25.01265,0.3652028,12.1641,413.1115
2020-09-05 00:03:30,25.00591,0.3652028,12.15047,413.657
2020-09-05 00:03:32,25.00591,0.3652028,12.1641,413.166
2020-09-05 00:03:34,25.02098,0.7304056,12.13683,412.3478
2020-09-05 00:03:36,25.00591,0.3652028,12.1641,413.5479
2020-09-05 00:03:38,25.01425,0.3652028,12.1641,412.9479
2020-09-05 00:03:40,24.97095,0.3652028,12.19138,412.8388
2020-09-05 00:03:42,24.94593,0.3652028,12.20501,413.7115
2020-09-05 00:03:44,24.95427,0.7304056,12.17774,412.8933
2020-09-05 00:03:46,24.96935,0.3652028,12.19138,413.4933
2020-09-05 00:03:48,24.95267,0.7304056,12.20501,413.3842
2020-09-05 00:03:50,24.97609,0.3652028,12.19138,413.166
2020-09-05 00:03:52,24.98603,1.095608,12.20501,413.2751
2020-09-05 00:03:54,24.98443,0.3652028,12.21865,413.6024
2020-09-05 00:03:56,24.98603,0.3652028,12.20501,412.9751
2020-09-05 00:03:58,24.98603,0.3652028,12.21865,412.0478
2020-09-05 00:04:00,24.97609,-0.7304056,12.19138,413.166
2020-09-05 00:04:02,24.99277,0.3652028,12.19138,412.0478
2020-09-05 00:04:04,24.99277,0.3652028,12.19138,413.4933
2020-09-05 00:04:06,25.01938,0.3652028,12.20501,413.3024
2020-09-05 00:04:08,24.99277,0.3652028,12.20501,412.9479
2020-09-05 00:04:10,25.03606,0.3652028,12.21865,412.6479
2020-09-05 00:04:12,24.97609,0.0,12.20501,412.566
2020-09-05 00:04:14,24.96944,-0.3652004,12.20436,413.0809
2020-09-05 00:04:16,24.96784,-0.3652004,12.20436,413.6263
2020-09-05 00:04:18,24.93448,-0.3652004,12.19073,413.3263
2020-09-05 00:04:20,24.93448,-0.7304009,12.16346,412.8354
2020-09-05 00:04:22,24.9162,-0.3652004,12.17709,412.9718
2020-09-05 00:04:24,24.94122,-0.3652004,12.17709,412.2082
2020-09-05 00:04:26,24.9595,-0.3652004,12.16346,413.4627
2020-09-05 00:04:28,24.92294,-0.3652004,12.16346,412.8627
2020-09-05 00:04:30,24.94122,-1.095601,12.14982,413.2718
2020-09-05 00:04:32,24.94282,-1.095601,12.13618,412.3991
2020-09-05 00:04:34,24.93128,-0.3652004,12.13618,413.2172
2020-09-05 00:04:36,24.94796,-0.7304009,12.13618,414.3627
2020-09-05 00:04:38,24.9563,-0.7304009,12.12255,413.5172
2020-09-05 00:04:40,24.94796,-0.7304009,12.12255,413.7354
2020-09-05 00:04:42,24.94796,-0.7304009,12.10891,413.0809
2020-09-05 00:04:44,24.97298,-0.7304009,12.09527,413.1354
2020-09-05 00:04:46,24.998,-0.7304009,12.09527,412.89
2020-09-05 00:04:48,24.9996,-0.7304009,12.09527,413.5991
2020-09-05 00:04:50,24.98966,-0.7304009,12.068,413.49
2020-09-05 00:04:52,24.97135,-0.3652004,12.05437,414.5809
2020-09-05 00:04:54,24.99637,-0.3652004,12.04073,413.79
2020-09-05 00:04:56,25.00471,-0.3652004,12.04073,413.8172
2020-09-05 00:04:58,24.998,-0.3652004,12.04073,413.9263
2020-09-05 00:05:00,24.998,0.0,12.05437,413.2991
2020-09-05 00:05:02,24.97135,0.3652004,12.05437,414.2536
2020-09-05 00:05:04,24.92965,0.3652004,12.04073,412.2354
2020-09-05 00:05:06,24.93642,0.3652004,12.05437,413.4354
2020-09-05 00:05:08,24.94633,0.3652004,12.068,413.6809
2020-09-05 00:05:10,24.92965,0.3652004,12.08164,414.39
2020-09-05 00:05:12,24.90463,0.3652004,12.13618,413.5991
2020-09-05 00:05:14,24.92808,0.3652004,12.16346,413.1627
2020-09-05 00:05:16,24.91974,0.3652004,12.19073,414.7445
2020-09-05 00:05:18,24.91974,0.3652004,12.25891,412.89
2020-09-05 00:05:20,24.94476,0.0,12.24527,413.5172
2020-09-05 00:05:22,24.97135,0.3652004,12.25891,413.7354
2020-09-05 00:05:24,24.98803,0.3652004,12.27254,413.5445
2020-09-05 00:05:26,24.97812,0.3652004,12.25891,413.2172
2020-09-05 00:05:28,24.96301,0.3652004,12.24527,413.7081
2020-09-05 00:05:30,24.97812,0.3652004,12.218,413.8172
2020-09-05 00:05:32,24.9531,0.3652004,12.218,412.0718
2020-09-05 00:05:34,24.97812,0.3652004,12.19073,411.8809
2020-09-05 00:05:36,24.96978,0.3652004,12.19073,413.1627
2020-09-05 00:05:38,24.97812,0.7304009,12.17709,413.9536
2020-09-05 00:05:40,25.00314,0.3652004,12.19073,413.2718
2020-09-05 00:05:42,24.96812,0.3652004,12.17709,413.49
2020-09-05 00:05:44,25.01148,0.3652004,12.16346,412.9991
