timestamp,temp.air.ambient.c,par.ambient.umol_m2_s,h2o.irga.ambient.mmol_mol,co2.irga.ambient.umol_mol
2020-09-01 11:34:36,37.60337,1590.075,24.70635,399.4127
2020-09-01 11:34:38,37.57901,1586.423,24.71998,399.4127
2020-09-01 11:34:40,37.62772,1582.771,24.70635,399.2491
2020-09-01 11:34:42,37.66364,1577.658,24.77452,399.6309
2020-09-01 11:34:44,37.74313,1576.198,24.77452,399.4672
2020-09-01 11:34:46,37.7367,1580.945,24.82906,399.0582
2020-09-01 11:34:48,37.66364,1582.771,24.8836,399.4127
2020-09-01 11:34:50,37.53203,1580.58,24.92451,400.149
2020-09-01 11:35:00,37.53203,1575.832,25.03358,399.0582
2020-09-01 11:35:02,37.68631,1576.198,25.04722,399.0309
2020-09-01 11:35:04,37.64915,1577.658,25.07449,399.3036
2020-09-01 11:35:06,37.60512,1571.085,25.06085,399.9308
2020-09-01 11:35:08,37.6474,1569.989,25.07449,398.9764
2020-09-01 11:35:22,37.51748,1568.894,24.95177,399.0037
2020-09-01 11:35:24,37.38927,1449.839,24.92451,399.2218
2020-09-01 11:35:26,37.20877,1564.146,24.92451,400.0399
2020-09-01 11:35:28,37.1275,1566.702,24.91087,398.7582
2020-09-01 11:35:30,37.17626,1569.259,24.85633,398.84
2020-09-01 11:35:48,37.08218,1580.58,24.77452,397.7765
2020-09-01 11:35:50,37.08048,1579.484,24.78816,398.6764
2020-09-01 11:35:52,37.19427,1578.024,24.8427,399.2491
2020-09-01 11:35:54,37.22216,1574.374,24.84381,398.3513
2020-09-01 11:35:56,37.26113,1577.66,24.81654,399.3604
2020-09-01 11:36:08,37.49671,1578.026,24.762,399.1695
2020-09-01 11:36:10,37.44798,1577.295,24.77563,398.3241
2020-09-01 11:36:12,37.49025,1576.2,24.80291,399.1422
2020-09-01 11:36:14,37.56334,1571.452,24.78927,399.3876
2020-09-01 11:36:16,37.6104,1578.026,24.84381,399.2513
2020-09-01 11:36:32,37.34404,1582.043,25.11652,399.224
2020-09-01 11:36:34,37.24654,1575.469,25.11652,398.8695
2020-09-01 11:36:36,37.18799,1574.008,25.15743,399.0877
2020-09-01 11:36:38,37.09859,1575.104,25.14379,399.1967
2020-09-01 11:36:40,37.00104,1575.104,25.14379,397.8059
2020-09-01 11:36:58,37.28716,1575.469,25.19833,397.915
2020-09-01 11:37:00,37.44499,1578.756,25.19833,398.2422
2020-09-01 11:37:02,37.48388,1575.104,25.22561,398.5422
2020-09-01 11:37:04,37.50649,1576.2,25.23924,398.8149
2020-09-01 11:37:06,37.41077,1573.278,25.22561,399.0331
2020-09-01 11:37:18,37.34751,1582.043,25.22561,399.1149
2020-09-01 11:37:20,37.25466,1584.234,25.19833,398.515
2020-09-01 11:37:22,37.38641,1580.582,25.22561,398.1605
2020-09-01 11:37:24,37.4189,1577.295,25.23924,398.5422
2020-09-01 11:37:26,37.42062,1581.678,25.22561,399.4967
2020-09-01 11:37:34,37.29704,1583.869,25.28015,399.0331
2020-09-01 11:37:36,37.24016,1582.043,25.32105,398.5968
2020-09-01 11:37:38,37.05323,1583.869,25.32105,397.4514
2020-09-01 11:37:40,37.11998,1579.852,25.30742,398.1332
2020-09-01 11:37:42,37.20938,1578.756,25.33469,398.6241
2020-09-01 11:38:00,37.02256,1582.775,25.25378,398.3804
2020-09-01 11:38:02,37.06321,1581.679,25.22651,397.7531
2020-09-01 11:38:04,37.15262,1582.044,25.22651,398.3531
2020-09-01 11:38:06,37.14449,1580.949,25.24015,397.8076
2020-09-01 11:38:08,37.29417,1581.679,25.25378,398.0804
2020-09-01 11:38:18,37.2373,1568.897,25.30833,398.3258
2020-09-01 11:38:20,37.13977,1569.628,25.37651,399.3349
2020-09-01 11:38:22,37.13805,1571.819,25.39014,398.8712
2020-09-01 11:38:24,37.25183,1572.914,25.37651,397.9986
2020-09-01 11:38:26,37.39167,1567.436,25.36287,399.1985
2020-09-01 11:38:40,37.54768,1579.123,25.49923,397.5622
2020-09-01 11:38:42,37.58659,1567.071,25.54014,399.0349
2020-09-01 11:38:44,37.54768,1571.819,25.56741,398.7076
2020-09-01 11:38:46,37.57204,1572.549,25.60832,398.3258
2020-09-01 11:38:48,37.63531,1568.167,25.69014,399.444
2020-09-01 11:39:06,37.47459,1568.897,25.6765,399.7985
2020-09-01 11:39:08,37.48102,1569.262,25.64923,399.3076
2020-09-01 11:39:10,37.52332,1575.471,25.63559,399.5258
2020-09-01 11:39:12,37.49261,1571.088,25.63559,398.5713
2020-09-01 11:39:14,37.48102,1567.071,25.63559,398.5167
2020-09-01 11:39:26,37.58016,1572.914,25.44469,398.6804
2020-09-01 11:39:28,37.5964,1572.184,25.47196,399.0622
2020-09-01 11:39:30,37.66136,1569.262,25.47196,398.1349
2020-09-01 11:39:32,37.71819,1569.262,25.49923,398.4349
2020-09-01 11:39:34,37.70373,1564.515,25.51287,398.6258
2020-09-01 11:39:42,37.23906,1562.325,25.59542,398.3272
2020-09-01 11:39:44,37.22459,1564.516,25.63633,398.1363
2020-09-01 11:39:46,37.21468,1566.342,25.56815,397.6454
2020-09-01 11:39:48,37.22459,1566.707,25.56815,398.409
2020-09-01 11:39:50,37.2228,1566.707,25.55451,397.7272
2020-09-01 11:40:08,37.16939,1562.325,25.5136,398.2181
2020-09-01 11:40:10,37.09455,1036.437,25.5136,399.1454
2020-09-01 11:40:12,37.12241,1557.577,25.52724,397.1272
2020-09-01 11:40:14,37.15957,946.9632,25.49996,397.8908
2020-09-01 11:40:16,37.19377,1552.83,25.49996,397.8636
2020-09-01 11:40:24,36.99869,1015.621,25.54087,397.6999
2020-09-01 11:40:26,36.87038,1545.526,25.55451,397.9727
2020-09-01 11:40:28,36.8198,1548.447,25.55451,398.8999
2020-09-01 11:40:30,36.93543,1307.05,25.5136,398.0545
2020-09-01 11:40:32,37.06551,1095.965,25.49996,397.9181
2020-09-01 11:40:48,36.83135,1007.586,25.56815,397.7817
2020-09-01 11:40:50,36.77278,1419.167,25.56815,398.4636
2020-09-01 11:40:52,36.7077,1392.507,25.56815,397.6727
2020-09-01 11:40:54,36.68151,1163.527,25.5136,398.7363
2020-09-01 11:40:56,36.69957,988.596,25.55451,399.0636
2020-09-01 11:41:12,36.78431,1542.969,25.54087,397.8908
2020-09-01 11:41:14,36.82322,1541.509,25.58178,398.3272
2020-09-01 11:41:16,36.81509,1540.048,25.58178,398.0818
2020-09-01 11:41:18,36.86563,1543.334,25.58178,399.009
2020-09-01 11:41:20,36.81684,1537.491,25.58178,399.009
2020-09-01 11:41:36,36.87386,1550.64,25.64881,398.1614
2020-09-01 11:41:38,36.81521,1059.445,25.6079,397.6705
2020-09-01 11:41:40,36.73387,1034.612,25.59426,398.7341
2020-09-01 11:41:42,36.74373,1362.196,25.62153,398.2432
