timestamp,temp.air.ambient.c,par.ambient.umol_m2_s,h2o.irga.ambient.mmol_mol,co2.irga.ambient.umol_mol
2020-09-10 00:00:00,22.17725,-4.746261,25.87963,410.9221
2020-09-10 00:00:02,22.14672,-4.381165,25.87963,411.2766
2020-09-10 00:00:04,22.18563,-5.111358,25.85236,410.5131
2020-09-10 00:00:06,22.1536,-4.381165,25.87963,410.104
2020-09-10 00:00:08,22.12006,-4.746261,25.87963,410.4312
2020-09-10 00:00:10,22.15209,-4.746261,25.92053,411.5221
2020-09-10 00:00:12,22.14371,-4.746261,25.87963,411.0857
2020-09-10 00:00:14,22.15194,-5.111341,25.89252,410.375
2020-09-10 00:00:16,22.16183,-5.111341,25.93343,411.084
2020-09-10 00:00:18,22.12679,-4.746245,25.91979,409.666
2020-09-10 00:00:20,22.16183,-4.746245,25.91979,410.1023
2020-09-10 00:00:22,22.13517,-5.111341,25.94706,410.7567
2020-09-10 00:00:24,22.13517,-5.111341,25.90616,410.5386
2020-09-10 00:00:26,22.13517,-5.111341,25.9607,410.9749
2020-09-10 00:00:28,22.1184,-4.746245,25.90616,409.8841
2020-09-10 00:00:34,22.08485,-5.476437,26.04251,409.9387
2020-09-10 00:00:36,22.10163,-4.746245,26.06977,411.0567
2020-09-10 00:00:38,22.06507,-4.746245,26.0016,410.9749
2020-09-10 00:00:40,22.07496,-5.476437,25.9607,410.4295
2020-09-10 00:00:42,22.06507,-5.111341,25.94706,410.8658
2020-09-10 00:00:44,22.09241,-4.746245,25.90616,410.2386
2020-09-10 00:00:46,22.10933,-4.38115,25.94706,410.8931
2020-09-10 00:00:48,22.13668,-5.476437,25.94706,410.2386
2020-09-10 00:00:50,22.09861,-4.746245,25.90616,410.2932
2020-09-10 00:00:52,22.13366,-4.38115,25.93343,410.1295
2020-09-10 00:00:54,22.107,-5.111341,25.87889,411.4112
2020-09-10 00:00:56,22.15043,-5.111341,25.87889,410.5386
2020-09-10 00:00:58,22.15194,-5.476437,25.89252,410.1841
