"TOA5","CR1000","CR1000","72154","CR1000.Std.28","CPU:Rafat_21_10_2020_Jonathan.CR1","4579","TcrafatData"
"TIMESTAMP","RECORD","TcRafat_Avg(1)","TcRafat_Avg(2)","TcRafat_Avg(3)","TcRafat_Avg(4)","TcRafat_Avg(5)","TcRafat_Avg(6)"
"TS","RN","","","","","",""
"","","Avg","Avg","Avg","Avg","Avg","Avg"
"2021-03-03 23:01:00",33542,5.383058,5.423512,5.614956,5.076678,"NAN",19.7722
"2021-03-03 23:02:00",33543,5.31524,5.376597,5.823914,5.326951,"NAN",19.81282
"2021-03-03 23:03:00",33544,5.301263,5.359553,5.868835,5.386069,"NAN",19.69828
"2021-03-03 23:04:00",33545,5.288695,5.343106,5.860702,5.266376,"NAN",19.65846
"2021-03-03 23:05:00",33546,5.279946,5.3318,5.890717,5.349791,"NAN",19.71775
"2021-03-03 23:06:00",33547,5.260813,5.31785,5.85722,5.121821,"NAN",19.71025
"2021-03-03 23:07:00",33548,5.257075,5.300673,5.834448,5.203943,"NAN",19.80233
"2021-03-03 23:08:00",33549,5.230298,5.284545,5.718589,4.90433,"NAN",19.61643
"2021-03-03 23:09:00",33550,5.203235,5.715315,5.692035,4.689174,"NAN",19.76972
"2021-03-03 23:10:00",33551,5.373029,5.882221,5.823944,4.974709,"NAN",19.73666
"2021-03-03 23:11:00",33552,5.293784,5.895194,5.828651,5.116346,"NAN",19.7072
"2021-03-03 23:12:00",33553,5.317101,5.965296,5.754525,5.167465,"NAN",19.69703
"2021-03-03 23:13:00",33554,5.475235,5.91914,5.069937,4.949861,"NAN",19.64191
"2021-03-03 23:14:00",33555,5.516783,5.901473,4.995905,4.943631,"NAN",19.7457
"2021-03-03 23:15:00",33556,5.727335,6.086329,5.009097,4.956963,"NAN",19.68354
"2021-03-03 23:16:00",33557,5.3259,5.929896,5.027919,4.957764,"NAN",19.66039
"2021-03-03 23:17:00",33558,5.61134,6.223094,5.02191,4.970588,"NAN",19.74441
"2021-03-03 23:18:00",33559,5.20426,5.588819,5.010865,4.979592,"NAN",19.66686
"2021-03-03 23:19:00",33560,5.057611,5.74646,5.018254,4.982605,"NAN",19.68146
"2021-03-03 23:20:00",33561,5.472327,5.961292,5.091681,4.978094,"NAN",19.65833
"2021-03-03 23:21:00",33562,5.568371,6.240708,5.635229,4.876194,"NAN",19.61135
"2021-03-03 23:22:00",33563,5.763718,6.338717,5.904263,5.274713,"NAN",19.78465
"2021-03-03 23:23:00",33564,5.901152,6.259719,5.903084,5.489142,"NAN",19.75826
"2021-03-03 23:24:00",33565,5.663617,5.993895,5.699114,5.224699,"NAN",19.65913
"2021-03-03 23:25:00",33566,5.351111,6.036562,5.668646,5.045068,"NAN",19.64236
"2021-03-03 23:26:00",33567,5.455762,5.907938,5.805688,5.368074,"NAN",19.70518
"2021-03-03 23:27:00",33568,5.301873,5.846983,5.518535,4.931404,"NAN",19.66789
"2021-03-03 23:28:00",33569,5.334779,5.857464,5.541497,4.882856,"NAN",19.62877
"2021-03-03 23:29:00",33570,5.144156,5.66781,5.420736,4.899104,"NAN",19.65184
"2021-03-03 23:30:00",33571,5.257562,5.67766,5.443934,4.740772,"NAN",19.5857
"2021-03-03 23:31:00",33572,5.369246,5.851194,5.521747,4.872376,"NAN",19.60106
"2021-03-03 23:32:00",33573,5.058528,5.502264,5.445462,4.79129,"NAN",19.56725
"2021-03-03 23:33:00",33574,5.129205,5.697246,5.255085,4.723836,"NAN",19.73532
"2021-03-03 23:34:00",33575,5.357554,5.841427,5.433614,4.747767,"NAN",19.67869
"2021-03-03 23:35:00",33576,5.580407,6.247203,5.627429,5.150355,"NAN",19.72958
"2021-03-03 23:36:00",33577,5.823901,6.155851,5.819177,5.406613,"NAN",19.70042
"2021-03-03 23:37:00",33578,6.020987,6.478466,5.68552,5.232781,"NAN",19.67436
"2021-03-03 23:38:00",33579,5.597234,6.05613,5.652742,5.068778,"NAN",19.57554
"2021-03-03 23:39:00",33580,5.194801,5.676979,5.62755,4.5582,"NAN",19.61416
"2021-03-03 23:40:00",33581,5.131749,5.639002,5.647679,4.597729,"NAN",19.60218
"2021-03-03 23:41:00",33582,5.067595,5.666853,5.58772,4.800262,"NAN",19.55837
"2021-03-03 23:42:00",33583,5.43257,5.946594,5.69274,5.065834,"NAN",19.6324
"2021-03-03 23:43:00",33584,5.641313,6.157136,5.725618,5.168439,"NAN",19.5238
"2021-03-03 23:44:00",33585,5.444125,5.847778,5.585638,5.073967,"NAN",19.62378
"2021-03-03 23:45:00",33586,5.492449,5.769593,5.906723,5.362101,"NAN",19.5866
"2021-03-03 23:46:00",33587,5.276416,5.537982,5.843207,5.229492,"NAN",19.61913
"2021-03-03 23:47:00",33588,5.068624,5.547921,5.599947,4.908538,"NAN",19.5894
"2021-03-03 23:48:00",33589,5.295014,5.766867,5.822869,5.325764,"NAN",19.67811
"2021-03-03 23:49:00",33590,5.522883,6.009985,5.761437,5.148239,"NAN",19.64995
"2021-03-03 23:50:00",33591,5.325924,5.724593,5.654077,4.992125,"NAN",19.62533
"2021-03-03 23:51:00",33592,5.146354,5.540485,5.617811,5.097696,"NAN",19.58123
"2021-03-03 23:52:00",33593,5.289876,5.760485,5.573394,4.944472,"NAN",19.49843
"2021-03-03 23:53:00",33594,5.100704,5.684064,5.589752,4.987944,"NAN",19.5968
"2021-03-03 23:54:00",33595,5.431076,5.840837,5.749861,4.903487,"NAN",19.55972
"2021-03-03 23:55:00",33596,5.436178,5.890647,5.789087,5.00176,"NAN",19.48951
"2021-03-03 23:56:00",33597,5.601574,5.992008,6.173915,5.492223,"NAN",19.51036
"2021-03-03 23:57:00",33598,5.697894,6.038756,6.006238,5.345256,"NAN",19.54291
"2021-03-03 23:58:00",33599,5.843566,6.220131,6.043081,5.493428,"NAN",19.50236
"2021-03-03 23:59:00",33600,5.905939,6.171329,6.026061,5.514373,"NAN",19.54139
"2021-03-04 00:00:00",33601,5.930509,6.332579,6.139784,5.601006,"NAN",19.55021
