"TOA5","CR1000","CR1000","72154","CR1000.Std.28","CPU:Rafat_21_10_2020_Jonathan.CR1","4579","TcrafatData"
"TIMESTAMP","RECORD","TcRafat_Avg(1)","TcRafat_Avg(2)","TcRafat_Avg(3)","TcRafat_Avg(4)","TcRafat_Avg(5)","TcRafat_Avg(6)"
"TS","RN","","","","","",""
"","","Avg","Avg","Avg","Avg","Avg","Avg"
"2021-03-03 12:01:00",32882,19.54418,20.36321,15.31732,16.31296,"NAN",21.64594
"2021-03-03 12:02:00",32883,20.99918,21.27949,14.7212,15.21425,"NAN",21.66663
"2021-03-03 12:03:00",32884,21.46681,21.59494,15.6767,15.86203,"NAN",21.65928
"2021-03-03 12:04:00",32885,21.7716,21.89356,15.30609,16.07139,"NAN",21.68757
"2021-03-03 12:05:00",32886,22.00931,22.11768,14.57943,15.11265,"NAN",21.67509
"2021-03-03 12:06:00",32887,22.25743,22.32226,15.14848,15.90774,"NAN",21.69889
"2021-03-03 12:07:00",32888,22.39885,22.5285,14.91606,15.01325,"NAN",21.74348
"2021-03-03 12:08:00",32889,22.13912,22.17316,15.47223,15.29889,"NAN",21.7273
"2021-03-03 12:09:00",32890,18.2068,17.72089,15.92452,16.30725,"NAN",21.75194
"2021-03-03 12:10:00",32891,16.16514,16.3156,15.9143,16.00564,"NAN",21.75949
"2021-03-03 12:11:00",32892,16.92751,17.41641,16.04322,16.35797,"NAN",21.70866
"2021-03-03 12:12:00",32893,16.8406,17.11633,16.25352,16.15662,"NAN",21.78359
"2021-03-03 12:13:00",32894,16.85789,17.26255,17.78679,17.7835,"NAN",21.80559
"2021-03-03 12:14:00",32895,17.21947,17.52436,18.5666,18.95177,"NAN",21.78869
"2021-03-03 12:15:00",32896,16.46816,16.23906,18.51357,19.02378,"NAN",21.86325
"2021-03-03 12:16:00",32897,15.7204,15.70274,18.52804,18.97943,"NAN",21.85037
"2021-03-03 12:17:00",32898,15.72629,15.80085,18.72771,19.20521,"NAN",21.86305
"2021-03-03 12:18:00",32899,15.7947,16.2174,18.81775,19.2611,"NAN",21.86313
"2021-03-03 12:19:00",32900,15.49158,15.25979,18.85567,19.38953,"NAN",21.86374
"2021-03-03 12:20:00",32901,15.95611,16.44869,18.65963,19.51938,"NAN",21.82596
"2021-03-03 12:21:00",32902,16.94137,17.42231,16.8117,17.86831,"NAN",21.89076
"2021-03-03 12:22:00",32903,15.71943,15.72582,15.9059,16.89554,"NAN",21.87231
"2021-03-03 12:23:00",32904,15.19456,15.29588,15.06402,15.66155,"NAN",21.94044
"2021-03-03 12:24:00",32905,16.58465,17.23447,15.35214,16.10911,"NAN",21.89387
"2021-03-03 12:25:00",32906,15.39238,15.28692,14.93951,15.75638,"NAN",21.90038
"2021-03-03 12:26:00",32907,14.29678,14.04344,14.07478,14.75685,"NAN",21.91975
"2021-03-03 12:27:00",32908,14.301,13.8437,13.22753,13.58294,"NAN",21.92791
"2021-03-03 12:28:00",32909,15.25716,14.39539,14.08992,14.53494,"NAN",21.86448
"2021-03-03 12:29:00",32910,16.37132,15.31297,14.46075,14.42081,"NAN",21.91814
"2021-03-03 12:30:00",32911,16.46074,15.57031,14.71709,14.96308,"NAN",21.91856
"2021-03-03 12:31:00",32912,17.11818,16.17151,15.49376,15.56191,"NAN",21.93161
"2021-03-03 12:32:00",32913,15.99637,15.7925,15.97217,16.17329,"NAN",21.95161
"2021-03-03 12:33:00",32914,14.88112,14.75958,14.8443,15.18338,"NAN",21.88348
"2021-03-03 12:34:00",32915,14.19112,14.08388,13.9383,14.46466,"NAN",21.9419
"2021-03-03 12:35:00",32916,14.05678,13.65243,13.39432,13.99786,"NAN",21.96627
"2021-03-03 12:36:00",32917,14.05429,13.70156,13.28645,13.69913,"NAN",21.9464
"2021-03-03 12:37:00",32918,15.41599,14.43372,13.45016,14.20481,"NAN",21.87601
"2021-03-03 12:38:00",32919,15.30801,14.11952,13.78263,14.10583,"NAN",21.91178
"2021-03-03 12:39:00",32920,15.83394,14.7762,14.35615,14.87465,"NAN",21.89995
"2021-03-03 12:40:00",32921,15.39042,14.76549,14.51572,14.73879,"NAN",21.95056
"2021-03-03 12:41:00",32922,13.75804,13.29808,12.97614,13.3112,"NAN",21.90548
"2021-03-03 12:42:00",32923,13.67694,13.55361,13.14242,13.23967,"NAN",21.9297
"2021-03-03 12:43:00",32924,13.4281,13.41168,13.18885,13.21113,"NAN",21.93142
"2021-03-03 12:44:00",32925,13.35772,13.33362,12.73372,12.74757,"NAN",21.91278
"2021-03-03 12:45:00",32926,13.03459,12.90146,12.75835,12.87025,"NAN",21.94641
"2021-03-03 12:46:00",32927,13.10798,13.26217,13.19509,13.23265,"NAN",21.93737
"2021-03-03 12:47:00",32928,13.15641,13.12646,13.07108,13.30963,"NAN",21.893
"2021-03-03 12:48:00",32929,12.99436,12.79853,12.7743,13.00938,"NAN",21.88713
"2021-03-03 12:49:00",32930,13.00385,12.90252,12.77067,12.94337,"NAN",21.85922
"2021-03-03 12:50:00",32931,12.91388,12.90147,12.93354,13.12104,"NAN",21.91533
"2021-03-03 12:51:00",32932,12.94419,12.75025,12.96051,13.36108,"NAN",21.8596
"2021-03-03 12:52:00",32933,12.90183,12.77055,12.74084,13.15008,"NAN",21.85776
"2021-03-03 12:53:00",32934,12.84057,12.69917,12.69258,13.03166,"NAN",21.86143
"2021-03-03 12:54:00",32935,14.14777,13.55257,13.1399,13.3543,"NAN",21.79379
"2021-03-03 12:55:00",32936,15.64473,14.93268,13.76561,13.92975,"NAN",21.83555
"2021-03-03 12:56:00",32937,15.86995,14.86454,14.7359,14.49217,"NAN",21.83735
"2021-03-03 12:57:00",32938,16.05312,15.29494,14.24645,14.10231,"NAN",21.79836
"2021-03-03 12:58:00",32939,15.97101,15.35508,14.66575,14.10165,"NAN",21.80353
"2021-03-03 12:59:00",32940,16.09197,15.21707,13.98224,13.76987,"NAN",21.80662
"2021-03-03 13:00:00",32941,16.09516,14.8435,13.89194,13.64241,"NAN",21.80505
