"TOA5","CR1000","CR1000","72154","CR1000.Std.28","CPU:Rafat_21_10_2020_Jonathan.CR1","4579","TcrafatData"
"TIMESTAMP","RECORD","TcRafat_Avg(1)","TcRafat_Avg(2)","TcRafat_Avg(3)","TcRafat_Avg(4)","TcRafat_Avg(5)","TcRafat_Avg(6)"
"TS","RN","","","","","",""
"","","Avg","Avg","Avg","Avg","Avg","Avg"
"2021-03-03 06:01:00",32522,4.718789,4.909015,4.680115,4.74564,"NAN",18.96027
"2021-03-03 06:02:00",32523,4.751934,4.961851,4.719187,4.762841,"NAN",18.91883
"2021-03-03 06:03:00",32524,4.796241,5.016786,4.926227,4.90943,"NAN",18.95785
"2021-03-03 06:04:00",32525,4.83606,5.062823,5.114103,5.106779,"NAN",19.05502
"2021-03-03 06:05:00",32526,4.881956,5.109378,5.066072,5.14591,"NAN",18.96235
"2021-03-03 06:06:00",32527,4.924842,5.154411,5.044492,5.133101,"NAN",18.92724
"2021-03-03 06:07:00",32528,4.962617,5.192768,5.017451,5.100907,"NAN",19.00397
"2021-03-03 06:08:00",32529,5.00224,5.232209,4.836569,4.972173,"NAN",19.0236
"2021-03-03 06:09:00",32530,4.904398,5.073034,4.730132,4.811467,"NAN",19.07488
"2021-03-03 06:10:00",32531,4.999715,5.19114,4.804716,4.858107,"NAN",19.07884
"2021-03-03 06:11:00",32532,5.021314,5.21504,4.976236,4.977397,"NAN",19.04296
"2021-03-03 06:12:00",32533,5.122553,5.387631,4.938048,5.00755,"NAN",19.06295
"2021-03-03 06:13:00",32534,5.193612,5.400172,4.986201,5.187795,"NAN",19.04152
"2021-03-03 06:14:00",32535,5.208267,5.388891,5.04262,5.28687,"NAN",19.04192
"2021-03-03 06:15:00",32536,5.15838,5.325814,5.097113,5.33679,"NAN",19.07654
"2021-03-03 06:16:00",32537,5.190985,5.422169,5.127546,5.377833,"NAN",19.01855
"2021-03-03 06:17:00",32538,5.274179,5.508922,5.153954,5.412766,"NAN",19.01588
"2021-03-03 06:18:00",32539,5.287832,5.547502,5.176597,5.442435,"NAN",19.01557
"2021-03-03 06:19:00",32540,5.380727,5.697539,5.239437,5.498764,"NAN",19.0755
"2021-03-03 06:20:00",32541,5.458161,5.761492,5.327721,5.517549,"NAN",19.06264
"2021-03-03 06:21:00",32542,5.439122,5.712886,5.490476,5.506222,"NAN",19.02648
"2021-03-03 06:22:00",32543,5.393171,5.621871,5.409339,5.448812,"NAN",18.98257
"2021-03-03 06:23:00",32544,5.440054,5.69779,5.43341,5.421588,"NAN",19.0358
"2021-03-03 06:24:00",32545,5.420588,5.657233,5.386055,5.400922,"NAN",18.99906
"2021-03-03 06:25:00",32546,5.382819,5.622113,5.373568,5.359489,"NAN",19.08539
"2021-03-03 06:26:00",32547,5.388669,5.596869,5.407563,5.413963,"NAN",19.0542
"2021-03-03 06:27:00",32548,5.46175,5.664979,5.531627,5.541352,"NAN",19.05146
"2021-03-03 06:28:00",32549,5.551811,5.804006,5.603255,5.665501,"NAN",19.09836
"2021-03-03 06:29:00",32550,5.570187,5.742298,5.689711,5.750303,"NAN",19.05759
"2021-03-03 06:30:00",32551,5.611018,5.827955,5.756763,5.826576,"NAN",19.04223
"2021-03-03 06:31:00",32552,5.668069,5.871971,5.85387,5.898615,"NAN",19.1286
"2021-03-03 06:32:00",32553,5.724339,5.992048,5.844124,5.915121,"NAN",19.1755
"2021-03-03 06:33:00",32554,5.765226,6.017811,5.889787,5.917166,"NAN",19.11208
"2021-03-03 06:34:00",32555,5.818559,6.075487,5.98443,6.006486,"NAN",19.20395
"2021-03-03 06:35:00",32556,5.822909,6.028815,5.946604,6.038485,"NAN",19.17356
"2021-03-03 06:36:00",32557,5.785067,5.980686,5.865515,5.958431,"NAN",19.13677
"2021-03-03 06:37:00",32558,5.817601,5.986463,5.942917,6.004182,"NAN",19.12344
"2021-03-03 06:38:00",32559,5.870677,6.055908,5.958487,6.050016,"NAN",19.12197
"2021-03-03 06:39:00",32560,5.930443,6.141582,6.014562,6.130559,"NAN",19.10992
"2021-03-03 06:40:00",32561,5.989073,6.177943,6.009493,6.104363,"NAN",19.2125
"2021-03-03 06:41:00",32562,5.987883,6.203511,6.007931,6.132162,"NAN",19.22925
"2021-03-03 06:42:00",32563,6.210388,6.386969,6.098456,6.179994,"NAN",19.14127
"2021-03-03 06:43:00",32564,6.459474,6.633936,6.175484,6.273081,"NAN",19.19725
"2021-03-03 06:44:00",32565,6.575526,6.706087,6.218989,6.349497,"NAN",19.24255
"2021-03-03 06:45:00",32566,6.492596,6.628516,6.298933,6.383975,"NAN",19.22541
"2021-03-03 06:46:00",32567,6.501854,6.766679,6.362609,6.478852,"NAN",19.20085
"2021-03-03 06:47:00",32568,6.703844,7.084857,6.485194,6.584701,"NAN",19.31019
"2021-03-03 06:48:00",32569,6.888266,7.331352,6.569149,6.646422,"NAN",19.19292
"2021-03-03 06:49:00",32570,6.986116,7.489002,6.657719,6.75768,"NAN",19.19527
"2021-03-03 06:50:00",32571,6.915752,7.284655,6.716507,6.8919,"NAN",19.27488
"2021-03-03 06:51:00",32572,6.918324,7.258566,6.762038,6.971177,"NAN",19.26833
"2021-03-03 06:52:00",32573,7.299659,7.565268,6.868394,7.024733,"NAN",19.28699
"2021-03-03 06:53:00",32574,7.063613,7.238938,6.861345,7.114636,"NAN",19.24738
"2021-03-03 06:54:00",32575,7.107502,7.321274,6.911338,6.984047,"NAN",19.29339
"2021-03-03 06:55:00",32576,7.144535,7.384913,6.962965,7.134235,"NAN",19.2651
"2021-03-03 06:56:00",32577,7.279078,7.324507,7.002236,7.159053,"NAN",19.31807
"2021-03-03 06:57:00",32578,7.189728,7.455177,6.988439,7.159065,"NAN",19.29189
"2021-03-03 06:58:00",32579,7.295774,7.469571,7.015259,7.120478,"NAN",19.26842
"2021-03-03 06:59:00",32580,7.274597,7.653459,7.002275,7.092619,"NAN",19.24564
"2021-03-03 07:00:00",32581,7.451212,7.638457,6.978019,7.0265,"NAN",19.30879
