"TOA5","CR1000","CR1000","72154","CR1000.Std.28","CPU:Rafat_21_10_2020_Jonathan.CR1","4579","TcrafatData"
"TIMESTAMP","RECORD","TcRafat_Avg(1)","TcRafat_Avg(2)","TcRafat_Avg(3)","TcRafat_Avg(4)","TcRafat_Avg(5)","TcRafat_Avg(6)"
"TS","RN","","","","","",""
"","","Avg","Avg","Avg","Avg","Avg","Avg"
"2021-03-03 07:01:00",32582,8.413661,8.821,7.101305,7.397731,"NAN",19.32954
"2021-03-03 07:02:00",32583,8.704276,8.927583,7.156511,7.589777,"NAN",19.42226
"2021-03-03 07:03:00",32584,8.276461,8.445981,7.111726,7.174711,"NAN",19.4115
"2021-03-03 07:04:00",32585,8.09892,8.310331,7.053714,6.923577,"NAN",19.35351
"2021-03-03 07:05:00",32586,8.197004,8.428932,7.034226,6.849204,"NAN",19.45751
"2021-03-03 07:06:00",32587,9.188406,9.583354,7.263909,7.300992,"NAN",19.38452
"2021-03-03 07:07:00",32588,9.860201,10.10313,7.486296,7.60152,"NAN",19.3555
"2021-03-03 07:08:00",32589,10.21431,10.42575,7.625433,8.156744,"NAN",19.50714
"2021-03-03 07:09:00",32590,9.706616,10.42908,7.563204,8.536808,"NAN",19.51316
"2021-03-03 07:10:00",32591,9.401916,10.24502,7.665306,8.286105,"NAN",19.38118
"2021-03-03 07:11:00",32592,9.693573,9.977996,7.617578,8.1592,"NAN",19.45797
"2021-03-03 07:12:00",32593,9.120426,9.870419,7.924725,8.064456,"NAN",19.43238
"2021-03-03 07:13:00",32594,9.631725,10.55453,7.935775,8.184419,"NAN",19.39358
"2021-03-03 07:14:00",32595,9.979014,11.07088,8.085994,8.511961,"NAN",19.48453
"2021-03-03 07:15:00",32596,10.00426,10.45522,8.251959,8.778316,"NAN",19.4887
"2021-03-03 07:16:00",32597,10.62104,10.5472,8.409832,9.004716,"NAN",19.54331
"2021-03-03 07:17:00",32598,10.07013,10.30255,8.51907,9.240596,"NAN",19.52349
"2021-03-03 07:18:00",32599,10.13518,11.55873,8.701174,9.288757,"NAN",19.50346
"2021-03-03 07:19:00",32600,10.23083,11.30833,8.880246,9.426766,"NAN",19.52088
"2021-03-03 07:20:00",32601,9.971938,10.43282,9.034256,9.733708,"NAN",19.48961
"2021-03-03 07:21:00",32602,9.678118,9.755367,9.103531,9.06598,"NAN",19.61611
"2021-03-03 07:22:00",32603,10.29133,10.98774,8.749166,8.365636,"NAN",19.60966
"2021-03-03 07:23:00",32604,10.74466,10.91933,8.063142,8.253864,"NAN",19.64664
"2021-03-03 07:24:00",32605,9.948357,10.13558,8.065296,8.500046,"NAN",19.60586
"2021-03-03 07:25:00",32606,10.50135,11.161,7.907838,8.040326,"NAN",19.74671
"2021-03-03 07:26:00",32607,10.8403,10.8669,7.965573,7.677282,"NAN",19.60491
"2021-03-03 07:27:00",32608,10.51243,10.75566,7.978645,7.615817,"NAN",19.55425
"2021-03-03 07:28:00",32609,10.22915,10.53137,7.89591,7.77953,"NAN",19.5855
"2021-03-03 07:29:00",32610,11.31083,10.79131,7.706836,7.574232,"NAN",19.65419
"2021-03-03 07:30:00",32611,11.42112,10.99197,7.998204,7.538132,"NAN",19.65219
"2021-03-03 07:31:00",32612,10.36229,10.65449,8.160547,7.510098,"NAN",19.58143
"2021-03-03 07:32:00",32613,11.15086,11.97331,8.202068,7.743492,"NAN",19.60724
"2021-03-03 07:33:00",32614,11.30064,11.81257,8.182228,7.659223,"NAN",19.7213
"2021-03-03 07:34:00",32615,11.64251,12.04767,8.130977,7.573295,"NAN",19.7039
"2021-03-03 07:35:00",32616,11.95445,11.1319,8.082053,7.474708,"NAN",19.69777
"2021-03-03 07:36:00",32617,11.56144,11.62828,8.224181,7.452258,"NAN",19.66492
"2021-03-03 07:37:00",32618,11.6989,11.70962,8.151983,7.478561,"NAN",19.65949
"2021-03-03 07:38:00",32619,12.04516,12.83303,8.143762,7.365243,"NAN",19.73867
"2021-03-03 07:39:00",32620,12.3085,11.96316,8.079594,7.325861,"NAN",19.7844
"2021-03-03 07:40:00",32621,12.3881,11.90281,8.241588,7.294004,"NAN",19.71788
"2021-03-03 07:41:00",32622,11.56001,10.75041,8.288243,7.399133,"NAN",19.79492
"2021-03-03 07:42:00",32623,11.89839,11.94609,8.267667,7.406842,"NAN",19.83621
"2021-03-03 07:43:00",32624,11.74102,10.87398,8.206013,7.344823,"NAN",19.79224
"2021-03-03 07:44:00",32625,11.90601,12.50063,8.206394,7.366382,"NAN",19.76177
"2021-03-03 07:45:00",32626,12.39263,13.16835,8.494177,7.467266,"NAN",19.7795
"2021-03-03 07:46:00",32627,12.89375,14.17698,8.760364,7.699209,"NAN",19.83047
"2021-03-03 07:47:00",32628,12.94731,13.08982,8.739019,7.885991,"NAN",19.83877
"2021-03-03 07:48:00",32629,13.59378,12.57205,8.725014,7.957334,"NAN",19.72829
"2021-03-03 07:49:00",32630,13.76937,14.18455,8.749936,8.115723,"NAN",19.74967
"2021-03-03 07:50:00",32631,14.15999,12.70441,8.924067,8.466503,"NAN",19.80836
"2021-03-03 07:51:00",32632,11.32557,11.55556,9.020674,8.416832,"NAN",19.84294
"2021-03-03 07:52:00",32633,13.22908,13.70014,9.466403,8.859348,"NAN",19.79606
"2021-03-03 07:53:00",32634,14.44924,13.68471,9.497965,9.278259,"NAN",19.87817
"2021-03-03 07:54:00",32635,13.50356,14.54474,9.615259,9.361293,"NAN",19.90987
"2021-03-03 07:55:00",32636,14.34171,15.3703,10.07754,9.263737,"NAN",19.94308
"2021-03-03 07:56:00",32637,13.98149,14.53193,10.23792,9.525789,"NAN",19.90846
"2021-03-03 07:57:00",32638,14.01114,15.12168,10.34043,9.780663,"NAN",19.87809
"2021-03-03 07:58:00",32639,14.29484,16.03129,10.44835,9.684028,"NAN",19.94354
"2021-03-03 07:59:00",32640,14.43683,15.49942,10.24273,9.562422,"NAN",19.97146
"2021-03-03 08:00:00",32641,14.41324,14.5825,10.41247,9.975631,"NAN",20.00275
