"TOA5","CR1000","CR1000","72154","CR1000.Std.28","CPU:Rafat_21_10_2020_Jonathan.CR1","4579","TcrafatData"
"TIMESTAMP","RECORD","TcRafat_Avg(1)","TcRafat_Avg(2)","TcRafat_Avg(3)","TcRafat_Avg(4)","TcRafat_Avg(5)","TcRafat_Avg(6)"
"TS","RN","","","","","",""
"","","Avg","Avg","Avg","Avg","Avg","Avg"
"2021-03-03 14:01:00",33002,15.49792,15.97256,14.71319,16.30521,"NAN",21.77986
"2021-03-03 14:02:00",33003,16.1691,16.18924,14.36036,15.0541,"NAN",21.78052
"2021-03-03 14:03:00",33004,16.30054,16.24923,13.99888,14.57235,"NAN",21.87952
"2021-03-03 14:04:00",33005,16.37983,16.26883,13.70767,14.04596,"NAN",21.83619
"2021-03-03 14:05:00",33006,16.44219,16.2907,13.65955,14.33171,"NAN",21.82976
"2021-03-03 14:06:00",33007,16.50894,16.37974,13.88493,14.52742,"NAN",21.74148
"2021-03-03 14:07:00",33008,16.85991,16.63276,15.45184,17.27928,"NAN",21.83248
"2021-03-03 14:08:00",33009,16.83952,16.63663,14.6086,15.64552,"NAN",21.81326
"2021-03-03 14:09:00",33010,14.66768,14.24367,13.81781,14.40595,"NAN",21.81634
"2021-03-03 14:10:00",33011,14.02972,13.94503,13.99588,15.14735,"NAN",21.7798
"2021-03-03 14:11:00",33012,14.40969,14.32082,14.00427,14.98642,"NAN",21.8055
"2021-03-03 14:12:00",33013,14.107,13.95648,14.40378,15.1896,"NAN",21.78568
"2021-03-03 14:13:00",33014,14.06806,13.95643,16.95505,17.44058,"NAN",21.78767
"2021-03-03 14:14:00",33015,14.3995,14.53167,18.00909,19.0335,"NAN",21.73268
"2021-03-03 14:15:00",33016,14.49913,14.57654,18.10643,19.0717,"NAN",21.79037
"2021-03-03 14:16:00",33017,14.72821,14.99852,18.2574,19.15167,"NAN",21.70935
"2021-03-03 14:17:00",33018,14.81092,14.79191,18.34809,19.0992,"NAN",21.79942
"2021-03-03 14:18:00",33019,14.10456,14.14959,17.55999,18.3117,"NAN",21.81835
"2021-03-03 14:19:00",33020,13.41386,13.31037,17.36785,18.01565,"NAN",21.83617
"2021-03-03 14:20:00",33021,13.28494,13.18543,17.02187,17.91631,"NAN",21.80264
"2021-03-03 14:21:00",33022,13.72589,13.56262,13.65704,14.13984,"NAN",21.81454
"2021-03-03 14:22:00",33023,13.46429,13.47811,13.50634,13.66778,"NAN",21.80853
"2021-03-03 14:23:00",33024,13.3569,13.4492,13.74044,13.83261,"NAN",21.77648
"2021-03-03 14:24:00",33025,13.05509,12.9973,13.15256,13.58711,"NAN",21.78052
"2021-03-03 14:25:00",33026,13.08991,13.11143,13.3125,13.65273,"NAN",21.77295
"2021-03-03 14:26:00",33027,14.02573,14.12611,13.68001,13.80369,"NAN",21.7412
"2021-03-03 14:27:00",33028,14.05,14.05795,13.45943,13.87104,"NAN",21.74645
"2021-03-03 14:28:00",33029,14.01878,14.06744,13.94625,14.16677,"NAN",21.72898
"2021-03-03 14:29:00",33030,14.18034,14.30884,14.13743,14.44646,"NAN",21.73858
"2021-03-03 14:30:00",33031,13.84336,13.94029,13.98022,14.09644,"NAN",21.75447
"2021-03-03 14:31:00",33032,13.58178,13.53915,13.33926,13.74279,"NAN",21.75746
"2021-03-03 14:32:00",33033,14.06139,14.23639,13.57957,13.96027,"NAN",21.74386
"2021-03-03 14:33:00",33034,14.45639,14.65852,14.05715,14.36821,"NAN",21.78742
"2021-03-03 14:34:00",33035,14.1525,14.08307,14.24397,14.28038,"NAN",21.74588
"2021-03-03 14:35:00",33036,13.32293,13.1259,13.4244,13.69224,"NAN",21.75829
"2021-03-03 14:36:00",33037,13.22799,13.03977,12.9135,13.1647,"NAN",21.74256
"2021-03-03 14:37:00",33038,13.59603,13.70511,13.01196,13.35064,"NAN",21.73573
"2021-03-03 14:38:00",33039,14.19049,14.35082,13.69179,14.14422,"NAN",21.7339
"2021-03-03 14:39:00",33040,13.58136,13.50073,13.4658,13.79883,"NAN",21.71161
"2021-03-03 14:40:00",33041,13.04559,12.93811,13.12975,13.3847,"NAN",21.75781
"2021-03-03 14:41:00",33042,12.98676,13.11456,12.95339,13.03536,"NAN",21.78969
"2021-03-03 14:42:00",33043,12.78845,12.77135,13.05571,13.04145,"NAN",21.79292
"2021-03-03 14:43:00",33044,12.75226,12.9171,13.1397,12.99071,"NAN",21.7672
"2021-03-03 14:44:00",33045,12.76785,12.8672,12.93774,12.9371,"NAN",21.76475
"2021-03-03 14:45:00",33046,12.65383,12.76725,12.6793,12.66684,"NAN",21.78725
"2021-03-03 14:46:00",33047,12.68577,12.86009,13.05794,12.83098,"NAN",21.7174
"2021-03-03 14:47:00",33048,12.76601,12.9177,12.87547,12.73836,"NAN",21.71654
"2021-03-03 14:48:00",33049,12.5385,12.51768,12.95127,12.86138,"NAN",21.75429
"2021-03-03 14:49:00",33050,12.46624,12.47401,12.60308,12.76127,"NAN",21.73416
"2021-03-03 14:50:00",33051,12.29351,12.29369,12.42065,12.6024,"NAN",21.70008
"2021-03-03 14:51:00",33052,12.366,12.38098,12.45298,12.64425,"NAN",21.70391
"2021-03-03 14:52:00",33053,12.28902,12.28494,12.69319,12.89321,"NAN",21.66603
"2021-03-03 14:53:00",33054,12.56244,12.69767,12.70329,12.85067,"NAN",21.69492
"2021-03-03 14:54:00",33055,12.61942,12.58246,12.82603,13.32464,"NAN",21.74404
"2021-03-03 14:55:00",33056,12.58555,12.56919,12.50063,12.90079,"NAN",21.65958
"2021-03-03 14:56:00",33057,12.68343,12.66282,12.89306,13.21318,"NAN",21.64803
"2021-03-03 14:57:00",33058,13.03345,13.04256,12.81524,13.13948,"NAN",21.65624
"2021-03-03 14:58:00",33059,13.50381,13.45403,13.13142,13.41241,"NAN",21.70938
"2021-03-03 14:59:00",33060,13.31738,13.33674,13.1705,13.29786,"NAN",21.64215
"2021-03-03 15:00:00",33061,13.38431,13.55591,13.40047,13.29714,"NAN",21.65302
