"TOA5","CR1000","CR1000","72154","CR1000.Std.28","CPU:Rafat_21_10_2020_Jonathan.CR1","4579","TcrafatData"
"TIMESTAMP","RECORD","TcRafat_Avg(1)","TcRafat_Avg(2)","TcRafat_Avg(3)","TcRafat_Avg(4)","TcRafat_Avg(5)","TcRafat_Avg(6)"
"TS","RN","","","","","",""
"","","Avg","Avg","Avg","Avg","Avg","Avg"
"2021-03-03 03:01:00",32342,3.156956,3.13695,3.546242,2.982596,"NAN",18.94186
"2021-03-03 03:02:00",32343,3.087221,3.120327,3.583726,3.019837,"NAN",18.95791
"2021-03-03 03:03:00",32344,3.112706,3.165984,3.738715,3.193686,"NAN",18.97088
"2021-03-03 03:04:00",32345,3.131333,3.200697,3.859749,3.352833,"NAN",18.94388
"2021-03-03 03:05:00",32346,3.169482,3.243471,3.596373,3.345954,"NAN",19.03863
"2021-03-03 03:06:00",32347,3.197988,3.276837,3.368799,3.114478,"NAN",18.96562
"2021-03-03 03:07:00",32348,3.222416,3.291193,3.23626,2.967845,"NAN",19.06505
"2021-03-03 03:08:00",32349,3.223573,3.301092,3.043723,2.808869,"NAN",18.95658
"2021-03-03 03:09:00",32350,3.36107,3.652001,3.071954,2.749444,"NAN",19.03043
"2021-03-03 03:10:00",32351,3.335362,3.618569,3.030057,2.727796,"NAN",18.94745
"2021-03-03 03:11:00",32352,3.107367,3.496799,3.009778,2.673724,"NAN",18.99533
"2021-03-03 03:12:00",32353,3.144944,3.542344,2.982456,2.524976,"NAN",19.03713
"2021-03-03 03:13:00",32354,3.188626,3.569424,2.51982,2.666142,"NAN",18.85424
"2021-03-03 03:14:00",32355,3.278646,3.69434,2.472701,2.699451,"NAN",18.85585
"2021-03-03 03:15:00",32356,3.268611,3.72327,2.48795,2.700358,"NAN",18.92654
"2021-03-03 03:16:00",32357,3.142829,3.831498,2.520191,2.736285,"NAN",18.86963
"2021-03-03 03:17:00",32358,3.332419,4.061904,2.569974,2.764014,"NAN",18.99372
"2021-03-03 03:18:00",32359,3.328473,4.256781,2.624463,2.797554,"NAN",19.01122
"2021-03-03 03:19:00",32360,3.461818,4.46782,2.679936,2.853733,"NAN",18.92802
"2021-03-03 03:20:00",32361,3.593249,4.550352,2.85298,2.87391,"NAN",18.8137
"2021-03-03 03:21:00",32362,3.861034,4.482726,3.734156,3.234128,"NAN",19.00991
"2021-03-03 03:22:00",32363,3.587449,4.493405,3.869992,3.425239,"NAN",18.81191
"2021-03-03 03:23:00",32364,3.601531,4.377662,3.909294,3.4974,"NAN",18.9061
"2021-03-03 03:24:00",32365,3.802095,4.438003,3.829647,3.47384,"NAN",18.89486
"2021-03-03 03:25:00",32366,3.641017,4.380053,3.653575,3.359397,"NAN",19.02602
"2021-03-03 03:26:00",32367,3.868829,4.38002,3.910469,3.499114,"NAN",18.87304
"2021-03-03 03:27:00",32368,3.568819,4.083654,3.819605,3.393395,"NAN",18.88608
"2021-03-03 03:28:00",32369,3.578378,4.274241,3.909967,3.589022,"NAN",18.92801
"2021-03-03 03:29:00",32370,3.859498,4.592177,3.885953,3.444055,"NAN",18.97147
"2021-03-03 03:30:00",32371,3.790763,4.290093,3.951845,3.501995,"NAN",18.92791
"2021-03-03 03:31:00",32372,3.746276,4.694279,4.189965,3.764148,"NAN",18.92398
"2021-03-03 03:32:00",32373,3.874432,4.465624,4.122451,3.908391,"NAN",18.92348
"2021-03-03 03:33:00",32374,4.263826,4.771307,4.040493,3.682577,"NAN",19.04411
"2021-03-03 03:34:00",32375,4.074809,4.808442,4.076915,3.666302,"NAN",19.02315
"2021-03-03 03:35:00",32376,4.357775,4.704434,3.734998,3.545285,"NAN",18.90763
"2021-03-03 03:36:00",32377,4.127207,4.397347,3.549982,3.346274,"NAN",18.97149
"2021-03-03 03:37:00",32378,4.105164,4.332948,3.184029,2.992597,"NAN",19.03598
"2021-03-03 03:38:00",32379,3.799178,4.043,2.939691,2.721771,"NAN",19.05369
"2021-03-03 03:39:00",32380,3.444343,3.641258,2.761928,2.531024,"NAN",18.91534
"2021-03-03 03:40:00",32381,3.222147,3.456785,2.625666,2.396115,"NAN",18.90193
"2021-03-03 03:41:00",32382,2.97248,3.167146,2.533772,2.298061,"NAN",18.89005
"2021-03-03 03:42:00",32383,2.940863,3.161984,2.567966,2.302299,"NAN",19.02906
"2021-03-03 03:43:00",32384,2.849824,3.097565,2.682171,2.407641,"NAN",18.98258
"2021-03-03 03:44:00",32385,2.910956,3.153099,2.64933,2.400352,"NAN",18.91867
"2021-03-03 03:45:00",32386,2.901516,3.127899,2.679163,2.444737,"NAN",19.1085
"2021-03-03 03:46:00",32387,2.764148,2.963399,2.631646,2.385337,"NAN",18.93253
"2021-03-03 03:47:00",32388,2.827225,3.10385,2.666404,2.337046,"NAN",18.87874
"2021-03-03 03:48:00",32389,2.790575,3.009639,2.700172,2.399027,"NAN",18.80087
"2021-03-03 03:49:00",32390,3.198621,3.551208,2.888607,2.580721,"NAN",18.92601
"2021-03-03 03:50:00",32391,3.535558,3.818295,2.907924,2.682497,"NAN",18.88286
"2021-03-03 03:51:00",32392,3.651655,3.886683,3.035321,2.715682,"NAN",18.92435
"2021-03-03 03:52:00",32393,3.633744,3.903229,3.127171,2.879541,"NAN",18.9216
"2021-03-03 03:53:00",32394,3.582993,3.820396,3.085703,2.922577,"NAN",18.9543
"2021-03-03 03:54:00",32395,3.571579,3.870357,3.139724,2.842223,"NAN",18.93396
"2021-03-03 03:55:00",32396,3.36474,3.885363,3.448318,2.886506,"NAN",18.839
"2021-03-03 03:56:00",32397,3.401876,4.088958,3.715487,3.179065,"NAN",18.89787
"2021-03-03 03:57:00",32398,3.444057,4.155504,3.938949,3.36789,"NAN",18.9473
"2021-03-03 03:58:00",32399,3.538779,4.17657,3.890393,3.483076,"NAN",18.84595
"2021-03-03 03:59:00",32400,3.573624,4.207081,3.784843,3.391789,"NAN",18.81906
"2021-03-03 04:00:00",32401,3.752711,4.469391,3.946671,3.516992,"NAN",18.84513
