"TOA5","CR1000","CR1000","72154","CR1000.Std.28","CPU:Rafat_21_10_2020_Jonathan.CR1","4579","Data_dropbox"
"TIMESTAMP","RECORD","batt_volt","PTemp","H2o_6262_mmol_mol","Co2_6262_micmol_mol","H2o_7000_mmol_mol","Co2_7000_micmol_mol","Temp_6262","Temp_7000","Prees_7000","H2o_Flux","Co2_Flux","PAR","AirFlow_Sam","AirFlow_Amb","Ambient_RH","Ambient_TempAir","Tc(1)","Tc(2)","Tc(3)","Tc(4)","Tc(5)","Tc(6)","Tc(7)","Tc(8)","Tc(9)","Tc(10)","Tc(11)","Tc(12)","Tc(13)","Tc(14)","Tc(15)","Tc(16)","RadKipZonen","ChamberStatus","ChamberON","Counter","VPD_Ambient","VPD_Chamber","Tc_AM25","Volt_AM25(1)","Volt_AM25(2)","Volt_AM25(3)","Pump_Status"
"TS","RN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2021-03-03 12:00:16",986456,12.16441,18.14833,9.898163,399.3545,10.05495,398.1091,0,30.81246,94.17374,0.01445911,-0.1148532,0,7.406579,8.073956,0,-39.93183,15.82657,14.90169,14.67233,18.88589,17.24872,18.44759,18.54877,15.41101,18.98698,16.72435,16.85127,16.54662,18.46446,21.80068,20.20684,14.85923,443.8447,0,4,15,0.6003171,0.999421,"NAN",0,851.4329,0,0
"2021-03-03 12:00:18",986457,12.11997,18.17319,9.898163,398.3183,10.0345,397.3456,0,30.81246,94.16828,0.01265343,-0.090277,0,7.454298,8.030328,0,-40,15.91372,14.76818,14.69171,19.06515,17.20038,18.49213,18.53428,15.43037,19.03989,17.10738,16.85365,16.48975,18.52585,21.06549,20.2008,14.83613,431.08,0,4,17,0.6020818,1.025343,"NAN",0,820.7567,0,0
"2021-03-03 12:00:20",986458,12.18663,18.14833,9.898163,397.6366,10.00723,397.6455,0,30.81246,94.17918,0.01012856,0.000827508,0,7.457707,8.131218,0,-39.93183,15.85329,14.91147,14.68211,19.14827,17.19928,18.53319,18.3308,15.48017,19.02194,17.45283,16.9033,16.64101,18.55005,20.45171,20.26692,14.92845,448.2211,0,4,19,0.6078355,1.040046,"NAN",0,813.9398,0,0
"2021-03-03 12:00:22",986459,12.1533,18.17319,9.870895,399.1363,9.952698,398.7635,0,30.81246,94.17918,0.007554692,-0.03443226,0,7.416805,8.150306,0,-40,15.80114,14.99511,14.65534,19.31538,17.30789,18.50662,18.25361,15.51282,18.82691,17.78098,17.02044,16.68204,18.68365,20.46724,20.25725,14.90169,423.7859,0,4,21,0.6142325,1.068699,"NAN",0,852.1146,0,0
"2021-03-03 12:00:24",986460,12.12553,18.14833,9.857262,399.3817,9.92543,398.9816,0,30.81246,94.17374,0.006274961,-0.0368309,0,7.392946,8.097134,0,-40,15.92098,14.90286,14.70748,19.43437,17.28369,18.55836,18.38129,15.4037,18.57522,18.01007,17.11461,16.58164,18.63423,21.48348,20.2584,14.80943,425.2448,0,4,23,0.6039445,1.088117,"NAN",0.6816916,857.5681,0,0
"2021-03-03 12:00:26",986461,12.14775,18.17319,9.802726,398.6183,9.870895,398.2181,0,30.81246,94.16828,0.00639908,-0.03755888,0,7.53951,8.105314,0,-40,15.9222,15.04844,14.65773,19.57021,17.268,18.53428,18.50899,15.35401,18.98093,18.10411,17.13274,16.39661,18.67759,21.50145,20.16719,14.78517,460.6211,0,4,25,0.6049061,1.113184,"NAN",0,856.8864,0.6816916,0
"2021-03-03 12:00:28",986462,12.14775,18.17319,9.802726,398.3728,9.850445,397.8909,0,30.81246,94.17918,0.004445471,-0.04489378,0,7.481565,8.541597,0,-40,15.80242,15.03036,14.68211,19.61959,17.29226,18.51632,18.37297,15.30199,19.18195,17.19082,17.08937,16.32776,18.63435,21.85219,19.998,14.74158,433.2682,0,4,27,0.5992874,1.122407,"NAN",0,856.2047,0,0
"2021-03-03 12:00:30",986463,12.16997,18.17319,9.802726,398.7546,9.829993,398.2999,0,30.81246,94.16828,0.00256191,-0.04271666,0,7.546326,8.117584,0,-39.93183,15.80855,15.00252,14.68825,19.70137,17.20538,18.46339,18.33689,15.41842,19.10382,16.83328,17.03628,16.46936,18.60672,21.69911,19.55836,14.74772,413.9389,0,4,29,0.6122215,1.13648,"NAN",0,809.8497,0,0
