timestamp,chamber,plot,status,chamber_block,counter,cos.1.pmol_mol,co2.1.umol_mol,co2.2.umol_mol,h2o.mmol_mol,co.nmol_mol,cos.2.pmol_mol,cos.mean.pmol_mol,co2.mean.umol_mol,cos.mean_sd.pmol_mol,co2.mean_sd.umol_mol,temp.air.ambient.c,par.ambient.umol_m2_s,h2o.irga.ambient.mmol_mol,co2.irga.ambient.umol_mol,P.irga.kPa,par.ch4.umol_m2_s,par.ch16.umol_m2_s,temp.leaf.ch4.c,temp.air.ch4.c,temp.leaf.ch16.c,temp.air.ch16.c,temp.laserbox.c,pump.flow.ch4.slpm,pump.flow.ch16.slpm,day_night,par.current.chamber.umol_m2_s,temp.leaf.current.chamber.c,temp.air.current.chamber.c,pump.flow.current.chamber.slpm,leaf.area.m2,flag,h2o.calibrated.mmol_mol,co2.calibrated.umol_mol
2020-08-15 00:01:30,16.0,control,oc,1,-25,357.90861530024677,415.2807464598965,415.1789293828596,14.67583,-1.155265,358.68518234165066,358.29689882094874,415.229837921378,0.5491158210226676,0.07199554561335371,,0.0,,,,,,,,,,,,,0,,,,4.5,0.07725715988542793,,16.00350520205769,414.7737047070753
2020-08-15 00:01:31,16.0,control,oc,1,-24,361.93784960241294,414.9147496829758,414.90217967346507,14.65498,-1.280229,361.98453523443925,361.9611924184261,414.9084646782204,0.033011726989784,0.008888338964622981,,0.0,,,,,,,,,,,,,0,,,,4.5,0.07725715988542793,,15.978117043953727,414.44748983568866
2020-08-15 00:01:32,16.0,control,oc,1,-23,363.6135995338634,414.9147496829758,414.76129081686577,14.64111,-0.7424448,361.98453523443925,362.79906738415133,414.83802024992076,1.1519224131117345,0.1085118048596098,,0.0,,,,,,,,,,,,,0,,,,4.5,0.07725715988542793,,15.961228134941639,414.3759841313186
2020-08-15 00:01:33,16.0,control,oc,1,-22,362.58017343021663,414.76129081686577,414.6662824949805,14.63008,-0.8008957,363.6135995338634,363.09688648204,414.7137866559232,0.7307426057438267,0.0671810286742114,,0.0,,,,,,,,,,,,,0,,,,4.5,0.07725715988542793,,15.947797373124533,414.2498789039835
2020-08-15 00:01:34,16.0,control,oc,1,-21,365.12718295859605,414.6662824949805,414.8674026471521,14.61475,-0.5691347,362.58017343021663,363.85367819440637,414.7668425710663,1.8010077092638377,0.14221342343380694,,0.0,,,,,,,,,,,,,0,,,,4.5,0.07725715988542793,,15.929130684216439,414.303734129654
2020-08-15 00:01:35,16.0,control,oc,1,-20,364.8937547984645,414.86750739723135,415.02452776603616,14.61863,-0.283134,365.12718295859605,365.0104688785303,414.9460175816338,0.16505863494892,0.1110301675662925,,0.0,,,,,,,,,,,,,0,,,,4.5,0.07725715988542793,,15.933855195172956,414.48560848998864
2020-08-15 00:01:36,16.0,control,oc,1,-19,363.5195235810255,415.0244230159569,414.94837445841705,14.61166,0.6942926,364.8937547984645,364.20663918974503,414.98639873718696,0.9717282127693544,0.05377445073590272,,0.0,,,,,,,,,,,,,0,,,,4.5,0.07725715988542793,,15.925368122655708,414.5265980052818
2020-08-15 00:01:37,16.0,control,oc,1,-18,373.97701706882367,415.2537209394484,415.25277818873514,14.60992,0.4723471,373.93394296682203,373.9554800178229,415.2532495640918,0.030457989618880583,0.0006666254223075341,,0.0,,,,,,,,,,,,,0,,,,4.5,0.07725715988542793,,15.923249398670055,414.7974690564088
2020-08-15 00:01:38,16.0,control,oc,1,-17,358.5921634219906,415.522300142661,415.51947189052106,14.60539,0.2611035,358.5601881683575,358.5761757951741,415.520886016591,0.02260991867412947,0.0019998762670431856,,0.0,,,,,,,,,,,,,0,,,,4.5,0.07725715988542793,,15.917733410362572,415.0691375689227
2020-08-15 00:01:39,16.0,control,oc,1,-16,369.84313648204005,415.3588900190215,415.3467390098278,14.58506,-0.5519024,369.87678537153823,369.85996092678914,415.3528145144246,0.023793357943560755,0.008592060999126171,,0.0,,,,,,,,,,,,,0,,,,4.5,0.07725715988542793,,15.89297843413938,414.8985339961913
2020-08-15 00:01:40,16.0,control,oc,1,-15,361.9230511379216,415.2609486949171,415.26775745006876,14.59654,0.4209447,361.9287767343022,361.9259139361119,415.2643530724929,0.004048608027029264,0.004814516939182506,,0.0,,,,,,,,,,,,,0,,,,4.5,0.07725715988542793,,15.906957141814846,414.80873984401205
2020-08-15 00:01:41,16.0,control,oc,1,-14,359.06404064984923,415.2609486949171,415.09680532072286,14.57962,-0.4125619,361.9287767343022,360.4964086920757,415.17887700782,2.025674311626474,0.11606689297957751,,0.0,,,,,,,,,,,,,0,,,,4.5,0.07725715988542793,,15.886354377540552,414.72197604510353
2020-08-15 00:01:42,16.0,control,oc,1,-13,360.27892411571156,415.09680532072286,414.8554611381169,14.59197,0.2129447,359.06404064984923,359.67148238278037,414.9761332294199,0.8590523370626681,0.17065610812061657,,0.0,,,,,,,,,,,,,0,,,,4.5,0.07725715988542793,,15.901392447208849,414.516177843158
2020-08-15 00:01:43,16.0,control,oc,1,-12,358.787009871127,414.8554611381169,415.0808833086759,14.59195,-0.9108408,360.27892411571156,359.5329669934193,414.9681722233964,1.0549426792945504,0.15939754543205928,,0.0,,,,,,,,,,,,,0,,,,4.5,0.07725715988542793,,15.901368094059588,414.50809690110276
2020-08-15 00:01:44,16.0,control,oc,1,-11,357.27448347957227,415.0808833086759,415.49988362570014,14.60128,-0.2616321,358.78692178502877,358.0307026323005,415.290383467188,1.0694553819145811,0.2962779654871648,,0.0,,,,,,,,,,,,,0,,,,4.5,0.07725715988542793,,15.912728838189562,414.8351623979689
2020-08-15 00:01:45,16.0,control,oc,1,-10,357.651315807513,415.49988362570014,415.70121327803025,14.6177,-1.020769,357.27448347957227,357.46289964354264,415.60054845186517,0.266460694457215,0.14236156241655537,,0.0,,,,,,,,,,,,,0,,,,4.5,0.07725715988542793,,15.932722773732348,415.1500001535672
2020-08-15 00:01:46,16.0,control,oc,1,-9,371.05114923224573,415.5919589453662,415.6003389517067,14.63172,-0.5111788,371.05872463668766,371.0549369344667,415.59614894853644,0.005356619851114255,0.005925559309775451,,0.0,,,,,,,,,,,,,0,,,,4.5,0.07725715988542793,,15.949794331363883,415.14553436979986
2020-08-15 00:01:47,16.0,control,oc,1,-8,356.5558770907595,415.32526524358025,415.3319692486527,14.64294,-0.7260387,356.583712297779,356.56979469426926,415.32861724611644,0.019682463639224733,0.004740447447828399,,0.0,,,,,,,,,,,,,0,,,,4.5,0.07725715988542793,,15.963456448098967,414.87397218547085
2020-08-15 00:01:48,16.0,control,oc,1,-7,364.5486334658624,415.30043947479663,415.2915357180599,14.6281,-1.133777,364.56078934740884,364.55471140663565,415.2959875964283,0.008595506272793938,0.006295906766586174,,0.0,,,,,,,,,,,,,0,,,,4.5,0.07725715988542793,,15.945386411347751,414.84085095586306
2020-08-15 00:01:49,16.0,control,oc,1,-6,360.94159583219084,415.30043947479663,415.1835383863468,14.6146,-1.32198,364.56078934740884,362.75119258979987,415.2419889305717,2.559156277037027,0.08266155237095756,,0.0,,,,,,,,,,,,,0,,,,4.5,0.07725715988542793,,15.928948035596985,414.786038776528
2020-08-15 00:01:50,16.0,control,oc,1,-5,360.77793186180423,415.1835383863468,414.974142977914,14.61273,-1.110319,360.94159583219084,360.85976384699757,415.0788406821304,0.11572790329628486,0.1480649132521479,,0.0,,,,,,,,,,,,,0,,,,4.5,0.07725715988542793,,15.926671016141139,414.6204326284887
2020-08-15 00:01:51,16.0,control,oc,1,-4,362.82540512750205,414.974142977914,414.91108343020187,14.60383,-1.257686,360.77793186180423,361.80166849465314,414.9426132040579,1.4477822304730925,0.044589833805823126,,0.0,,,,,,,,,,,,,0,,,,4.5,0.07725715988542793,,15.915833864720263,414.48215282397814
2020-08-15 00:01:52,16.0,control,oc,1,-3,362.92573519330955,414.9111881802811,414.7379315491916,14.60802,-1.49007,362.82540512750205,362.8755701604058,414.82455986473633,0.0709440698893742,0.1225109387289121,,0.0,,,,,,,,,,,,,0,,,,4.5,0.07725715988542793,,15.920935849490316,414.36232095955415
2020-08-15 00:01:53,16.0,control,oc,1,-2,360.30675932273095,414.7379315491916,414.4135205537356,14.59983,-1.281861,362.92573519330955,361.6162472580203,414.5757260514636,1.8518955978500664,0.22939321477841002,,0.0,,,,,,,,,,,,,0,,,,4.5,0.07725715988542793,,15.910963234868184,414.10973835623645
2020-08-15 00:01:54,16.0,control,oc,1,-1,373.1411680833562,414.40681654866324,414.4035692962063,14.59428,-1.432843,373.14548430216615,373.14332619276115,414.40519292243476,0.003052027589598637,0.002296154232539997,,0.0,,,,,,,,,,,,,0,,,,4.5,0.07725715988542793,,15.904205235948421,413.9366360711591
2020-08-15 00:01:55,16.0,control,oc,1,0,358.10971586235263,414.72651379055276,414.7264090404735,14.59399,-1.278576,358.06857965451053,358.0891477584316,414.72646141551314,0.029087691517448642,7.406949135410568e-05,,0.0,,,,,,,,,,,,,0,,,,4.5,0.07725715988542793,,15.903852115284149,414.2627446143608
2020-08-15 00:09:30,16.0,control,cc,3,-25,351.22508260213874,412.9827392211772,412.97037871182505,14.64301,-2.170731,351.24058575541545,351.2328341787771,412.9765589665011,0.010962384811736895,0.008740199981834383,,0.0,,,,0.0,0.0,,,,,,,,0,0.0,,,4.5,0.07725715988542793,,15.963541684121378,412.4864791208963
2020-08-15 00:09:31,16.0,control,cc,3,-24,349.80337297778993,412.9827392211772,413.0488365211878,14.62389,-2.7651,351.24058575541545,350.5219793666027,413.0157878711825,1.0162629010669577,0.04673784905561471,,0.0,,,,0.0,0.0,,,,,,,,0,0.0,,,4.5,0.07725715988542793,,15.94026007342844,412.52629902615524
2020-08-15 00:09:32,16.0,control,cc,3,-23,349.6134593501508,413.0487317711085,413.1805073708127,14.6338,-2.867258,349.80337297778993,349.70841616397036,413.1146195709606,0.13428921394338508,0.09317942014573262,,0.0,,,,0.0,0.0,,,,,,,,0,0.0,,,4.5,0.07725715988542793,,15.952327058886969,412.6266196686433
2020-08-15 00:09:33,16.0,control,cc,3,-22,353.70065430490814,412.9613702050091,412.9594847035824,14.63068,-3.18473,353.730867836578,353.71576107074304,412.96042745429577,0.021364193127351234,0.0013332508447356515,,0.0,,,,0.0,0.0,,,,,,,,0,0.0,,,4.5,0.07725715988542793,,15.948527967602345,412.47010458041615
2020-08-15 00:09:34,16.0,control,cc,3,-21,362.1038038113518,412.9674457096059,412.9719499630139,14.63818,-3.44438,362.0987829037565,362.10129335755414,412.96969783630993,0.0035503178083340476,0.003184988128990237,,0.0,,,,0.0,0.0,,,,,,,,0,0.0,,,4.5,0.07725715988542793,,15.957660398574994,412.47951462478306
2020-08-15 00:09:35,16.0,control,cc,3,-20,357.35587503427473,413.04150401563993,413.0318670083484,14.62192,-3.023472,357.3559631203729,357.35591907732385,413.03668551199416,6.228627734695061e-05,0.006814393206185497,,0.0,,,,0.0,0.0,,,,,,,,0,0.0,,,4.5,0.07725715988542793,,15.93786128822629,412.54751149905024
2020-08-15 00:09:36,16.0,control,cc,3,-19,353.0663463120373,413.07334803973373,413.0839277977386,14.63958,-3.842301,353.05190019193856,353.0591232519879,413.07863791873615,0.010214949483653877,0.00748101862857342,,0.0,,,,0.0,0.0,,,,,,,,0,0.0,,,4.5,0.07725715988542793,,15.959365119023222,412.59009593711744
2020-08-15 00:09:37,16.0,control,cc,3,-18,351.6713267754318,413.07334803973373,413.10456356335203,14.63179,-3.435517,353.05190019193856,352.3616134836852,413.08895580154285,0.9762128247378122,0.022072708428788952,,0.0,,,,0.0,0.0,,,,,,,,0,0.0,,,4.5,0.07725715988542793,,15.949879567386297,412.6005692633337
2020-08-15 00:09:38,16.0,control,cc,3,-17,355.2398707842062,412.94220094050513,412.94167719010886,14.63096,-4.376384,355.2613637921579,355.25061728818207,412.941939065307,0.015197851670766817,0.0003703474568509171,,0.0,,,,0.0,0.0,,,,,,,,0,0.0,,,4.5,0.07725715988542793,,15.948868911691989,412.4513376557747
2020-08-15 00:09:39,16.0,control,cc,3,-16,352.4038507677543,412.94220094050513,412.9899669766459,14.61307,-3.274451,355.2613637921579,353.8326072799561,412.9660839585755,2.0205668368846674,0.03377568806555126,,0.0,,,,0.0,0.0,,,,,,,,0,0.0,,,4.5,0.07725715988542793,,15.927085019678564,412.47584630240266
