timestamp,plot,type,chamber,status,chamber_block,counter,conc.cos.1.pmol_mol,conc.co2.1.umol_mol,conc.co2.2.umol_mol,conc.h2o.mmol_mol,conc.co.nmol_mol,conc.cos.2.pmol_mol,conc.cos.mean.pmol_mol,conc.co2.mean.umol_mol,conc.cos.mean_sd.pmol_mol,conc.co2.mean_sd.umol_mol,temp.air.ambient.c,par.ambient.umol_m2_s1,conc.h2o.irga.ambient.mmol_mol,conc.co2.irga.ambient.umol_mol,P.irga.kPa,par.chb_irr1.umol_m2_s1,par.chb_ctr2.umol_m2_s1,par.chs_irr3.umol_m2_s1,par.chs_ctr4.umol_m2_s1,par.chs_irr5.umol_m2_s1,par.chs_ctr6.umol_m2_s1,temp.leaf.chb_irr1.c,temp.air.chb_irr1.c,temp.leaf.chb_ctr2.c,temp.air.chb_ctr2.c,temp.laserbox.c,pump.flow.chb_irr1.slpm,pump.flow.chb_ctr2.slpm,pump.flow.chs_irr3.slpm,pump.flow.chs_ctr4.slpm,pump.flow.chs_irr5.slpm,pump.flow.chs_ctr6.slpm,day_night,par.current.chamber.umol_m2_s1,temp.leaf.current.chamber.c,temp.soil.current.chamber.c,temp.air.current.chamber.c,pump.flow.current.chamber.slpm,surface.area.m2,flag,conc.h2o.calibrated.mmol_mol,conc.co2.calibrated.umol_mol
2022-01-11 00:05:30,irr,branch,chb_irr1,oc,0,-29,370.2714991774061,423.539452208602,423.60670175948434,5.317353,54.97273,372.28232862626817,371.27691390183713,423.57307698404315,1.4218711390999765,0.047552613460670655,3.041802,0.0,5.743518,415.1569,93.86084,0.0,0.0,,,,,2.967994,2.9320310000000003,2.3133615,2.1754249999999997,20.51767,7.477488,3.14461,,,,,0,0.0,2.967994,,2.9320310000000003,7.477488,0.1261546315077445,0,,
2022-01-11 00:05:31,irr,branch,chb_irr1,oc,0,-28,371.18953249245953,423.60670175948434,423.6392790341329,5.31928,56.0938,370.2714991774061,370.7305158349328,423.62299039680863,0.6491475824294503,0.0230356118165933,3.050485,0.0,5.743518,415.18420000000003,,0.0,0.0,,,,,2.9686540666666668,2.9312724666666665,2.31421495,2.1773273,20.517404,7.476124,3.2179390000000003,,,,,0,0.0,2.9686540666666668,,2.9312724666666665,7.476124,0.1261546315077445,0,,
2022-01-11 00:05:32,irr,branch,chb_irr1,oc,0,-27,370.48008705785577,423.6393837842122,423.61497701574564,5.306508,55.77649,371.18953249245953,370.8348097751576,423.6271803999789,0.5016536776901596,0.017258191489566255,3.059168,0.0,5.743518,415.2115,93.86084,0.0,0.0,,,,,2.9693141333333335,2.930513933333333,2.3150684,2.1792295999999998,20.517138,7.47476,3.291268,,,,,0,0.0,2.9693141333333335,,2.930513933333333,7.47476,0.1261546315077445,0,,
2022-01-11 00:05:33,irr,branch,chb_irr1,oc,0,-26,362.4326292157938,423.6303752773962,423.6337272799324,5.31176,55.57896,362.42769639429673,362.43016280504526,423.6320512786643,0.0034880315309469027,0.0023702237238941025,3.059168,0.0,5.743518,415.2115,,0.0,0.0,,,,,2.9699742000000002,2.9297554,2.31592185,2.1811319,20.516872,7.4733955000000005,3.2537510000000003,,,,,0,0.0,2.9699742000000002,,2.9297554,7.4733955000000005,0.1261546315077445,0,,
2022-01-11 00:05:34,irr,branch,chb_irr1,oc,0,-25,363.3373615300247,423.6303752773962,423.56459222762345,5.300952,56.00109,362.42769639429673,362.8825289621607,423.5974837525098,0.6432303860822135,0.046515640581431816,3.059168,0.0,5.743518,415.2115,93.85538,0.0,0.0,,,,,2.9706342666666665,2.9289968666666666,2.3167753,2.1830342,20.516606,7.472031,3.216234,,,,,0,0.0,2.9706342666666665,,2.9289968666666666,7.472031,0.1261546315077445,0,,
2022-01-11 00:05:35,irr,branch,chb_irr1,oc,0,-24,371.83053502879073,423.53756670717536,423.54217571066266,5.308389,54.68534,371.82974225390734,371.83013864134904,423.539871208919,0.0005605764960019725,0.003259057620384537,3.0495780000000003,0.0,5.743518,415.18420000000003,,0.0,0.0,,,,,2.9712943333333333,2.9282383333333333,2.31762875,2.1849365,20.51634,7.470667000000001,3.178717,,,,,0,0.0,2.9712943333333333,,2.9282383333333333,7.470667000000001,0.1261546315077445,0,,
2022-01-11 00:05:36,irr,branch,chb_irr1,oc,0,-23,366.9978674252811,423.4734596586706,423.4735644087499,5.308633,53.80393,367.0060594324102,367.00196342884567,423.4735120337102,0.005792623792542909,7.406949139430005e-05,3.039988,0.0,5.743518,415.1569,93.86084,0.0,0.0,,,,,2.9719544,2.9274798,2.3184822,2.1868388,20.516074,7.469303,3.1412,,,,,0,0.0,2.9719544,,2.9274798,7.469303,0.1261546315077445,0,,
2022-01-11 00:05:37,irr,branch,chb_irr1,oc,0,-22,368.5036111872772,423.4734596586706,423.5792572387192,5.303912,54.54586,367.0060594324102,367.7548353098437,423.5263584486949,1.058929001044273,0.07481018628549303,3.0756255,0.0,5.743518,414.9386,,0.0,0.0,,,,,2.9726144666666667,2.9267212666666667,2.31933565,2.1887411,20.515808,7.4679385,3.206002,,,,,0,0.0,2.9726144666666667,,2.9267212666666667,7.4679385,0.1261546315077445,0,,
2022-01-11 00:05:38,irr,branch,chb_irr1,oc,0,-21,366.7358112832465,423.5792572387192,423.54343271161366,5.305035,54.57286,368.5036992733754,367.61975527831095,423.56134497516643,1.25008558619839,0.025331766049133297,3.111263,0.0,5.743518,414.7203,93.86084,0.0,0.0,,,,,2.9732745333333335,2.9259627333333333,2.3201891,2.1906434,20.515542,7.466574,3.270804,,,,,0,0.0,2.9732745333333335,,2.9259627333333333,7.466574,0.1261546315077445,0,,
2022-01-11 00:05:39,irr,branch,chb_irr1,oc,0,-20,366.34796819303534,423.54343271161366,423.55045096692385,5.309468,55.34967,366.7357231971483,366.5418456950918,423.54694183926875,0.2741841928472722,0.004962655921930912,3.1025805,0.0,5.7503395,414.3383,,0.0,0.0,,,,,2.9739345999999998,2.9252042,2.32104255,2.1925457,20.515276,7.471349,3.207707,,,,,0,0.0,2.9739345999999998,,2.9252042,7.471349,0.1261546315077445,0,,
