timestamp,plot,type,chamber,status,chamber_block,counter,conc.cos.1.pmol_mol,conc.co2.1.umol_mol,conc.co2.2.umol_mol,conc.h2o.mmol_mol,conc.co.nmol_mol,conc.cos.2.pmol_mol,conc.cos.mean.pmol_mol,conc.co2.mean.umol_mol,conc.cos.mean_sd.pmol_mol,conc.co2.mean_sd.umol_mol,temp.air.ambient.c,par.ambient.umol_m2_s1,conc.h2o.irga.ambient.mmol_mol,conc.co2.irga.ambient.umol_mol,P.irga.kPa,par.chb_irr1.umol_m2_s1,par.chb_ctr2.umol_m2_s1,par.chs_irr3.umol_m2_s1,par.chs_ctr4.umol_m2_s1,par.chs_irr5.umol_m2_s1,par.chs_ctr6.umol_m2_s1,temp.leaf.chb_irr1.c,temp.air.chb_irr1.c,temp.leaf.chb_ctr2.c,temp.air.chb_ctr2.c,temp.laserbox.c,pump.flow.chb_irr1.slpm,pump.flow.chb_ctr2.slpm,pump.flow.chs_irr3.slpm,pump.flow.chs_ctr4.slpm,pump.flow.chs_irr5.slpm,pump.flow.chs_ctr6.slpm,day_night,par.current.chamber.umol_m2_s1,temp.leaf.current.chamber.c,temp.soil.current.chamber.c,temp.air.current.chamber.c,pump.flow.current.chamber.slpm,surface.area.m2,pump.flow.unfiltered.current.chamber.slpm,flag,conc.h2o.calibrated.mmol_mol,conc.co2.calibrated.umol_mol
2022-01-13 17:44:43,amb,soil,amb,amb,169.0,-16,366.34691115985737,423.91466699249713,423.8877462221283,8.275525,59.65338,366.7434747737867,366.545192966822,423.9012066073127,0.280412820581284,0.019035859282547123,10.864985,0.0,8.9598545,413.57815,,0.0,0.0,,,,,10.59525,10.679250333333334,10.769759500000001,10.730546666666667,20.967283333333334,,,1.002358,2.00983,,,0,,,,,,,,3,,413.12372960238616
2022-01-13 17:44:44,amb,soil,amb,amb,169.0,-15,370.80785542911985,423.9889347986897,423.98526854591574,8.269718,58.27071,370.7986944749109,370.8032749520154,423.98710167230274,0.006477772843278978,0.0025924321979966143,10.89164,0.0,8.946217,413.5509,93.76845,0.0,0.0,,,,,10.59508,10.678892666666668,10.771116000000001,10.732563333333333,20.967186666666667,,,1.003722,1.98426,,,0,,,,,,,,3,,413.13845643499184
2022-01-13 17:44:45,amb,soil,amb,amb,169.0,-14,368.1199081436797,423.9889347986897,424.0268543273803,8.276819,58.42109,370.7986944749109,369.4593013092953,424.007894563035,1.8941879801634205,0.026813155876536963,10.881565,0.0,8.953061,413.04650000000004,,0.0,0.0,,,,,10.594909999999999,10.678535,10.772472500000001,10.73458,20.96709,,,1.003043,2.0081315,,,0,,,,,,,,3,,413.1420214060555
2022-01-13 17:44:46,amb,soil,amb,amb,169.0,-13,367.70246812448585,424.0269590774596,424.01501756842447,8.282716,57.7205,368.1199081436797,367.91118813408275,424.020988322942,0.2951746683106221,0.008443922016337571,10.87149,0.0,8.959905,412.5421,93.76852,0.0,0.0,,,,,10.59474,10.678177333333334,10.773829000000001,10.736596666666667,20.966993333333335,,,1.002364,2.032003,,,0,,,,,,,,3,,413.1442663500503
2022-01-13 17:44:47,amb,soil,amb,amb,169.0,-12,369.2988524814916,424.01501756842447,424.1417651643242,8.282565,58.29628,367.70246812448585,368.50066030298876,424.0783913663744,1.1288142042189098,0.08962408455981108,10.864465,0.0,8.959905,412.82845,,0.0,0.0,,,,,10.59457,10.677819666666668,10.775185500000001,10.738613333333333,20.966896666666667,,,1.0030459999999999,2.0115465,,,0,,,,,,,,3,,413.15410818452335
2022-01-13 17:44:48,amb,soil,amb,amb,169.0,-11,362.40787702221,424.1059406372187,424.0990271319878,8.27155,56.38015,362.41853544008774,362.4132062311489,424.1024838846032,0.0075366395580565545,0.004888586430536611,10.85744,0.0,8.959905,413.1148,93.76852,0.0,0.0,,,,,10.5944,10.677462,10.776542000000001,10.74063,20.9668,,,1.003728,1.99109,,,0,,,,,,,,3,,413.1582388814737
2022-01-13 17:44:49,amb,soil,amb,amb,169.0,-10,364.5356848094324,424.1059406372187,424.1102353904682,8.274838,56.36018,362.41853544008774,363.4771101247601,424.1080880138434,1.497050675848421,0.0030368491462418315,10.868739999999999,0.0,8.9667235,413.4421,,0.0,0.0,,,,,10.59423,10.677104333333334,10.777898500000001,10.742646666666667,20.966703333333335,,,1.0044095,1.989385,,,0,,,,,,,,3,,413.1591997175035
2022-01-13 17:44:50,amb,soil,amb,amb,169.0,-9,366.6939703866191,424.1102353904682,424.10740713832826,8.254697,55.88461,364.5356848094324,365.6148275980257,424.1088212643982,1.5261383673658695,0.0019998762670431856,10.88004,0.0,8.973542,413.7694,93.76307,0.0,0.0,,,,,10.594059999999999,10.676746666666666,10.779255000000001,10.744663333333333,20.966606666666667,,,1.005091,1.98768,,,0,,,,,,,,3,,413.15932543436725
2022-01-13 17:44:51,amb,soil,amb,amb,169.0,-8,366.5087253221826,424.10740713832826,424.1194533974427,8.269455,56.03646,366.6939703866191,366.60134785440084,424.1134302678855,0.13098804124439864,0.008517991507772065,10.874175,0.0,8.973542,413.87850000000003,,0.0,0.0,,,,,10.59389,10.676389,10.780611500000001,10.74668,20.96651,,,1.005091,1.9910895,,,0,,,,,,,,3,,413.1601156546534
2022-01-13 17:44:52,amb,soil,amb,amb,169.0,-7,364.8258404167809,424.1194533974427,424.12751915354545,8.272625,56.35485,366.5087253221826,365.66728286948177,424.1234862754941,1.1899793285660185,0.0057033508356327456,10.86831,0.0,8.973542,413.9876,93.76852,0.0,0.0,,,,,10.59372,10.676031333333334,10.781968,10.748696666666666,20.966413333333335,,,1.005091,1.994499,,,0,,,,,,,,3,,413.1618397716413
