timestamp,RECORD,par_Avg(1),par_Avg(2),par_Avg(3),par_Avg(4),par_Avg(5),par_Avg(6),par_Avg(7),par_Avg(8),par_Avg(9),par_Avg(10),par_Avg(11),par_Avg(12),par_Avg(13),par_Avg(14),par_Avg(15),par_Avg(16),par_Avg(17),par_Avg(18),par_Avg(19),par_Avg(20),par_Avg(21),par_Avg(22),par_Avg(23),par_Avg(24),par_Avg(25),par_Avg(26),par_Avg(27),par_Avg(28),par_Avg(29),par_Avg(30),par_Avg(31),par_Avg(32)
2021-04-02 00:02:00,185295,132.1714,13.56658,0.06851808,-0.06851808,-8.633278,-0.06851808,-0.2055542,16.64989,0.0,12.53881,19.45914,0.0,0.06851808,12.53881,20.28135,0.2740723,6.4407,22.33689,26.79057,32.82016,36.58865,53.37558,59.47369,73.72546,81.19392,92.842,99.00863,111.0678,115.6585,128.2658,134.638,144.7102
2021-04-02 00:03:00,185296,125.6634,-19.73341,0.2055563,-0.1370376,-4.933352,-0.2740751,0.2740751,3.905571,0.2055563,8.97596,21.99453,-0.3425939,0.06851878,8.770404,22.47416,0.2055563,12.47042,21.85749,39.74089,58.85763,67.07989,77.70029,88.18367,95.44666,106.4097,112.3708,121.4838,127.9931,135.3931,143.5468,152.0432,159.1006
2021-04-02 00:04:00,185297,138.8876,8.359291,-0.1370376,0.1370376,-7.33151,0.2055563,0.2055563,18.15748,0.4111127,17.40377,27.95566,0.3425939,-0.06851878,16.58154,29.39456,-0.2055563,5.207428,16.23895,31.65568,37.54829,46.25018,58.10392,68.65582,77.49474,88.86886,94.89851,104.08,110.3152,118.2634,125.5264,135.2561,140.2579
2021-04-02 00:05:00,185298,123.6089,-23.43361,0.205558,0.0,-4.933393,-0.2740774,0.205558,6.783414,0.0,4.385238,18.50022,-0.1370387,0.205558,3.563006,18.70578,0.3425967,9.044553,18.02059,32.88928,41.93383,51.86914,62.01,73.17866,80.51022,93.39186,98.25673,109.768,115.181,124.4311,131.0775,141.9035,146.8369
2021-04-02 00:06:00,185299,128.9534,8.976033,-0.06851934,-0.7537127,-6.440818,0.06851934,0.3425967,18.29466,0.3425967,9.044553,20.00765,0.06851934,0.3425967,9.31863,21.241,-0.1370387,3.700044,15.34833,31.99853,33.64299,41.86531,55.6377,64.61374,74.68608,85.51214,93.1863,102.642,111.0698,119.5662,128.7478,138.8202,146.3573
2021-04-02 00:07:00,185300,129.7765,-27.20235,0.4111187,-0.8907572,-4.248227,-0.1370396,-0.06851979,4.590826,0.0,8.839052,23.9134,-0.1370396,-0.1370396,5.207504,20.48742,0.0,9.59277,18.91146,38.98776,38.4396,48.44349,58.8585,71.19205,79.75703,93.39247,99.14813,110.728,116.8262,125.8708,133.6821,143.8916,149.5787
2021-04-02 00:08:00,185301,131.9006,5.687142,0.0,0.2055594,-6.577899,0.1370396,-0.1370396,8.633493,-0.2740791,10.20945,22.68005,0.3425989,0.1370396,14.93731,28.16163,0.2055594,3.974148,14.93731,35.76733,48.23793,57.4881,69.27351,79.62,87.97941,99.90185,106.1371,116.4836,122.856,131.558,138.6155,148.962,154.4436
2021-04-02 00:09:00,185302,136.081,6.852015,-0.2055604,0.1370403,-7.742776,0.2740806,0.1370403,13.63551,0.06852014,11.5799,23.36537,0.2055604,-0.06852014,17.19856,29.46366,0.0,4.385289,16.10223,33.64339,42.96213,50.63639,64.20338,73.17951,83.3205,93.59852,101.5469,110.3859,119.2936,126.5567,135.5328,143.6867,150.6758
2021-04-02 00:10:00,185303,133.1346,-27.2025,0.479641,-0.2740806,-4.385289,-0.2055604,0.4111209,5.070491,0.3426007,4.453809,19.93936,-0.2055604,0.06852014,11.64842,27.27102,-0.4111209,6.440894,14.32071,36.17863,34.67119,45.83998,55.22723,68.79423,75.64624,89.89843,93.8726,106.4118,111.0026,120.8695,126.2141,137.5885,141.3571
2021-04-02 00:11:00,185304,125.5294,-3.014899,0.0,0.2055613,-6.783522,0.4111226,-0.06852043,6.50944,-0.2740817,10.34658,25.4896,0.3426021,-0.06852043,10.00398,26.1748,-0.06852043,12.81332,20.35057,43.16787,55.09042,66.87594,75.02987,88.32283,93.5989,107.9197,110.3864,122.7886,125.9405,136.4242,140.6724,152.595,154.9932
2021-04-02 00:12:00,185305,135.6704,3.837144,-0.06852043,0.0,-8.01689,-0.1370409,-0.2055613,10.14102,0.06852043,11.23735,17.81531,-0.3426021,0.1370409,12.19664,19.66536,-0.1370409,2.535256,18.08939,21.03577,30.62863,33.84909,50.91068,55.84415,69.89084,76.26324,87.56911,92.02293,103.7399,106.6178,118.9515,123.1997,133.4093
2021-04-02 00:13:00,185306,111.072,2.05562,-0.06852066,-0.1370413,-8.35952,-0.2740826,-0.3426033,8.085438,-0.205562,14.9375,22.47478,-0.3426033,0.0,10.34662,18.77466,-0.1370413,11.30591,25.76377,31.93063,40.83831,44.19582,59.88705,65.02611,78.59319,84.82858,95.92892,100.1772,111.8257,114.0869,126.5577,130.0522,140.81
2021-04-02 00:14:00,185307,119.4315,11.57999,-0.06852066,0.2740826,-9.044726,0.4111239,-0.2740826,14.52638,-0.2740826,14.38934,24.66744,0.4111239,0.5481653,16.99312,28.50459,0.1370413,3.974198,15.48567,35.21962,47.21073,54.54244,67.90397,76.46906,86.33603,96.203,103.6718,111.6887,119.5,126.215,134.369,141.9063,148.9639
2021-04-02 00:15:00,185308,130.3266,-25.9694,0.06852084,-0.1370417,-6.646521,-0.06852084,0.2740833,5.002021,0.06852084,10.48369,22.6804,-0.1370417,-0.3426042,5.344625,18.02098,0.2740833,12.88192,23.57117,35.90492,54.47406,61.87432,73.04321,82.91021,91.68088,103.3979,108.674,118.9522,124.4338,133.8897,139.9196,150.7458,153.7608
2021-04-02 00:16:00,185309,138.6862,-27.20277,0.5481667,-0.82225,-5.344625,-0.411125,0.2740833,3.563083,0.0,2.672313,17.13021,-0.5481667,-0.06852084,10.68925,25.01011,0.3426042,7.674334,17.19873,32.41035,40.08469,49.06092,59.75017,70.91907,79.27861,91.95496,98.05331,108.537,115.1835,123.1319,131.2859,140.2621,146.0864
2021-04-02 00:17:00,185310,127.1749,14.32089,-0.137042,0.2055629,-8.085476,0.5481679,-0.4111259,13.29307,0.137042,16.9932,29.18994,0.4111259,-0.137042,15.21166,28.29917,-1.507462,5.5502,16.37652,34.39753,39.05696,47.75913,60.43551,71.12479,80.03251,92.29777,98.80726,109.6336,116.6912,126.1471,133.4104,143.8941,149.5813
2021-04-02 00:18:00,185311,132.0399,-24.32495,0.137042,0.0,-5.618721,-0.2055629,-0.06852099,13.77272,-0.06852099,4.659427,18.2951,-0.2055629,0.06852099,10.75779,24.53051,0.2740839,16.30799,24.73608,42.68858,47.69061,58.03727,66.87648,79.62138,85.51419,100.1092,103.6722,116.6912,120.3229,131.2177,135.5345,147.7312,150.5406
2021-04-02 00:19:00,185312,132.6523,-11.16856,0.4111125,0.2055563,-6.783357,-0.3425938,0.1370375,16.17043,0.3425938,9.044476,20.55563,-0.274075,-0.1370375,10.62041,24.25564,-0.2055563,15.82783,25.00935,41.31681,34.12234,45.15386,54.47241,67.90209,73.7947,88.80031,92.29477,105.6559,109.493,121.0726,125.869,138.682,141.9023
2021-04-02 00:20:00,185313,126.3486,-28.98343,0.3425938,-0.274075,-5.138907,-0.274075,0.0,11.57967,-0.3425938,5.550019,21.24081,0.06851876,-0.06851876,6.440763,23.15934,0.0,12.60745,19.87044,49.05943,53.51315,64.40763,72.15025,84.82623,89.89661,103.943,107.2319,119.5652,123.7449,134.4338,139.6412,150.7413,154.0302
2021-04-02 00:21:00,185314,135.9423,9.04455,0.2740773,0.1370386,-8.085279,0.3425966,0.0,18.02058,-0.1370386,16.3076,25.62622,0.4111159,0.0,10.41494,20.28172,0.4111159,9.935301,24.73547,33.09483,41.38567,45.7709,62.62666,68.31376,82.2917,89.34919,100.929,105.9309,118.4699,121.9644,135.4627,140.0535,151.7018
2021-04-02 00:22:00,185315,130.3237,-17.81502,-0.06851932,0.4796352,-5.961181,0.0,0.1370386,11.99088,0.2055579,4.179678,17.47243,-0.2055579,0.0,11.37421,26.2429,0.0,9.661223,19.18541,44.81163,43.92088,55.50064,65.23039,78.79721,85.30655,100.1752,103.7382,116.8254,121.0051,132.7904,137.7238,150.4684,153.2092
2021-04-02 00:23:00,185316,133.8876,14.18359,-0.2055593,0.1370395,-8.70201,-0.1370395,-0.3425988,8.016812,-0.2055593,14.80027,22.33744,0.1370395,-0.1370395,14.80027,23.5708,0.2055593,15.34843,29.25794,42.75633,62.69558,67.90308,81.8126,89.96645,101.4778,111.6872,119.9781,128.406,136.4914,143.3433,152.3194,160.6103,166.2289
2021-04-02 00:24:00,185317,145.6045,-1.850034,-0.1370395,0.1370395,-8.56497,-0.2740791,-0.2055593,6.372338,-0.1370395,7.811253,19.25405,-0.2740791,-0.06851976,8.49645,22.13188,-0.06851976,10.62056,20.07629,42.55077,43.44153,54.54173,63.99746,77.63289,83.79967,98.53142,101.3407,114.428,117.991,129.0912,133.3395,145.673,149.3731
2021-04-02 00:25:00,185318,131.7642,-19.18563,-0.4111207,-0.4796408,-6.440891,-0.2740805,0.1370402,2.877845,0.06852012,6.440891,20.55604,-0.1370402,0.1370402,5.68717,20.96716,-0.1370402,16.23927,24.11908,44.6066,41.38615,52.89753,61.32551,74.61842,80.10002,94.55777,97.09301,109.4952,113.2638,123.7473,128.6808,140.1922,144.3719
